Date,Hertfordshire,Birmingham,Worcestershire,Dudley,Sandwell,Walsall,Staffordshire CC,Warwickshire,Solihull,"Bath and North East Somerset, North Somerset and South Gloucestershire",Somerset,East Lancashire,Blackburn with Darwen,Mid Lancashire,Calderdale and Kirklees,Bradford,Bournemouth and Poole,Dorset CC,Central Hampshire,Greater Manchester North East,Greater Manchester North West,Brighton and Hove,East Sussex CC,West Sussex (South West),Bromley,"Bristol, City of",East Cumbria,West Cumbria,Northumberland,Cambridgeshire CC,Cardiff and Vale of Glamorgan,Bridgend and Neath Port Talbot,Central Valleys,Cheshire West and Chester,Wirral,Flintshire and Wrexham,Heart of Essex,Essex Thames Gateway,West Essex,Essex Haven Gateway,Suffolk,Croydon,East Surrey,East Kent,Coventry,Cheshire East,Kent Thames Gateway,Bexley and Greenwich,Derby,South and West Derbyshire,Durham CC,Darlington,North Yorkshire CC,"Barnsley, Doncaster and Rotherham",East Riding of Yorkshire,North and North East Lincolnshire,Lincolnshire,Redbridge and Waltham Forest,Tower Hamlets,Hackney and Newham,Enfield,Barnet,Devon CC,Cornwall and Isles of Scilly,Blackpool,Lancaster and Wyre,Gloucestershire,West Surrey,North Hampshire,Berkshire,Brent,Harrow and Hillingdon,Buckinghamshire CC,"Herefordshire, County of","Kingston upon Hull, City of",Breckland and South Norfolk,"Merton, Kingston upon Thames and Sutton",Hounslow and Richmond upon Thames,Liverpool,Sefton,East Merseyside,Chorley and West Lancashire,Powys,Leicestershire CC and Rutland,Leicester,Conwy and Denbighshire,Gwynedd,Leeds,Luton,Manchester,Greater Manchester South West,Greater Manchester South East,Medway,Mid Kent,West Kent,Milton Keynes,Bedford,Haringey and Islington,Camden and City of London,Tyneside,Sunderland,South Nottinghamshire,North Nottinghamshire,East Derbyshire,Nottingham,West Northamptonshire,North Northamptonshire,Oxfordshire,Gwent Valleys,Monmouthshire and Newport,North and West Norfolk,Norwich and East Norfolk,Westminster,Ealing,Peterborough,Plymouth,South Hampshire,Portsmouth,Isle of Wight,West Sussex (North East),Thurrock,Barking & Dagenham and Havering,Sheffield,Swansea,South West Wales,Lewisham and Southwark,Central Bedfordshire,Wiltshire,Southampton,Southend-on-Sea,Stoke-on-Trent,Wandsworth,Lambeth,Kensington & Chelsea and Hammersmith & Fulham,Shropshire CC,Telford and Wrekin,Torbay,South Teesside,Hartlepool and Stockton-on-Tees,Warrington,Wakefield,Wolverhampton,York,Swindon,Isle of Anglesey
1996,1.0388913402658728,1.0118333428958273,1.026022052032588,1.0025384408917315,1.0129206709195722,1.0085626730701642,1.0118442273897974,1.0269206683442336,1.0214959140853224,1.0307464652909177,1.019110605131706,0.9958600337588251,1.0003886396664208,0.9915834914725883,0.9939852958101004,0.9928399956650987,1.0357701130454489,1.0339656730941638,1.045521542754371,1.0051789018520414,1.0063663678799293,1.0539922151228118,1.03062444393047,1.0469228825694885,1.0433686819403567,1.0375118307451585,1.0101745840438972,0.989010091253639,1.002395048845417,1.0199822818874507,1.014379470035034,1.0139953628796072,1.0026063622888057,1.009057390338627,0.9964582127362835,1.0132735887460558,1.034079999294708,1.0267323551629097,1.0217381865321098,1.0121349346112736,1.014237843360501,1.051187513474533,1.040431016929751,1.0376408111005024,1.0003054503400175,1.007813875976061,1.0149441183065704,1.0356423134532478,1.0054784471915874,1.0106086810901347,1.0074625035269917,1.0013923100735147,1.0054186110532335,0.9952330359188336,0.9975515303578204,0.997478072544416,1.0089362273599403,1.049744594114301,1.0641014672684235,1.051141567255173,1.044899020595156,1.0631754092670425,1.0248286618262188,1.0304646405100601,0.9726951374247982,0.9963483792969271,1.0314961438123618,1.0472942683096005,1.0368407201749226,1.0434335790176081,1.0690509580432244,1.0433319143661282,1.0427862420897862,1.0196810831067729,0.9753405145780816,1.0032629299693314,1.0435258766199045,1.0502486282209973,1.0034360938891767,0.9949104156359154,0.9945332910104239,1.0067162842771675,1.0113858034165426,1.0188949224523622,0.9983462404626373,1.0098604718228201,1.0356385403760808,0.9998335864420851,1.030267127377137,1.0010168863325493,1.0122971581603732,1.0026270336872671,1.0116798061298102,1.0189165019756472,1.0354412077334074,1.0293344078079976,1.0232414633369922,1.0698947222758244,1.109459330705016,1.0045650894251206,1.0060795754418064,1.009406607267005,1.0021371902270009,0.9970467251426601,1.0071169202287928,1.0363520457634836,1.013842693110142,1.0399555434159633,1.009371164927786,1.007146383233355,0.9977973542440116,1.002943204062296,1.0228393275864531,1.0588312421700956,1.0010025938027967,0.9835048043790647,1.0324389168254136,1.0368114281718976,1.0339899811884903,1.035646693764692,1.0127549135525467,1.0338895035949252,1.0085120352027703,1.0174085875731067,1.0230888184616476,1.0476625935462625,1.0272859287620035,1.0259337710671697,1.0282248489811372,1.0311644737635617,1.0023957874998026,1.0751409610206606,1.0915437768331735,1.0887453606239448,1.0242172022978275,0.9941576355567517,1.017108276145621,0.9880872192213181,0.9890676772567718,1.0056924503086513,1.0084306660271694,1.0021801193194089,0.9995636850257814,1.0255658882731276,1.0130887640384851
1997,1.1753636984297466,1.0749288379416413,1.1035744845936253,1.052102401529381,1.0430293771372792,1.0579994018590295,1.0696059215417972,1.1215046707040022,1.1047828793652976,1.1159129836081205,1.094624434388874,1.0002931303318965,1.0304041645671316,1.0273418178164433,1.0243298784972243,1.008432768602739,1.160100690260551,1.1478330655526174,1.1607071116179963,1.0344157187840977,1.0291712794070813,1.1809039687288339,1.129556764365214,1.175751173545417,1.174982355944224,1.1425358816734295,1.0456550592976253,1.0380394683100145,1.0519873602321352,1.1085341746484474,1.0856260125860309,1.044451582910091,1.0229878252977902,1.0559824559214295,1.0449459732814874,1.051085131884061,1.1539919296237042,1.1214314852462948,1.1271715905117634,1.097100692221928,1.0916517603064333,1.1777750466541659,1.1917142261756686,1.1244025840880454,1.0693251510010413,1.071598457839279,1.109334483848829,1.149036538232239,1.0408437064266918,1.0626816035316489,1.0315619263167355,1.037631052464184,1.0536027090988958,1.018994764627418,1.0113111406363657,1.0205919610002983,1.0661914800273988,1.1626835205809578,1.2145169210696634,1.1713368456055628,1.1727808660912518,1.202318705468524,1.1041096746435126,1.1166784214643144,1.0230492769805895,1.0332438844951541,1.1211504001229449,1.1953469435898585,1.180705380016829,1.1946489022902174,1.2190870434051053,1.1862160897163248,1.1853965453149362,1.0795463512583319,0.9534332521501941,1.0709998557540938,1.1881904624255084,1.2124514483297208,1.0250468165122413,1.0310880854272473,1.0142675588389816,1.0517792579180942,1.0769530505661773,1.086838708175932,1.0448897604201315,1.0597032618659197,1.0841241487894455,1.042731120608397,1.1190741343956334,1.0378515381064286,1.063786862362343,1.0463379941067852,1.1058040025154667,1.1232243381425415,1.172748499001675,1.1251876894358244,1.1147005405529755,1.2412794318702416,1.2632056373668823,1.0472025054386889,1.0293562652544357,1.0775092719555277,1.0460159860771037,1.0321026128299375,1.0596033258416524,1.146174598516419,1.078242075053442,1.1713727246888943,1.0564827281265592,1.075461098070915,1.0617715873845477,1.0694475634654343,1.2015946256904004,1.225400979497656,1.05604127162965,1.0459708083934367,1.132871618183247,1.1382972713172557,1.1376666357332748,1.1609138430799009,1.0948615316021821,1.1343685267719668,1.0460775784855776,1.0553101142305634,1.064214135809399,1.1825805882797762,1.1430896793006755,1.1198899746410922,1.1315706382078836,1.1458026205556924,1.036322971926156,1.2718351226683482,1.2438971516816377,1.2735555574045136,1.0863403341868216,1.03919049497608,1.095549010602425,0.9922139948471456,1.0131189881081089,1.0470012859961368,1.036432085221238,1.0639056475623845,1.0518593759337094,1.0969807009485475,1.0835371398349185
1998,1.3163189578153822,1.1466611972004557,1.1891378493741709,1.1094191433769511,1.0854304700588044,1.105956912007208,1.1362967015554584,1.2221280545305762,1.2236235150075756,1.2206548201852503,1.1900465106420104,1.0280387217800868,1.0522322554357568,1.0648401558752774,1.0570205845337879,1.0426868428035467,1.2920815545411066,1.265383802024622,1.2913794814557598,1.0718275155990074,1.0594268283130237,1.3184580314411927,1.251114673009696,1.3035042877327512,1.3320104684328853,1.2595628518918347,1.1034399050141552,1.0804055229202354,1.0996630371302636,1.2288523884267817,1.161089221879671,1.0818442492662543,1.0575651704120117,1.1278173548162858,1.1049661562944837,1.1113258396301013,1.281125563327705,1.223864669484081,1.2405519169361667,1.2049986175315246,1.1854796035702784,1.3236365403338706,1.3402911001605822,1.2202887600239385,1.1563944218799247,1.1524000659488665,1.2275122154019558,1.2953455614490295,1.1008438745235907,1.1223043022065686,1.0729333344682503,1.0754812951758401,1.116096037274507,1.0496979034819398,1.0422870334520233,1.0585670795631081,1.1271178789003944,1.2967044534234442,1.3667641677284927,1.3098592447027626,1.3090938687091418,1.3560223882557194,1.1925743402191058,1.2160314325649417,1.0543154601908635,1.0775098959333551,1.227826905121952,1.3537167689092544,1.319086454564318,1.341375574494149,1.3870320221088765,1.3332066280183652,1.3309803073176611,1.1572920902396926,0.9536691009079117,1.1543400502905592,1.3397824651832162,1.389203304273236,1.057019129654946,1.091833857439436,1.040539473719303,1.1100815768527712,1.139303113077927,1.1571643554886049,1.1150335097802624,1.1077835237531328,1.146829359722839,1.0998632376933994,1.226679830857441,1.1118223900198356,1.133935241720476,1.0999875829354206,1.2171546242747735,1.2403094544847308,1.3075635647751491,1.245594180579043,1.2403942472096368,1.4062731562202204,1.4184541167506792,1.1085576545087967,1.0673649824097513,1.144924169895076,1.0947346037602432,1.0845347711802187,1.1090015565877749,1.2606936317479185,1.1616302403999663,1.310072678042227,1.1006169101085488,1.1464766992723072,1.1429613084055044,1.1401047473162291,1.3225757867771017,1.3842390443522543,1.1276886235880426,1.097271132457016,1.2406386691878244,1.240550484713309,1.2474036484204865,1.3106629394354714,1.1953568870341478,1.2680792306049384,1.1026376375617326,1.0924443665885364,1.132611203230495,1.320202702875744,1.2618319156972158,1.2392663624425773,1.2419686046823386,1.2534584330586622,1.0549625810871732,1.4527062983983738,1.4325907440017576,1.4048795895397743,1.1519230863648693,1.0837619620208063,1.1722825827299765,1.0228650632460903,1.0270237722320965,1.1143449120271598,1.0675999553808067,1.1065583746547896,1.1120912011383612,1.2145205232466116,1.1273791217868268
1999,1.4576620944364815,1.2352981174978541,1.290015039828079,1.1768692696654173,1.1378123313388757,1.1641502459980952,1.210476025237842,1.335639286561787,1.3406021412362217,1.3506471288480322,1.3076729545047843,1.052746204565239,1.0736194356333335,1.1260489439547052,1.1001427692736532,1.0770888105308787,1.4294906258388695,1.4050674734411241,1.4237437591229318,1.116933378942852,1.1019649046304034,1.5032204914683673,1.3702672927184945,1.431252361788813,1.4993663285077463,1.4256867932618553,1.165412242480119,1.1414070665935387,1.1559472389196794,1.342242269690414,1.2543498163036917,1.1220880591672022,1.101012990514375,1.226104804280721,1.170221747891433,1.1769317875439034,1.4081805550536404,1.3340109114912675,1.3754375359270983,1.3120317055368256,1.3055201245080448,1.4879167801195528,1.4896762616768895,1.3345955535378682,1.2418301729841064,1.2505717451676863,1.3383794437545558,1.4374560380628463,1.177858697267465,1.1931061241665488,1.1095320661762356,1.1055638520834739,1.1835734794192752,1.0900518587614185,1.0758969735050068,1.0829934748882113,1.1972858077629294,1.4438705906020828,1.5311595906432516,1.5114806078495393,1.451659807405155,1.5157287511850208,1.3009516607424334,1.325603906994709,1.0973983825236735,1.13403825854412,1.3516113982040132,1.5106297462957707,1.4628498907009087,1.5023677614724273,1.5655515809175151,1.500500734379649,1.471093318662708,1.273462196364749,0.9663361600452568,1.2592032033749356,1.5119004534349076,1.5599154272365636,1.0973078380119856,1.1532080036829566,1.0930496157092164,1.1618401239844138,1.1867717020541615,1.248502929651749,1.1853844085170697,1.1780881834914634,1.2185154535215215,1.1699963004675644,1.3654499159964806,1.204544286893541,1.2264611947504651,1.1875459243904936,1.3379990000420672,1.3615837488976306,1.444875152917422,1.3720871700467134,1.3657449382085296,1.5942445825951872,1.5865666691167137,1.1697849201831414,1.117227733143705,1.233276045337609,1.1499550125874225,1.129116341227383,1.182223676551005,1.3851224300982068,1.258383334897944,1.460156072917025,1.146545560997883,1.2192995081416904,1.2452542372411073,1.2313608381951635,1.466199448719167,1.5931225837211234,1.20857766836224,1.170390589485123,1.3512280706046795,1.3497505728762933,1.3799732890103469,1.457701631068813,1.2916927541532677,1.3871115378582863,1.1710037219581926,1.1478463361616622,1.166717719894189,1.5060257738100535,1.389980335715623,1.3810881734589198,1.3668173914797501,1.3660485230005215,1.0885926593474247,1.66799824434217,1.6400999586819436,1.5641457658868485,1.2452280634480049,1.14987423799604,1.2600598370635825,1.046359844836567,1.0507609434027445,1.1929360747268951,1.106802880635694,1.172225740717214,1.1943595436293826,1.372858573541849,1.2121202695504552
2000,1.712400715135298,1.3709463283439667,1.464143488786291,1.2798423139201789,1.2122108363056812,1.272520073513378,1.3308734902105985,1.4957139463612827,1.5247468750189705,1.5809383768761605,1.5139967186389889,1.115964028178578,1.1249345853463488,1.1973948152570455,1.165195293432513,1.1472066080485515,1.669853066485285,1.6371509819728978,1.6820831624522001,1.1945738247495334,1.176134916479651,1.8537603140278085,1.6043075920221215,1.6852674819281284,1.779153232293096,1.6600268675672352,1.2554665327243906,1.2102817082378512,1.2219967676806867,1.5599928160568728,1.4037807384282488,1.1858164053243665,1.1662690703859686,1.3598463683427187,1.280150856541217,1.286148555096716,1.637040141941543,1.549144730894822,1.6002131153486012,1.5243422833330884,1.5171074637276958,1.7878648730561684,1.7522994188031518,1.5535554845285038,1.3941215377442726,1.3899220949918651,1.559718739326512,1.6854982425743936,1.2911807054983548,1.3111033440257633,1.1702295541098253,1.165445205738421,1.3118843874209452,1.1479981387655174,1.148979773924151,1.13021153792784,1.3179052589248497,1.7232164952032434,1.7869068221480044,1.8226948746059057,1.7361162819804574,1.7976549525093797,1.5037012223297246,1.5093202481392234,1.1543743702749343,1.2079338887663245,1.565418867312356,1.773908578083465,1.724956885715112,1.7890207524679078,1.893640789352131,1.765511359220912,1.719033594067133,1.4486257214808964,1.000229564606782,1.4696067852064716,1.8054776460020128,1.8424291402875344,1.1837663471953432,1.249472837792175,1.1883073143066203,1.253666050373728,1.3023441967309108,1.3963405254582675,1.2934351890408835,1.265821184990785,1.3148112366312055,1.2872391352866743,1.6020116725221292,1.3373000263599981,1.3572105891333426,1.3047284343253784,1.5482880836784545,1.588622089006472,1.6861705221960794,1.6075103166278768,1.5876323214994725,1.8814548192607945,1.8710680634305468,1.2496309127744636,1.1711210372872014,1.3719325875478943,1.223859452412295,1.2199059906296625,1.2773245320417845,1.6008585043183094,1.421427993607463,1.7184643013430712,1.223440438047417,1.3270171051176811,1.423544296112363,1.439954450857597,1.6753558570813725,1.8582191730400768,1.3577477404152116,1.3172958036726699,1.584880535492609,1.5615420667629145,1.6323827163118636,1.722095703118124,1.5171823352022293,1.6229104555484373,1.2866400690533017,1.2327509194271518,1.2553606855054502,1.8188061376743148,1.6224997701834234,1.6177594222041154,1.6284868443914093,1.579939798028989,1.128816286793812,1.9962047996687378,1.993821087148027,1.8371921250255336,1.399961408392724,1.2577439032312905,1.4389663416498855,1.0870726949169096,1.1023495474489453,1.329963995060432,1.170756919228571,1.2841495232463043,1.375205802309858,1.6420926172526051,1.311475373306633
2001,1.8880186228942883,1.5331413841210493,1.6218907603040815,1.42829018382958,1.338652825359898,1.3896427551903527,1.4569285448277138,1.6471649294650959,1.670043969690846,1.757160846271655,1.6787221496529323,1.1683981513439468,1.1696711956716759,1.3071600161797294,1.251300971816373,1.2212144650846208,1.8478029087155146,1.8246876805159722,1.8725404979225788,1.281572092979191,1.268672657635917,2.1176039088460312,1.7920506525230473,1.886846309922747,1.9485549114071767,1.8667159784156973,1.3540228960706175,1.2851725642567098,1.3169186804463797,1.7521940574579964,1.5525451700509647,1.2462102572875873,1.231444065885753,1.5042167174488552,1.4005923810354934,1.409928466355829,1.8362316957343405,1.7557612391613322,1.776383847889182,1.7169991742601551,1.7007853660550396,1.997584971530852,1.9290244379146626,1.7458553902529954,1.5592998900117947,1.5363222552344147,1.7534551937077238,1.9030658071080218,1.4386164253284037,1.4602029885601464,1.2328141992918267,1.2634923837512564,1.4612901736489323,1.222419130336571,1.2469766101436734,1.2007169481638567,1.478342732410513,1.952589474078579,2.0304265777305983,2.084124972865589,1.9389648360252603,1.9953012043775353,1.7133125012665529,1.6959443513113068,1.223426746082534,1.2959969866894105,1.7437790447799866,1.948847720062281,1.8890806806492686,1.9669230019683872,2.085792954394496,1.9647657574879083,1.885883272817793,1.590743242948846,1.0410716063100307,1.66603083687131,1.9851210888205253,2.0141975748822434,1.287248340146323,1.3862573135888994,1.2714524136713239,1.3627395500045305,1.4218226674815888,1.558861289278427,1.451934280006334,1.3755349402385435,1.4188559455443492,1.4296660581898906,1.7719365191427414,1.4451532152171431,1.504462189825247,1.4417576939337542,1.7386261503374942,1.7412605127428813,1.8628655407409405,1.7918145103096195,1.7438930605839298,2.0865280851882644,2.0781102503136513,1.3612492341461198,1.2741875519189871,1.541743684846992,1.3142697723287353,1.3156778909692544,1.4350725726216722,1.7683378909364018,1.5893938660279288,1.898713731383079,1.302423111872941,1.44934040417464,1.6261772007438133,1.637096640209622,1.8657860180140327,2.0632669544541717,1.5461865266707944,1.5118414962557059,1.7948402883569674,1.7560873625402285,1.8525455655519423,1.9102026538986658,1.7182069195704648,1.8370235362473353,1.4114451609800323,1.3023630839739222,1.3708536925514931,2.0438154208413257,1.7948453450216828,1.7881818245262484,1.8264679692220425,1.7763358005804277,1.183187814945147,2.187378401965789,2.216297059177583,2.018198286682237,1.5598801757696248,1.3957642300415347,1.639588295032266,1.1467207038348197,1.1589057462286672,1.4729537333039149,1.2583789929314146,1.420102506795389,1.5985523422330943,1.8117340478001742,1.409014156899924
2002,2.188082654142934,1.7951106920983941,1.8835293999913971,1.684542793512352,1.5703619248520686,1.6338710330498276,1.6944607115041275,1.9126821894183776,1.9281176180228274,2.085939826229026,1.9950783697237346,1.3017914636054335,1.275894296286909,1.5118824918190672,1.445868474308225,1.3732386764607405,2.211844024139939,2.1483529368145478,2.16976904029081,1.4738875302202497,1.4376131972172295,2.488516470891922,2.1049491985769175,2.2119537779778664,2.237331697908538,2.254390584611061,1.5722858145881167,1.4340438323528915,1.545568475902312,2.0461213818697264,1.8386643530165563,1.3657700729247564,1.3811462029791974,1.73467588206944,1.629090242473504,1.6443690470626122,2.1815733920845157,2.084240459208864,2.0732172040343158,2.0568935787495666,2.0251414644083563,2.328831545088764,2.1871107757550017,2.0642151214277056,1.8032526215558955,1.7688212969631212,2.0524584232280945,2.225808755033084,1.7510481304582632,1.7363540869871064,1.395733171636118,1.4524483367473116,1.7414444222088787,1.4204941204626464,1.5271963662441397,1.4010075889938622,1.781631558073743,2.348154897459503,2.290271320709032,2.4316701355314567,2.269645385967215,2.2987242237024925,2.0810840558732284,2.112146331799178,1.4184719187142194,1.51711880367375,2.0455598517294895,2.2067926537635842,2.1565065232903198,2.2281629620654892,2.4321972660813223,2.2813965030893306,2.1484167965812175,1.8393613191055758,1.2087517115035615,2.0135608297562277,2.2791132746125373,2.2818671889299114,1.4599622988154464,1.603532946013349,1.4509411420562408,1.5726824101876629,1.6760268921600727,1.8541145301357183,1.7901738514599135,1.6445254865303995,1.684629355690409,1.688463287032377,2.1102020200353753,1.6478411286639076,1.731050756294722,1.6485902180387404,2.060363402688734,2.032519877097171,2.1420688876093594,2.130104290980884,2.071459544995194,2.3738807329659686,2.3261156677643173,1.626004344609654,1.4924048398372136,1.8561648805136275,1.5950531811698458,1.5453328741305714,1.7855150712564756,2.051398224184225,1.8817593488570896,2.190639790638528,1.4725293278207248,1.6755853598715398,1.9585844182843437,2.010766669387034,2.0921676920788297,2.351393815501036,1.8678296342207812,1.8803868946885642,2.1237005539026867,2.112850649271606,2.1899241565418426,2.1928465244057564,2.0734459456880874,2.210278533614818,1.668076777588504,1.4630109660534178,1.5812036490473178,2.3654704132889304,2.111626776843896,2.0573383844919784,2.1970169125599464,2.146161993794196,1.33692889669142,2.4521106790821547,2.4723904487598127,2.2220203049707035,1.8369041084068456,1.6841769438593774,1.9646256522536527,1.294382944732982,1.3355670665793626,1.744978612443005,1.5011097618897524,1.6756286684707966,1.9364020755778064,2.0909748025202743,1.634347119794983
2003,2.5042706373271906,2.1790151062810597,2.2476844350977037,2.014203702979712,1.9370834245975534,1.9856805140533786,2.0711717696557317,2.246607962922321,2.2817483931278133,2.417111436772874,2.38727980490179,1.5250487549121963,1.54298820741074,1.8658844252479005,1.79645120966855,1.6512586660209152,2.6014167628734204,2.5105022360105873,2.4764619438159885,1.7597318400392905,1.7675150688260044,2.7805039583659976,2.4756356700597064,2.567683506125113,2.5449310978718134,2.5890832200618443,1.9350936467779252,1.7339094691574666,1.990020303813663,2.3421240610825587,2.2013346073909936,1.6730779588515907,1.673619194443888,2.0616305988510732,1.9850051830654072,2.028951144982022,2.545589286205342,2.4901672688068994,2.3829169562011194,2.42831966221484,2.365119000897966,2.665640055138224,2.4672845631010407,2.453340728290727,2.159030410449705,2.100955126119806,2.443421711336312,2.5502998966470742,2.204844871862111,2.1473806104623074,1.7414352424943351,1.8579092542719142,2.1256027574470107,1.8079569104679172,1.9132303610939418,1.7859987235663353,2.2106829919553355,2.705672566428913,2.4595501360182577,2.7474307483908595,2.5835326712624984,2.5850735521674446,2.494585511998442,2.6019008495349323,1.7311285254868058,1.8795007776340835,2.3648784414629183,2.4406576969929494,2.4219117922705644,2.4453498410546795,2.761538371800649,2.602485300506688,2.422161861330218,2.2016735082745376,1.476961274229744,2.3458580181553623,2.556802738341185,2.50299321979524,1.7675224611347204,1.9514378885624122,1.7823551175761607,1.9433662279529018,2.048805621167065,2.2509099145653857,2.2410867444235274,2.0376355768293464,2.122806151792234,2.0605031544589822,2.5475212961761136,1.8773307435384892,2.059527830728722,1.9870080418286604,2.443503320467853,2.3785567148297044,2.42430144050664,2.4827859591702603,2.4219919930586467,2.5765581772071955,2.4651384026765295,2.0604663313533376,1.8533424461964692,2.273951315392517,2.015575891791244,1.9511310940793307,2.161297243498401,2.399222016168652,2.2510982329383755,2.4573824159327327,1.8165341370920451,2.0510970980761027,2.3139824204888058,2.3424687341255663,2.2117048711016256,2.6278936285306607,2.191576008404525,2.22168577327016,2.473578321138361,2.4739043901436237,2.566899409025603,2.50999071921173,2.4775832063940597,2.6062705116548996,2.021947777688868,1.802677675782346,1.9989191488799585,2.63280559770623,2.4615845492946287,2.381656097986003,2.556642543228724,2.5376228993648056,1.6241448521326554,2.6039225564976625,2.6724686544650105,2.3127347196218504,2.204587858731026,2.046786074523283,2.350435218488103,1.5822288027020612,1.6538423300109535,2.075024540865782,1.9107368519244556,2.033377208209699,2.2729092949436436,2.338147597951298,2.059780454005212
2004,2.7082049745372165,2.4423529805211195,2.5313604199796913,2.303595761629919,2.2622225774979534,2.3182968807148034,2.4037644882217575,2.5193645783905114,2.558747147395205,2.6791039205865714,2.699276782679215,1.8880562599124555,1.9641102889000808,2.2707067104756025,2.196155409867449,2.0206168891382195,2.857764579456971,2.771465042488264,2.6831432534510054,2.160380910354954,2.17120083590194,3.058815360882281,2.710631387055439,2.801030623528474,2.751749287622581,2.8476900226351782,2.379174395539702,2.20959597550956,2.4091191877896345,2.5882904784945477,2.5285273433787396,2.1096206480996007,2.085083181641689,2.4113312369943976,2.4701052293497394,2.436867371365881,2.7785626365041725,2.7280964097955565,2.5823864746929788,2.6860572151216706,2.635142780484764,2.869709835736279,2.6551778225630187,2.7948036434886228,2.5116604872788013,2.4196918172059876,2.6859231713776035,2.758725926945842,2.5372085685139845,2.481304101473232,2.1953825024121314,2.283626753125592,2.472256288979969,2.255156818620139,2.3067673889544142,2.196708439903751,2.539110463261195,2.9454640908142853,2.636893715215662,2.9374505275862974,2.7751967474744625,2.7908984053955064,2.8131016218677716,3.0049421045685056,2.1434230335662696,2.2999332484750794,2.6327148946074534,2.6017000819080844,2.591418304732245,2.6173214819474735,2.9636394285017227,2.8020668137577,2.6095033000889227,2.527933306271995,1.8387862353283049,2.6275510621065066,2.7536624473593347,2.6911327769317883,2.2989720757956693,2.335213784896282,2.2286484098548227,2.350053567797711,2.4418029608126783,2.554768728927193,2.5940525652964843,2.4483046314248713,2.6572121426723414,2.3687776994453498,2.767179567534563,2.1726232597168065,2.4343026928867544,2.354043824696701,2.7030706973299883,2.629037832055659,2.6587589013329156,2.7153818793627678,2.6662563309833094,2.7857148084332213,2.6385930250024607,2.4791989181197556,2.245950394774531,2.526049428595275,2.383402986520038,2.3486666263592837,2.3964943862392003,2.653963620126459,2.5501866586040496,2.6497399926010146,2.26526040206203,2.432145533790844,2.612066134219686,2.626368722205267,2.3553682429309006,2.8109057587949366,2.4902287025011107,2.609736545073385,2.693689483247208,2.7273840753796357,2.9245544805299635,2.735924662254346,2.7197027771510998,2.8536797445845976,2.4530179200202094,2.335428164933628,2.5228544013139937,2.8292125781906123,2.676681985794114,2.6271187410811865,2.7670445109160813,2.8529351766004094,2.0673192170412134,2.821265798423236,2.90536562150545,2.4922814486854326,2.5385454955180853,2.357108868565149,2.68829142855015,2.0379385387113707,2.066928870050797,2.4340370902064903,2.2512881544357515,2.3438869565761533,2.6023615340026964,2.5068970075181762,2.6383086658568944
2005,2.810027967599506,2.611003366070212,2.688005492996037,2.4901676838473517,2.4645042894768006,2.517587620822257,2.6082031884284027,2.691776111812417,2.706209345433201,2.8335999736250628,2.8526508516970805,2.178293627968489,2.2406024790900854,2.495167770171888,2.4497561100528777,2.2981542557927175,2.9637845392976527,2.946980520655803,2.7860690735654607,2.4302106818703453,2.429599742141979,3.222504387042728,2.853629724156274,2.9387867498372917,2.843836134646055,3.0100475922208747,2.586844404141367,2.5014167137378873,2.62399493450992,2.713299018812784,2.7183216782350494,2.3621115811155553,2.3327837649530005,2.5960470724569555,2.6821000357861653,2.689273309870316,2.9114226248605313,2.8714620641550668,2.712432487784312,2.8395070192151453,2.7988351999936505,2.984751055644166,2.757780504927489,2.9793608468776833,2.70315705668788,2.6164178555627164,2.823167635296884,2.909992074104376,2.732117150645121,2.677123050505937,2.455444964700503,2.4788923237920293,2.6936115378902445,2.538207925231478,2.498858497117006,2.4025087890263803,2.702712593560275,3.0953030713668173,2.743908893282406,3.124351154118137,2.890115799837211,2.8443021782103157,2.9867576757428433,3.188420582914063,2.357204579871598,2.4925461327837146,2.8086841050598723,2.686159894741778,2.6417874432757054,2.7008204880561486,3.1065834039442057,2.8991940450396005,2.7130134516259683,2.7113234728071482,2.0846817494443046,2.806227688941995,2.850119434901141,2.774867473746647,2.5329265148680733,2.5955019119551648,2.4837847776923647,2.5493372866377157,2.6976944692294382,2.709319091181036,2.722670135704292,2.7064977354459154,2.9647356000988876,2.56035314391077,2.92786594564898,2.3979793491154293,2.6559607309078856,2.607790274326494,2.8497083707366255,2.7843602043056586,2.7777756590107163,2.850262833958248,2.8395163805518124,2.8977652357647474,2.7430248976194647,2.6505237943279027,2.4960369610225306,2.6487824848387245,2.544122659747508,2.6048547528511543,2.537107826109226,2.810112031632553,2.7200589554774597,2.7711328026586743,2.533824559510463,2.642750298417228,2.800850025044301,2.7775589429266714,2.4438189704706947,2.9203184273636436,2.657854392179351,2.829378924477726,2.801839836571849,2.8426500978196616,3.1668419713606464,2.8377469828746906,2.9047063812137925,2.99395706204169,2.6519895534447797,2.5110120701264327,2.7849265918897212,2.978895703035504,2.818358473599852,2.770223423064256,2.8628156373982097,3.028297918516332,2.316008492260642,2.9421116501713693,3.027437288081421,2.573712101955212,2.734255084658568,2.5398293330695667,2.8652312150566024,2.3073297443668555,2.29599381039172,2.6349456825545636,2.476345772837507,2.56244908149586,2.770450340812701,2.5709126787518826,2.9260411988065638
