Date,East of England,West Midlands (England),South West (England),North West (England),Yorkshire and The Humber,South East (England),London,North East (England),Wales,East Midlands (England)
1996,1.0223693536279783,1.012582164276279,1.0276602403871111,0.9984350784045738,0.9970589045695616,1.0391574746133694,1.055463496265795,1.001613536227099,1.0119884893395106,1.0122455038169391
1997,1.1191076828060285,1.0769312342494473,1.1172824762566815,1.0349643983951609,1.0247580511252141,1.1620181972060513,1.1983320671518196,1.0331851689808635,1.0601584332537175,1.073460670613977
1998,1.2299027150695554,1.1486829036479436,1.2215702613185295,1.0856285584473215,1.0691589433616573,1.2942900609899717,1.3468946706709801,1.0769606006006862,1.1182813713485331,1.1427835985856862
1999,1.3499861079198947,1.2345105669088234,1.346925915847698,1.1493248566958933,1.1189139521889497,1.4330864370849945,1.517743431933383,1.1219372753973478,1.1815732572108322,1.2243925116419863
2000,1.570110723596462,1.3687641310249477,1.5614850266269062,1.2462660043410845,1.2050594729359996,1.6838250255680787,1.7947992158178008,1.1861823464514993,1.2807945916648658,1.3556895862774199
2001,1.757856366565546,1.5124061309746195,1.7479928340479378,1.3530499012134891,1.308425527553149,1.8706370161227155,1.996405761432056,1.2707593771605594,1.386380575892799,1.5071697604419017
2002,2.0786265477310857,1.760496932866573,2.0791186544704394,1.5513562743098976,1.5344945150386053,2.160791207417039,2.2905356077599452,1.475574324218288,1.5985815212971126,1.8001763646383349
2003,2.4171073863213413,2.114155107819022,2.4347895263726804,1.8625212190750597,1.8869980362193355,2.458075565029902,2.5445657256636656,1.8518794863252825,1.9517964311342595,2.1986609796357808
2004,2.659859251629168,2.421304705336828,2.715156288502601,2.2511801783186267,2.2627852697379534,2.6744479435168187,2.7427050434749445,2.280146066681148,2.3742179481523498,2.50865018805746
2005,2.8045887386635746,2.604838384957422,2.8730867383212755,2.48233455286504,2.4891565036499643,2.794475397254066,2.859197189902395,2.4997275154314824,2.6062646582765243,2.671588186250961
2006,2.9665457315262485,2.743712208103296,3.053809871850305,2.6368646942302765,2.6528776677414534,2.9504603152667657,3.053225503510617,2.6306234623649964,2.7637593659111515,2.8143600815770453
2007,3.2108999329144665,2.9033106843082646,3.298877779798934,2.8121167304091874,2.840255758889189,3.214788577137256,3.448272065170982,2.7908827137762526,2.944387471797702,2.976074541780843
2008,3.1562245056822884,2.840444311083504,3.2117267170761474,2.781210714435896,2.8191741660677483,3.174026160161512,3.5035341381544582,2.753695333759034,2.890152106028409,2.8887466638254806
2009,2.8864514945483517,2.6061361439435147,2.9677207577075113,2.561548077838164,2.5782748935610864,2.9144707568327126,3.243376703725485,2.5319825126802042,2.6982758054332376,2.6534245070631735
2010,3.0610222242339726,2.6978459455563,3.129817138000102,2.615775928203977,2.6384746966372923,3.106483081893614,3.5060760926825147,2.5600474345183915,2.766920155118271,2.7499944696061633
2011,3.0465207304388646,2.653039783898612,3.086797914740841,2.5590862422605194,2.5798390071738733,3.0908138668222276,3.586340226411215,2.4866310927749806,2.7167293955308756,2.7106350886333606
2012,3.0884456507316513,2.658527426194846,3.110227796979764,2.532724533268158,2.555281673037008,3.1449969107155487,3.7563825976284537,2.4500546612894736,2.6996812654391866,2.7190422239721608
2013,3.19065149680968,2.7130156213092107,3.1815878076587096,2.5515084659606595,2.5761431355927082,3.2603207558142184,4.043037683685631,2.461377678229906,2.7282551192872493,2.777833085355991
2014,3.468593958024815,2.845292162976866,3.3665531455844113,2.6536463821236067,2.6838746690359,3.5571666900800536,4.64287585871254,2.5287621979186987,2.8356775549472837,2.9472763617243527
2015,3.76872996642113,2.973465189805672,3.550630001521583,2.743774300332867,2.777064131612062,3.8567373523375434,5.0828182996028115,2.5751850085857044,2.9142511498824084,3.091690965579166
2016,4.1428484559042165,3.1280698806780443,3.772107035572314,2.8562204853614146,2.878254096946014,4.20611218378359,5.586142951577051,2.6160561880731312,3.023455666359426,3.2698781467979168
2017,4.410056361384061,3.2945013502630838,3.955783720010206,2.973915963241498,2.981471686965054,4.4052417793062535,5.76184118662177,2.6539620520731564,3.1307766274486726,3.4541071257370133
2018,4.537600959963558,3.445417049284816,4.1016571857941315,3.088476262403062,3.085783979134577,4.490007120443791,5.740813412857432,2.6933602491252753,3.281945323218095,3.615934722921598
2019,4.563338426782716,3.544276276995391,4.166298030262703,3.193834330326191,3.179859780861123,4.484571380056348,5.694279373404211,2.725445107503596,3.4150960457925326,3.723390202575332
2020,4.681155217465948,3.6818079829256813,4.319561203910837,3.341622530218754,3.3201968513807234,4.603004225095272,5.888521279431429,2.8172627531838796,3.5864618982251613,3.882169074104208
2021,4.9636774378872275,3.9283095638854633,4.618845533995964,3.6073338730652584,3.566027045436967,4.867576432108477,6.055514248880037,2.996235245333867,3.9193107456772154,4.162609828334223
2022,5.411888142222403,4.305014611882866,5.126990997045667,3.9577543891799474,3.9118363165833676,5.287284063461881,6.314773649222907,3.2460482396088617,4.37145442245056,4.619129823817275
2023,5.434976100191107,4.396194624532995,5.1931558133930595,4.053655535387294,3.9827839956972704,5.329880917021758,6.286448634986421,3.317263045140294,4.447685312418618,4.706056709206324
