Date,urban,urban2,rural
Jan 2014,3.191133458706896,3.061162814026576,3.1177383860937407
Feb 2014,3.2025487433331037,3.0816331443261102,3.130267878031553
Mar 2014,3.2214054529762155,3.1047434750230622,3.1438790114616815
Apr 2014,3.2708018645394126,3.1329537225157997,3.1804001867424563
May 2014,3.295464082957609,3.16771095367611,3.197201518185308
Jun 2014,3.3295879051189603,3.1843152257226692,3.2269209754001826
Jul 2014,3.3686034354617047,3.218459673521375,3.2420128828888184
Aug 2014,3.4002995480203384,3.2423579104616582,3.2788232211154207
Sep 2014,3.406559523862764,3.2509223142933013,3.2930723759513123
Oct 2014,3.4024447414174013,3.2569772335440317,3.2887983616067102
Nov 2014,3.4032020299636985,3.2767204153722025,3.2943349707178617
Dec 2014,3.4255428309644174,3.28191684758166,3.296420971265102
Jan 2015,3.4339373220551335,3.281214303171791,3.300097422238641
Feb 2015,3.434583795377837,3.2791211770830797,3.3077403435188413
Mar 2015,3.4367996631130775,3.2918015838654338,3.3095266482942884
Apr 2015,3.472598905758886,3.3276623302643924,3.337852476423964
May 2015,3.4766557131282445,3.3391038128348827,3.3603902821517275
Jun 2015,3.5181076495393473,3.364876150186287,3.3790145836570393
Jul 2015,3.552094005215253,3.3947756072584134,3.41465967905278
Aug 2015,3.5867542198743463,3.419581136477264,3.433425414939686
Sep 2015,3.60761285919766,3.4394470508068937,3.448533331581373
Oct 2015,3.615532849929885,3.452701972563883,3.456959619646681
Nov 2015,3.628139961780896,3.4660425280478284,3.4513105235086425
Dec 2015,3.6485660813374694,3.481597905288421,3.47621573320003
Jan 2016,3.6836150925317326,3.487806903829188,3.48879862255027
Feb 2016,3.6920571644453464,3.5160133847359387,3.4955651119365094
Mar 2016,3.7170349816157984,3.530906219177607,3.515299959818491
Apr 2016,3.70355762242466,3.578332393623355,3.531595781945266
May 2016,3.7518011707582364,3.6014975132568194,3.566423055844218
Jun 2016,3.7750077392882146,3.6257154413604793,3.596366512037354
Jul 2016,3.804953361347923,3.664005847197864,3.6275533596548386
Aug 2016,3.8184337740624903,3.6663020910663024,3.6419201416736224
Sep 2016,3.8189146698846685,3.674837278886736,3.6474644105713434
Oct 2016,3.813186782177605,3.662353057620506,3.6435351593284713
Nov 2016,3.8026967219340686,3.673067794885694,3.6574524820077103
Dec 2016,3.8235344610690443,3.702510500850127,3.643961482791465
Jan 2017,3.8535542366365685,3.709303212672845,3.6699951038354475
Feb 2017,3.851552229019462,3.7090396322646693,3.658624638336567
Mar 2017,3.8445329047119317,3.7197794319097173,3.666338067897796
Apr 2017,3.879954551639107,3.7607417506245957,3.706216547896819
May 2017,3.902216100414676,3.7766712282349943,3.737255566822004
Jun 2017,3.9177696280613037,3.7963474029191735,3.74393663740813
Jul 2017,3.950061786623191,3.838103312869623,3.7793753687878975
Aug 2017,3.9939979354519783,3.8569281158638717,3.802144987463059
Sep 2017,3.967549713095432,3.852792585648293,3.810890421419515
Oct 2017,3.967577784912114,3.863008179555868,3.817404284377275
Nov 2017,3.963492122771164,3.876867630443322,3.812746648042409
Dec 2017,3.9808147929339945,3.863220958196981,3.8197564763716745
Jan 2018,3.986947681019269,3.8673920446994035,3.8348978085659176
Feb 2018,3.9798831417461717,3.870680195348968,3.8323181669870023
Mar 2018,3.9689084759615896,3.890488019399186,3.8305133778887526
Apr 2018,3.9905351262459186,3.907744542412427,3.8379751565660714
May 2018,4.016419745574528,3.923794451833549,3.8626246708992285
Jun 2018,4.032092112448988,3.94692726018625,3.8675526772659024
Jul 2018,4.072365020221496,3.968396903446833,3.903615316805875
Aug 2018,4.079764263815192,3.993032066405907,3.924263653226691
Sep 2018,4.084540995487146,3.9897108604511837,3.918672647937199
Oct 2018,4.058981228243621,3.9774897982140605,3.912471657745421
Nov 2018,4.068798453467446,3.9964179944488647,3.903840853183766
Dec 2018,4.05336172110072,3.980040740143622,3.9096134170602395
Jan 2019,4.045076582334194,3.978706825833137,3.9010933217135353
Feb 2019,4.0362359211860666,3.9525950921125372,3.894067408036916
Mar 2019,4.020359977560144,3.975383385510177,3.8725007934931153
Apr 2019,4.046925164270641,3.9706597866598017,3.907491540040969
May 2019,4.0597807649654705,3.999470395244915,3.9069832694610045
Jun 2019,4.070123352563638,4.020512678962236,3.9225720817576937
Jul 2019,4.123860058304727,4.020922935284938,3.9533058142479303
Aug 2019,4.142435216317795,4.0425047451771166,3.964382363940958
Sep 2019,4.149417468038536,4.039742432212092,3.9645314042704576
Oct 2019,4.137039369785878,4.042759616013655,3.9754536493339954
Nov 2019,4.129231068380895,4.061492059521354,3.9503082612866787
Dec 2019,4.13592371316983,4.038501070151109,3.9490310300728444
Jan 2020,4.13052560496956,4.052341065800355,3.9481175078493136
Feb 2020,4.146770438075084,4.050406800543529,3.9533383030206144
Mar 2020,4.163051007883938,4.068388970887296,3.9780491290851754
Apr 2020,4.146607818680718,4.059260118212739,3.9527076437482096
May 2020,4.163723911834867,4.079322197210264,3.985995044441346
Jun 2020,4.184467963534446,4.1051864736883745,4.005054203249503
Jul 2020,4.227594425593337,4.131254959361612,4.015260813039131
Aug 2020,4.250139996212918,4.160361569689609,4.05030747463498
Sep 2020,4.28440082995259,4.171839176818752,4.09417698020699
Oct 2020,4.325697207282661,4.214629579549035,4.119101833198792
Nov 2020,4.381287624152351,4.264957385327521,4.174598372584067
Dec 2020,4.473476746479719,NA,NA
