Date,Urban with City and Town,Urban with Major Conurbation,Urban with Significant Rural (rural including hub towns 26-49%),Largely Rural (rural including hub towns 50-79%),Mainly Rural (rural including hub towns >=80%),Urban with Minor Conurbation
Feb 1995,1.0081409194273419,1.0151077568954752,1.0112790363392143,1.006427153569027,1.0200844370630435,0.989758012119495
Mar 1995,1.0101503388146866,1.0238570088449932,1.0095982584545489,1.0097020545044981,1.005830160628241,0.9996628259663197
Apr 1995,1.0050795085388997,1.01552486521463,1.0095514509653083,1.0074307558188211,1.0114015707526474,0.9908530398014989
May 1995,1.0028930055968488,1.0213107214365469,1.0125967533936198,1.0140506725135627,1.0165791145330068,1.00178268275897
Jun 1995,1.0155477234500128,1.0294331948870632,1.0182284473791792,1.0150689732473337,1.021999565434516,0.9984568207308402
Jul 1995,0.9972124296309955,1.0158591382239412,1.0078473205449707,1.00430118585097,1.0168845166360985,0.9859297579338454
Aug 1995,1.0010598279164642,1.0145506530556083,1.0075918300377515,1.0034324097865084,1.0100979551346567,0.9856657014624651
Sep 1995,1.0065887764911736,1.0276596292326232,1.0115818720893084,1.006508413137737,1.0116511612317847,1.0022266328015694
Oct 1995,1.005521619927646,1.029594776597865,1.0085164232079122,1.005201118045508,1.0209292487529926,0.9892397704714887
Nov 1995,1.0102009665806995,1.0337069015388491,1.0107378026803184,1.0106390497480933,1.013997535093983,0.9990274424593968
Dec 1995,1.0219604785598664,1.045594086794895,1.0196548611348129,1.014093769454397,1.002756243721635,1.002482327910109
Jan 1996,1.0076093511067004,1.024535973887779,1.0054703149440174,1.0020616385780203,1.0022204117685396,0.9879221320607213
Feb 1996,1.011159381510658,1.0426520987335026,1.0138835721265786,1.0066204360140962,1.0078008895674722,0.9864325362202552
Mar 1996,1.0107873867989041,1.0434805926419628,1.0207657843685436,1.0144357129713104,1.0198458870155993,0.9974922770208785
Apr 1996,1.0109082839287589,1.0412455271386427,1.0141606360175848,1.0155841444200966,0.9965477738537261,0.9896866412402087
May 1996,1.0196551470723576,1.04582368106526,1.0216462509508877,1.0241916417383718,1.0215852984694198,0.9880146452302748
Jun 1996,1.0314854223964074,1.0561055518189135,1.030919091268397,1.029415168194438,1.0309758421393191,0.9929509333327388
Jul 1996,1.0223420518665063,1.044810597425637,1.026130427051909,1.0221821573468874,1.034207670442957,0.9884097076805376
Aug 1996,1.028321872915179,1.0559504025947577,1.033801947614806,1.0253344163348819,1.022277947421121,0.9842153975188067
Sep 1996,1.0357130164609574,1.0659633407617144,1.0421222406836466,1.0357286185150238,1.0314021090394587,1.0131064643478274
Oct 1996,1.0373465071709151,1.0708192122786038,1.0465986291301155,1.0410865538930807,1.0378820492906429,1.005893147248697
Nov 1996,1.048618947766271,1.0804442338911961,1.0542381124307159,1.0487921503867546,1.047099864049143,1.0064926066484092
Dec 1996,1.0562941431802,1.0888051904173177,1.0591993127076094,1.053643985765266,1.0532261477138032,1.0178538203869403
Jan 1997,1.0618954783796104,1.0803356460416396,1.0605461323201506,1.0523955649487247,1.0611794210518557,1.00370299644914
Feb 1997,1.0664997107898877,1.0915664059552175,1.0709052184830752,1.059759657434448,1.0578532922759272,1.0187783183241248
Mar 1997,1.0809412898051625,1.1090007279740135,1.0824164054144711,1.0721256435651074,1.0705997854471352,1.022991523020929
Apr 1997,1.0810549751522927,1.109639226767033,1.0878476432510165,1.077788183335062,1.0743698881419528,1.0184714421981633
May 1997,1.0942655803449997,1.1238343620151825,1.0977178761126443,1.0886514506748466,1.087265769814853,1.0292810091892093
Jun 1997,1.1057832229314783,1.1343887094992624,1.1113909540197593,1.0991971323536278,1.0935111245827018,1.0376693203719227
Jul 1997,1.1086344584521521,1.1363237226415333,1.1105273604651904,1.1038048555053432,1.105634338381839,1.0308941156392777
Aug 1997,1.1226837244347723,1.1461816552092603,1.1261267914803916,1.1160621061144171,1.1083681260390146,1.045911582794879
Sep 1997,1.1308725887197595,1.1585195802596304,1.136666898043754,1.1234478714764151,1.118295511212644,1.0473664988616365
Oct 1997,1.1438683332326922,1.1701117820190685,1.1435662783342564,1.1304323726469425,1.1134630082639014,1.0479999607165567
Nov 1997,1.1507730492154291,1.1756929261875486,1.152923901631033,1.1413864778874518,1.1346041968440805,1.0595857153097445
Dec 1997,1.1605444525127577,1.1907216633188236,1.1617490415912277,1.1499710184362857,1.1381161909577457,1.0596378651533387
Jan 1998,1.1605861832999405,1.186086699031317,1.162564951453385,1.1543733460691912,1.1429904888649352,1.0534985474551388
Feb 1998,1.167046618015668,1.1998010555924912,1.1729667382389473,1.1656890454017643,1.1437588926178022,1.0746919892244544
Mar 1998,1.1768347361189353,1.2106262207900576,1.1800290262929003,1.1682104598371448,1.161287880835683,1.0659911788564749
Apr 1998,1.18763904241648,1.2158287788249367,1.1908749049510867,1.1763100211894353,1.1703785141299967,1.072355230711366
