"","Date","East of England","West Midlands (England)","South West (England)","North West (England)","Yorkshire and The Humber","South East (England)","London","North East (England)","Wales","East Midlands (England)"
"1",1995-02-01,1.01658471505158,1.00897411358968,1.01199567345515,1.01393550027304,1.00829463147494,1.00239959961443,1.00526552325508,0.989544422455498,0.989504173262872,0.994265339832727
"2",1995-03-01,1.01834282497673,1.00518963702202,1.00869817875637,1.01555100562827,1.00901475996264,1.00365898362207,1.01895000056292,1.00207931159216,0.995814195505601,0.99840899696261
"3",1995-04-01,1.01377899128401,0.994191645999406,1.00851866972494,1.01165690819609,1.01121507487987,1.0046202527568,1.0166727136695,1.00419219552564,0.989294319419308,0.999399319458725
"4",1995-05-01,1.01856464627573,1.00351059666415,1.00914788597892,1.01582590840732,1.00197512465494,1.00507174587653,1.02289684546193,1.00481314403225,0.999080501894391,0.998174226127347
"5",1995-06-01,1.01734878830757,1.01285139508392,1.01905515258838,1.01296859914065,1.00729492297468,1.01415599356459,1.03162213952607,0.999914934548793,0.997706452431474,1.00832974879619
"6",1995-07-01,1.01553370078778,1.00110888780114,1.00341144483866,0.999414721408791,1.0031782455606,1.00469688343466,1.02637885282619,0.992662129200398,0.987215808550276,0.99745905068985
"7",1995-08-01,1.01360855237507,0.995061786813936,1.00742920994545,1.00192294148043,0.996235998851114,1.00863573540342,1.02788919623947,0.988632608724967,0.990572130114868,0.990118836861649
"8",1995-09-01,1.01456674304228,0.995644910935855,1.00967969704767,1.00503753020934,1.00214629816277,1.00839807658033,1.02799808978148,0.992543800511425,0.99777592731233,1.00368456051129
"9",1995-10-01,1.01055941092396,1.00702907873968,1.00298746399231,0.994748107016506,1.00228591608494,1.00918053477851,1.03782197276644,0.994401807693122,0.979286288000599,0.990694241194425
"10",1995-11-01,1.02235051534068,1.0057968193373,1.00578399225956,1.00289502705849,1.00323221563155,1.01306113634157,1.03356057857001,0.994495023008338,1.00014564861115,0.997731521088412
"11",1995-12-01,1.02395892125068,1.01226194967535,1.01539609088426,1.00836691286228,1.00558791016064,1.01886985550722,1.04598315976528,1.00561300860952,0.991433160539024,0.998893472742059
"12",1996-01-01,1.00998466119656,0.995640803321001,1.01002266909016,0.992553231761512,0.989342824152072,1.01354874064257,1.04616306726221,0.991215869622679,0.989414890235945,0.9952759378549
"13",1996-02-01,1.01119330255146,1.00532939213572,1.01562184540815,1.0113948058205,0.99502680247695,1.02016049239582,1.0528832412093,0.983357018867761,0.990495597100082,0.990616463130024
"14",1996-03-01,1.01807938741564,0.999366728879349,1.01428280273199,1.00462687733074,0.997529732224597,1.02733259687503,1.05174677411827,0.990960309088146,0.990180293807863,1.00350233247242
"15",1996-04-01,1.01780048570581,1.00612838524614,1.01981715531305,0.993495919804233,0.999897604394874,1.02536372227273,1.06553478267759,0.996068613043089,0.998668374422101,0.996477059504019
"16",1996-05-01,1.02404795248561,1.00746791479735,1.02661377197225,0.999725204503893,0.995263563452312,1.02998870065217,1.06339125038007,1.00110784479732,0.996946449683485,1.00216696073369
"17",1996-06-01,1.03603610494167,1.0139198286349,1.03445333915844,1.01355188940178,1.00377047632044,1.03958932942485,1.07938349164706,1.01684041317901,1.00472318479126,1.01025449254765
"18",1996-07-01,1.03242185126615,1.00803473221578,1.03212660485778,0.995692598266431,0.994287253265439,1.04315562459234,1.07647094502272,0.993440179993197,1.00866947244003,1.00200049951882
"19",1996-08-01,1.04148658913765,1.01176529865693,1.03784614811381,0.999677777940973,0.991618328537955,1.04763357919641,1.08779576571121,0.996613345041435,1.00756564233381,1.01504921035317
"20",1996-09-01,1.04519559810649,1.02504779826663,1.04568639963795,1.00859489074516,1.00240318605109,1.05896162493251,1.09948194630769,1.00182662638264,1.01385395259491,1.01927086089641
"21",1996-10-01,1.0476052573189,1.02656575326477,1.04957760729985,1.01083156100984,1.0079830700598,1.06621127097979,1.10093381882375,1.00825663218632,1.01654120632517,1.02004188754862
"22",1996-11-01,1.0660154146502,1.03385159565198,1.056815818032,1.01148346493438,1.00539869572294,1.07301896504616,1.11706550215501,1.00753726986725,1.01788967073093,1.02313710230925
"23",1996-12-01,1.07227875222855,1.03696415677575,1.06600542771709,1.02113366207511,1.01854161531567,1.08553920460004,1.12712017754613,1.0109081767982,1.01884215575911,1.0322500950318
"24",1997-01-01,1.07439452940485,1.0391177160033,1.06763574821761,1.009996851397,1.00123586320996,1.09362351629749,1.1353353173644,1.00000471744251,1.02127243405021,1.02999347100316
"25",1997-02-01,1.07655006407801,1.03929881190776,1.079487004595,1.02143115281501,1.00993217717536,1.10173456999384,1.14856756041968,1.00626890665164,1.02569771828718,1.03599707748756
"26",1997-03-01,1.0918934906596,1.05579070533973,1.08610503946148,1.02962889132465,1.02158213047575,1.11564632016594,1.16693832910742,1.02046553015271,1.03250177062781,1.04993741550264
"27",1997-04-01,1.09993826975144,1.05518924587144,1.09362115569943,1.03115417167202,1.01820143003354,1.12493039769303,1.1780247372265,1.01824785512251,1.03713359450297,1.05146491978269
"28",1997-05-01,1.11123724170979,1.06689453478076,1.10647085716981,1.03511923669469,1.02083291495816,1.14094201551665,1.20101157038175,1.02530553159053,1.04213034923748,1.06076353604286
"29",1997-06-01,1.12736474952355,1.07756317058059,1.11853377472316,1.0423974624777,1.02390147692389,1.15618506129623,1.21941872034052,1.02740898576322,1.05815501357328,1.07291085278634
"30",1997-07-01,1.13441835435733,1.07606763825781,1.12461555595288,1.03651811134836,1.02272562127101,1.16921867793245,1.23614767415413,1.02618155794214,1.04977030710968,1.06680209882697
"31",1997-08-01,1.14714796503827,1.08920483894226,1.13875219546397,1.04248394186265,1.02696743179783,1.18875176678469,1.2455374179036,1.03641638401623,1.05566950764708,1.07821460441329
"32",1997-09-01,1.15731662407519,1.09695106405038,1.14488033288618,1.05225649012242,1.03720784340421,1.19923479946792,1.26590313879911,1.04114111882461,1.07004641225436,1.08608187244534
"33",1997-10-01,1.16834102098318,1.10023771820396,1.1538706779408,1.05126103941426,1.04549218820099,1.21481992920307,1.27518455362016,1.04537304820839,1.07246037132853,1.08657410455442
"34",1997-11-01,1.17621799647471,1.10860128670552,1.16550480559716,1.05750594970032,1.05157615544876,1.2226874686127,1.28597512208063,1.048056964608,1.06811658460544,1.09948664177659
"35",1997-12-01,1.19101997630779,1.11438831935233,1.1725964454503,1.06405085395403,1.05506582256537,1.23642211905387,1.30896966223607,1.0556586417088,1.08354085590855,1.10126143156379
"36",1998-01-01,1.19313216785692,1.11165108327046,1.17652459842305,1.06825280602494,1.04408664620004,1.24150707114798,1.30566807270147,1.05162448867839,1.07968725381396,1.10010137106945
"37",1998-02-01,1.20320762514914,1.12490868400669,1.18553101268621,1.07559648507758,1.05535866418471,1.25148638314782,1.31469688142163,1.06420593974864,1.0797625191589,1.10803613051366
"38",1998-03-01,1.20526099120653,1.1249857653661,1.19542860164996,1.07748254557106,1.06243686527084,1.26133275518204,1.33741449520388,1.06032515144048,1.09185609256127,1.11290228748995
"39",1998-04-01,1.21955951868896,1.13037679396695,1.20605569790223,1.08151361287042,1.06080665792543,1.27576802147723,1.3470387147913,1.06144637582008,1.09376823282098,1.1227338558874
"40",1998-05-01,1.23051908533429,1.13941290812651,1.21347645154689,1.08121924975148,1.06837536685339,1.29002715921552,1.36869012028036,1.06726980679796,1.10322186696533,1.13026440360535
"41",1998-06-01,1.24564155746743,1.14912785686768,1.22674395780858,1.09598748990571,1.07247643470438,1.30131629411842,1.38159446607659,1.07336391766144,1.10775741694355,1.13184108222972
"42",1998-07-01,1.25174919423296,1.15383125753549,1.23322535939869,1.09026043601482,1.07563476613197,1.30861628639428,1.39061945373251,1.06934315207536,1.11121081263884,1.141059792782
"43",1998-08-01,1.26153712507531,1.16173700817464,1.24662403018558,1.09227104439231,1.07582337799414,1.32017932054944,1.40722345738803,1.07037264618182,1.109897279442,1.14444153170959
"44",1998-09-01,1.27083046250691,1.1634726643861,1.25086223843059,1.09856632615443,1.08860170763361,1.32690141793843,1.41038233868205,1.07979651241105,1.11625733575948,1.15434673797337
"45",1998-10-01,1.27354020771847,1.17342474300331,1.2581534631919,1.10678068529737,1.08373303182412,1.33061255621813,1.41827898887072,1.09277920890395,1.1261343503761,1.15837474843833
"46",1998-11-01,1.27929889809249,1.17359896500984,1.26135346791003,1.11075287677393,1.08898113344543,1.34297844438358,1.41761968854052,1.09268902218823,1.13213221924461,1.16488928575348
"47",1998-12-01,1.29573632438162,1.18361335545473,1.2731643583881,1.11447977589344,1.09332909837886,1.35182088542443,1.43288951883386,1.10000168587824,1.13683929318288,1.17191569500782
