Date,England and Wales,England,Wales,London Effect
Nov-97,1.150875677,1.153915085,1.06725312,1.12987709
Dec-97,1.161644775,1.164469582,1.082138113,1.139004121
Jan-98,1.161045351,1.164237362,1.078407422,1.139379213
Feb-98,1.171325068,1.174824118,1.079695468,1.14872991
Mar-98,1.179286392,1.182442245,1.091222347,1.155475016
Apr-98,1.187303672,1.191065541,1.092457307,1.162604562
May-98,1.197514575,1.201063517,1.102457032,1.171761372
Jun-98,1.207139819,1.211041741,1.107198008,1.18131832
Jul-98,1.212288256,1.216089977,1.111132281,1.185695989
Aug-98,1.220092631,1.224504532,1.108330403,1.192636503
Sep-98,1.226755256,1.231017146,1.116008985,1.199844608
Oct-98,1.233274237,1.237344957,1.124820435,1.206037383
Nov-98,1.239862211,1.243916729,1.131486314,1.212869414
Dec-98,1.24949038,1.253697313,1.134654466,1.221529636
Jan-99,1.245209094,1.249457204,1.134174702,1.217222989
Feb-99,1.253046474,1.257445629,1.13320693,1.224136914
Mar-99,1.261845121,1.266521856,1.136751943,1.232756067
Apr-99,1.273629011,1.278299558,1.152924836,1.243872916
May-99,1.284935626,1.289801687,1.155791713,1.253838982
Jun-99,1.299320146,1.30487171,1.157355692,1.266082625
Jul-99,1.309194057,1.314751269,1.165331196,1.275498513
Aug-99,1.327676562,1.333156313,1.184041389,1.292488906
Sep-99,1.340822382,1.347174445,1.183675105,1.304277607
Oct-99,1.356982085,1.363456195,1.199071284,1.319109588
Nov-99,1.373276962,1.380157315,1.205660117,1.333351353
Dec-99,1.393461266,1.400902367,1.216718622,1.352958812
Jan-00,1.399873676,1.407038626,1.224133216,1.3570467
Feb-00,1.413296658,1.421601829,1.220523195,1.369143795
Mar-00,1.432373281,1.440869209,1.235682076,1.387191034
Apr-00,1.452163434,1.461050534,1.251051718,1.405577914
May-00,1.467452618,1.476560548,1.256237332,1.419975986
Jun-00,1.488039166,1.497538194,1.273005478,1.439632806
Jul-00,1.497105818,1.507311891,1.273481635,1.448532587
Aug-00,1.512014502,1.522638397,1.280171311,1.463882762
Sep-00,1.514823105,1.524836938,1.294539388,1.466733349
Oct-00,1.523189931,1.53326438,1.297138052,1.47499284
Nov-00,1.52966308,1.539564168,1.304015285,1.481527768
Dec-00,1.548449558,1.559079856,1.309631313,1.499429259
Jan-01,1.549309389,1.559355587,1.306609972,1.496473504
Feb-01,1.561199474,1.572057993,1.314998387,1.510850173
Mar-01,1.57341248,1.584788439,1.316876426,1.521728355
Apr-01,1.596037031,1.607091154,1.332688383,1.544507161
May-01,1.616342347,1.627620423,1.346043766,1.562655757
Jun-01,1.637447725,1.649042346,1.3746131,1.583619787
Jul-01,1.653176934,1.664879848,1.387001765,1.597468404
Aug-01,1.673440637,1.685900606,1.390470462,1.617982718
Sep-01,1.691226772,1.703354055,1.412027207,1.633424637
Oct-01,1.70235196,1.715393665,1.409852973,1.645671043
Nov-01,1.713945903,1.72708122,1.424623059,1.656857455
Dec-01,1.741041935,1.754456879,1.441479035,1.683548977
Jan-02,1.740676396,1.754209403,1.436517898,1.682362558
Feb-02,1.75581243,1.769518432,1.456225619,1.697341171
Mar-02,1.781216424,1.795091751,1.478323861,1.72352517
Apr-02,1.815058573,1.828938558,1.49447229,1.755658164
May-02,1.851052249,1.865253945,1.528057649,1.792565338
Jun-02,1.901673207,1.916164204,1.58206698,1.842632281
Jul-02,1.929409174,1.943834619,1.596163441,1.870552688
Aug-02,1.971564031,1.985637742,1.651030792,1.911928104
Sep-02,2.000435593,2.015697778,1.655689723,1.941605356
Oct-02,2.028319358,2.043853014,1.67575424,1.970237699
Nov-02,2.058451694,2.074059878,1.718632753,2.00077899
Dec-02,2.098704924,2.114463636,1.74924558,2.042154218
Jan-03,2.105738852,2.121349177,1.751659086,2.047567673
Feb-03,2.1306645,2.146062427,1.789871932,2.073993909
Mar-03,2.14625578,2.162022845,1.805741962,2.091044605
Apr-03,2.173460469,2.188634934,1.845214677,2.119997088
May-03,2.197798943,2.212596765,1.875359885,2.144998592
Jun-03,2.228913691,2.243561315,1.923923182,2.181427271
Jul-03,2.238612092,2.251901525,1.94196384,2.192143219
Aug-03,2.261615239,2.274298471,1.981891859,2.217359752
Sep-03,2.278212533,2.290605042,2.001237497,2.235474381
Oct-03,2.297585717,2.310112001,2.019412874,2.254883026
Nov-03,2.327469459,2.338994556,2.080006284,2.286450412
Dec-03,2.362278197,2.373145804,2.12723317,2.322712791
Jan-04,2.361398755,2.371248188,2.153489108,2.325062059
Feb-04,2.385008798,2.395319865,2.164109739,2.348243589
Mar-04,2.409161511,2.419519198,2.189894167,2.372828949
Apr-04,2.454458968,2.463793447,2.264894009,2.420040725
May-04,2.494985584,2.504373935,2.309684568,2.461433121
Jun-04,2.536193731,2.544107007,2.390710089,2.506130984
Jul-04,2.558400854,2.565921814,2.424362914,2.530135507
Aug-04,2.588394609,2.595734917,2.470627864,2.56000471
Sep-04,2.603174009,2.611105775,2.468787924,2.577923486
Oct-04,2.618374755,2.626143665,2.489551225,2.591565014
Nov-04,2.632837327,2.640213828,2.512509685,2.605747051
Dec-04,2.643246697,2.650013218,2.53659901,2.616794216
Jan-05,2.613053076,2.619244655,2.517466841,2.590289368
Feb-05,2.627122609,2.634427962,2.514460463,2.601340285
Mar-05,2.641302253,2.647747304,2.531193879,2.614863025
Apr-05,2.658483711,2.665466638,2.545765784,2.632495758
May-05,2.674739432,2.681573496,2.560603191,2.650870652
Jun-05,2.690986421,2.697997433,2.581583612,2.666424138
Jul-05,2.69021624,2.696417207,2.610368945,2.665884251
Aug-05,2.696354294,2.702551808,2.606408758,2.674540183
Sep-05,2.702746232,2.708942945,2.60976121,2.678621084
Oct-05,2.714637343,2.720866155,2.607834127,2.687125878
Nov-05,2.725646479,2.731793579,2.627032371,2.69901986
Dec-05,2.746833969,2.753861613,2.627886034,2.71899171
Jan-06,2.729067248,2.735018387,2.647137429,2.705641789
Feb-06,2.751581341,2.758517952,2.629712583,2.726742962
Mar-06,2.776110954,2.782647403,2.663042984,2.748481634
Apr-06,2.796958865,2.803604572,2.683252801,2.767935076
May-06,2.820249062,2.827233545,2.69996857,2.789035399
Jun-06,2.850834291,2.857224552,2.733103309,2.82034812
Jul-06,2.850576005,2.857165688,2.738487064,2.821723924
Aug-06,2.868835051,2.875063583,2.759988091,2.83565402
Sep-06,2.896849438,2.902901986,2.782179678,2.861191384
Oct-06,2.914455401,2.920881502,2.789922472,2.877454425
Nov-06,2.940254352,2.947175809,2.806611333,2.90391036
Dec-06,2.974909987,2.981574774,2.840613255,2.933879918
Jan-07,2.960405097,2.967664171,2.826007283,2.923590841
Feb-07,2.982645042,2.99031068,2.843211923,2.941780082
Mar-07,3.014121769,3.022455262,2.849321372,2.971078534
Apr-07,3.042488475,3.050837552,2.870604999,2.99495065
May-07,3.065969374,3.074763195,2.896878158,3.016849629
Jun-07,3.098491632,3.107523936,2.913971993,3.044822883
Jul-07,3.106237328,3.115184892,2.926048901,3.051083183
Aug-07,3.126565739,3.135645663,2.942404132,3.068879598
Sep-07,3.139545131,3.149155629,2.955043927,3.081099924
Oct-07,3.14694825,3.156208442,2.963057527,3.086738582
Nov-07,3.155962136,3.164427606,2.977581477,3.093958822
Dec-07,3.165471287,3.17397959,2.980260068,3.100336588
Jan-08,3.126350382,3.135916432,2.93439352,3.065773461
Feb-08,3.129001921,3.138936887,2.930740849,3.065842472
Mar-08,3.115997669,3.124528845,2.917843147,3.052545903
Apr-08,3.120328185,3.129832035,2.916153399,3.056118089
May-08,3.125716891,3.135580182,2.91284712,3.058153486
Jun-08,3.103158705,3.111989741,2.896479188,3.034558447
Jul-08,3.05574538,3.064648682,2.860961137,2.988642704
Aug-08,3.010025279,3.018382546,2.834336984,2.944974325
Sep-08,2.9634771,2.970752924,2.794509394,2.896418809
Oct-08,2.909531565,2.91300755,2.797064098,2.844097066
Nov-08,2.86104915,2.865463877,2.743422267,2.794893571
Dec-08,2.818837387,2.823639697,2.702825307,2.751339624
Jan-09,2.776032961,2.781446951,2.657053444,2.711227638
Feb-09,2.749762422,2.755811495,2.604022062,2.686409232
Mar-09,2.739072072,2.742932062,2.627677219,2.674765501
Apr-09,2.739120248,2.743658997,2.628533355,2.674856912
May-09,2.756495921,2.761651649,2.630550353,2.691375137
Jun-09,2.770862088,2.775522425,2.664093929,2.702844032
Jul-09,2.791932787,2.796658123,2.684759003,2.726097809
Aug-09,2.81239025,2.818580208,2.692338116,2.745629475
Sep-09,2.839665338,2.846016578,2.696728283,2.771226089
Oct-09,2.859446521,2.866550713,2.702136297,2.786692777
Nov-09,2.880924128,2.887672153,2.731735394,2.808694885
Dec-09,2.898469309,2.906785346,2.724394553,2.823419377
Jan-10,2.902443908,2.912055026,2.706431934,2.826569835
Feb-10,2.913168849,2.922824019,2.706916905,2.838234765
Mar-10,2.924908826,2.932880252,2.74823057,2.84715917
Apr-10,2.943502184,2.951522906,2.754100009,2.865013703
May-10,2.949800188,2.958771867,2.753332782,2.871266089
Jun-10,2.971958473,2.979980751,2.785815263,2.89168433
Jul-10,2.97608073,2.985463183,2.776604227,2.893002181
Aug-10,2.978356949,2.988065122,2.774149885,2.893615338
Sep-10,2.98211826,2.991777412,2.775168596,2.895459419
Oct-10,2.964848869,2.973296577,2.769564053,2.879839411
Nov-10,2.950177708,2.96069076,2.704041164,2.865297488
Dec-10,2.939872727,2.949528859,2.724549612,2.853382955
Jan-11,2.921536026,2.930624433,2.718666289,2.832322505
Feb-11,2.911452062,2.920969581,2.703909049,2.822789022
Mar-11,2.912283868,2.921040706,2.708069264,2.823036182
Apr-11,2.92500201,2.934540908,2.715717463,2.832959858
May-11,2.924799246,2.934823956,2.70350595,2.833955305
Jun-11,2.932595617,2.942595323,2.703521802,2.840356013
Jul-11,2.941155274,2.951692462,2.706385697,2.843090586
Aug-11,2.944895811,2.955362178,2.712519977,2.844453916
Sep-11,2.937667564,2.947872052,2.710097608,2.838693185
Oct-11,2.930506051,2.941374799,2.684546493,2.832497433
Nov-11,2.931596174,2.942228258,2.68577272,2.832928073
Dec-11,2.932228608,2.94293885,2.698854414,2.831064481
Jan-12,2.922240141,2.933658802,2.670499369,2.819494717
Feb-12,2.917613499,2.928875526,2.669450152,2.814313715
Mar-12,2.918885833,2.930973249,2.669074499,2.820351563
Apr-12,2.95001951,2.960779335,2.701359539,2.844108829
May-12,2.960252223,2.971985294,2.699825138,2.849654302
Jun-12,2.976424864,2.988635447,2.703425826,2.86585
Jul-12,2.973518653,2.986060585,2.703448237,2.857464726
Aug-12,2.982483595,2.996067496,2.687031717,2.865287471
Sep-12,2.978995681,2.990986848,2.710848314,2.863188158
Oct-12,2.968395295,2.981196686,2.691705755,2.854165958
Nov-12,2.972525855,2.985736723,2.679386082,2.8573689
Dec-12,2.978519082,2.991340001,2.69561809,2.858334978
Jan-13,2.966653343,2.979609988,2.682122386,2.843983852
Feb-13,2.969988201,2.983010187,2.692630797,2.847897386
Mar-13,2.977368848,2.991145958,2.678355408,2.855758689
Apr-13,2.999300042,3.013170985,2.69352458,2.874425096
May-13,3.010612209,3.024863029,2.694349558,2.886333777
Jun-13,3.033469578,3.047915501,2.723631015,2.905183911
Jul-13,3.044675895,3.060050997,2.711050502,2.911775422
Aug-13,3.060289387,3.075920218,2.719861138,2.924828692
Sep-13,3.080444077,3.09653548,2.72794225,2.940476673
Oct-13,3.08673732,3.102149598,2.745870852,2.948218892
Nov-13,3.09677624,3.113005963,2.75239939,2.957479473
Dec-13,3.124975232,3.142050268,2.760888936,2.982328285
Jan-14,3.127306832,3.144044809,2.763731727,2.977910884
Feb-14,3.141337593,3.157829098,2.781875471,2.994125615
Mar-14,3.159518796,3.177815155,2.769604073,3.006936681
Apr-14,3.198740386,3.218145618,2.786011348,3.041042733
May-14,3.224148696,3.242985869,2.828254579,3.065625566
Jun-14,3.251874994,3.27234319,2.823954413,3.09101976
Jul-14,3.282869401,3.303380306,2.849848032,3.116270392
Aug-14,3.312243592,3.334569735,2.841747175,3.141811765
Sep-14,3.321673046,3.343665732,2.85997221,3.150289336
Oct-14,3.32063238,3.342358642,2.861535516,3.154126862
Nov-14,3.327402251,3.349118366,2.874133007,3.163065739
Dec-14,3.339441654,3.362960624,2.851570701,3.169437963
Jan-15,3.344986482,3.368626634,2.858515249,3.170617004
Feb-15,3.348642906,3.370578667,2.880823771,3.175177925
Mar-15,3.351073552,3.375461523,2.850448977,3.17735773
Apr-15,3.382659189,3.407859603,2.865110698,3.208706553
May-15,3.392936675,3.417660386,2.888474991,3.220717639
Jun-15,3.426006723,3.45023567,2.923576818,3.249416875
Jul-15,3.456068628,3.483425294,2.902792876,3.275852055
Aug-15,3.483680041,3.511278546,2.914204496,3.300741126
Sep-15,3.50263176,3.530892068,2.917231194,3.314329133
Oct-15,3.511956917,3.540280608,2.941633703,3.326627292
Nov-15,3.521712232,3.549832018,2.956672036,3.337478431
Dec-15,3.539862387,3.569709966,2.945471955,3.352743263
Jan-16,3.564475731,3.592893985,2.970254709,3.366071551
Feb-16,3.575873589,3.606291274,2.964621084,3.38070862
Mar-16,3.597433129,3.628525091,2.966181385,3.385997838
Apr-16,3.602546704,3.634606128,2.982885041,3.416262838
May-16,3.639922671,3.671967433,3.004021429,3.449971401
Jun-16,3.665137874,3.698197121,3.01974175,3.475431024
Jul-16,3.695679222,3.728895019,3.042328261,3.503599546
Aug-16,3.705448556,3.739520763,3.04074872,3.515334682
Sep-16,3.709000503,3.743197467,3.046923626,3.519032097
Oct-16,3.701624278,3.736698964,3.046309737,3.511332613
Nov-16,3.703604653,3.737934066,3.052999103,3.517173679
Dec-16,3.718374891,3.752858242,3.072213029,3.528617237
Jan-17,3.740215263,3.77687667,3.043955927,3.543187987
Feb-17,3.738592839,3.773873296,3.053290617,3.54124193
Mar-17,3.73918635,3.774471637,3.063513631,3.544561095
Apr-17,3.77508797,3.812014796,3.091145673,3.578604633
May-17,3.796124553,3.834904592,3.082681215,3.598226755
Jun-17,3.810122175,3.848700059,3.104196927,3.617120043
Jul-17,3.846733599,3.883436254,3.153339727,3.650143699
Aug-17,3.876558259,3.915081992,3.1466008,3.677268934
Sep-17,3.866709808,3.903675196,3.174006324,3.670213013
Oct-17,3.868559755,3.906284793,3.179383429,3.677003964
Nov-17,3.869229037,3.907020517,3.179054909,3.680624165
Dec-17,3.878350961,3.915643855,3.192519977,3.683185301
Jan-18,3.888004593,3.924288119,3.200209015,3.692781537
Feb-18,3.88507465,3.92160797,3.200720798,3.69295457
Mar-18,3.884156662,3.919747839,3.212537464,3.687761957
Apr-18,3.898923271,3.936713693,3.209282678,3.706079757
May-18,3.920556036,3.958310794,3.2223505,3.72454641
Jun-18,3.939034006,3.973641428,3.282971132,3.748557815
Jul-18,3.972681053,4.008114812,3.304697269,3.777944138
Aug-18,3.986361938,4.022399575,3.307816873,3.793493736
Sep-18,3.988127726,4.023138785,3.335291962,3.794038179
Oct-18,3.971328,4.004854606,3.334958404,3.782652167
Nov-18,3.979127365,4.013219695,3.347374317,3.792664686
Dec-18,3.968487803,4.003416506,3.320153645,3.78403851
Jan-19,3.963907091,3.996614125,3.343348133,3.775976527
Feb-19,3.95090707,3.984815606,3.322319573,3.764763397
Mar-19,3.945552054,3.976571224,3.346897341,3.762236097
Apr-19,3.965464951,3.997066694,3.36001255,3.781115431
May-19,3.979376959,4.011667505,3.36319002,3.795298954
Jun-19,3.995208587,4.026047111,3.409397841,3.812560198
Jul-19,4.027849408,4.05999944,3.40717136,3.837671386
Aug-19,4.049214685,4.078796907,3.474383573,3.856960163
Sep-19,4.049255002,4.081299384,3.430555608,3.858744787
Oct-19,4.048043907,4.079122646,3.4496071,3.859585297
Nov-19,4.045220161,4.07294592,3.494811649,3.858287638
Dec-19,4.042415676,4.071525742,3.473551177,3.85141863
Jan-20,4.043239996,4.072682805,3.470132079,3.852214221
Feb-20,4.053042744,4.081748377,3.49112068,3.861734747
Mar-20,4.072633543,4.100827969,3.519043892,3.878762302
Apr-20,4.056844316,4.087180705,3.488820493,3.856460842
May-20,4.076113935,4.107052672,3.471621123,3.89196193
Jun-20,4.101220818,4.128852717,3.541912076,3.913046957
Jul-20,4.128520807,4.158801009,3.517114804,3.934517195
Aug-20,4.153351722,4.18311372,3.552247936,3.957130939
Sep-20,4.180541913,4.210741779,3.570231578,3.983752533
Oct-20,4.211915166,4.241931588,3.618491978,4.019506016
Nov-20,4.251006915,4.279368054,3.678958514,4.059079531
Dec-20,4.276139271,4.304624691,3.701961174,4.081715525
