Date,East of England,West Midlands (England),South West (England),North West (England),Yorkshire and The Humber,South East (England),London,North East (England),Wales,East Midlands (England)
1996,1.022325440360043,1.0126297223529046,1.0276192032361855,0.9983755786541919,0.9971054648120117,1.0391467633402467,1.0553744800104503,1.0013560773073908,1.0119305879159806,1.0123475848831425
1997,1.1190808125585767,1.0770361329579614,1.1172932891005452,1.0349969207170544,1.024727650656913,1.1619916808212953,1.1985800187380145,1.0332180678960878,1.060095695765755,1.073487928708808
1998,1.229925766268445,1.1487559085039365,1.221585183336468,1.0855598403834876,1.0692505904395881,1.2942290715755693,1.34718596436416,1.07701297873789,1.1181683895180416,1.1428686568171342
1999,1.350100885683034,1.2345749264951278,1.3470661031259787,1.1493201182630344,1.1187566918201377,1.433093880870755,1.5180767856618982,1.1217692270785546,1.1814428361533194,1.2244125954015597
2000,1.5703602583004972,1.369001228934984,1.5616163016319293,1.2458857962067702,1.2050004181357357,1.6839435001205165,1.7955327872146039,1.18615624160043,1.2807340612761382,1.3556619923625313
2001,1.758144404649448,1.5124964839711397,1.7481815793276922,1.3528648742704361,1.3082076719055413,1.8708163512553713,1.9971397521323142,1.2704253672520216,1.3861047284824923,1.5071559266415957
2002,2.079131507673061,1.7608058233109403,2.0797721363802157,1.5512940090755147,1.5347260116090236,2.161134689675101,2.2915496690795547,1.475767452733543,1.5984168094791746,1.8004111309948754
2003,2.417981867408785,2.115245457009082,2.436047907625194,1.863170902654668,1.8876586352444003,2.4587308846876916,2.545972797456656,1.8525005119110847,1.9523708676262619,2.199634590796031
2004,2.6609603856447976,2.422689107343827,2.716597291820007,2.252724432112372,2.264273711934357,2.6752725230116114,2.744222158135652,2.281833162110125,2.3750781992584873,2.510150543198282
2005,2.8057782050073983,2.606758159167131,2.8744134516376345,2.4847292652744297,2.49106655515083,2.795216327778062,2.8606711902281265,2.5020245344079073,2.607336837016748,2.6732545587371397
2006,2.967768322979361,2.745648693113155,3.0550880039893085,2.6393497830626194,2.655362127244998,2.9511701620066693,3.05469999394966,2.634316059833927,2.76586312568519,2.815930979634342
2007,3.212517467310689,2.905446169132025,3.3005833243174707,2.814890223811313,2.8430163494905316,3.2157556352640673,3.450436535136062,2.7948986180585673,2.9469796391278775,2.9779122898041432
2008,3.157342293921385,2.8423757014323363,3.212770198540911,2.7837622781739815,2.8214608217055366,3.174845889059189,3.505538796889155,2.756317712500842,2.892183461282663,2.88998824627695
2009,2.886922074660645,2.6064818089313126,2.968331374931937,2.5619572481091706,2.5787914824501716,2.9147098541817926,3.2445639788497074,2.5329368046878695,2.698361139883806,2.653812895072916
2010,3.0613641970958714,2.698749262792704,3.1303798936146303,2.6159293054264916,2.6387842886871447,3.1067534524213665,3.5071017722082227,2.560670022213915,2.767366562647718,2.7505808840112143
2011,3.0469155441129843,2.6534411472226,3.0868841636061646,2.5596418670718775,2.5793511239415667,3.090874358720586,3.587420891112971,2.487024682188759,2.716390868844476,2.710918214035098
2012,3.088403952863147,2.658750045496076,3.110183743879599,2.5323368031249767,2.5549621415776698,3.144911409649712,3.7570276252702564,2.449135335687603,2.699298113194901,2.718912844444813
2013,3.1907235156581515,2.712804922330835,3.1813583546731947,2.5504284574866594,2.5755407078042665,3.2601248878049676,4.044000809155839,2.459974533185621,2.7268251417784066,2.7777161624321227
2014,3.4687709713325776,2.8457361893626523,3.3665753277418236,2.652660620028744,2.683663406862424,3.557384632829616,4.645092306675061,2.527541320961025,2.834874910166067,2.9475417919513687
2015,3.7687544355182396,2.9730022536724947,3.5505255388110206,2.743149426185469,2.7764318538943216,3.856753764757776,5.085057819396889,2.5734391546142206,2.912208126937786,3.0919847748423925
2016,4.142851720862238,3.127802539612401,3.7714557491309018,2.8547585628609866,2.877743768966858,4.205872091063759,5.587271199989186,2.6148141720725917,3.0212142155681123,3.269922242878986
2017,4.408243834928834,3.2936776449228646,3.9551277517399757,2.97226776987705,2.979636829215072,4.404093371055908,5.760312346465836,2.6520331351674598,3.1285116712546026,3.4542326686502505
2018,4.535410007060413,3.4441501560242522,4.099078482906146,3.086465772448263,3.0838854135917817,4.487542858656615,5.73723663998001,2.6908370954104397,3.279844914542381,3.614993582943808
2019,4.5605232493373205,3.541216733752641,4.161573984673796,3.1903618406584853,3.1774521784597827,4.480200856839502,5.688523152211465,2.7226274406401476,3.412179380984222,3.721932985064214
2020,4.676266290166781,3.6785945946098204,4.314902041339333,3.3381855160032834,3.317155567312869,4.598418084875363,5.881991540084802,2.813972618637904,3.5827796056018477,3.879283979514452
2021,4.958385331761847,3.9241567559559174,4.614145185242592,3.6034350496918517,3.563082615785895,4.8629547203171635,6.049546646109802,2.993475607810144,3.9140366438328766,4.1604949539158245
2022,5.405157111709699,4.298551770806967,5.118837921471888,3.952204506404181,3.907154018731051,5.279948261616126,6.309985536450859,3.2416070223634024,4.363215540420708,4.614346671751089
2023,5.403615910662199,4.386319495503311,5.176793215999238,4.050489135518118,3.983510128082219,5.302216704968209,6.265711565549587,3.3161062700207764,4.4445066168777165,4.683957479404059
2024,5.303978710411736,4.299434322744001,5.055987032834888,4.018961744535353,3.9563770298188663,5.151976627356505,6.148984897738678,3.277591203346604,4.393735674688352,4.600012190885721
