"","Date","Bedfordshire and Hertfordshire","West Midlands","Herefordshire, Worcestershire and Warwickshire","Shropshire and Staffordshire","Gloucestershire, Wiltshire and Bristol/Bath area","Dorset and Somerset","Lancashire","North Yorkshire","West Yorkshire","Hampshire and Isle of Wight","Greater Manchester","Surrey, East and West Sussex","Outer London - South","Inner London - East","Kent","Outer London - East and North East","Cumbria","Northumberland and Tyne and Wear","East Anglia","Essex","East Wales","West Wales and The Valleys","Cheshire","Merseyside","Leicestershire, Rutland and Northamptonshire","Derbyshire and Nottinghamshire","Tees Valley and Durham","South Yorkshire","East Yorkshire and Northern Lincolnshire","Lincolnshire","Devon","Inner London - West","Outer London - West and North West","Cornwall and Isles of Scilly","Berkshire, Buckinghamshire and Oxfordshire"
"65","2000-06-01",1.704,1.3456,1.486,1.3117,1.6398,1.6147,1.1776,1.3357,1.2081,1.6731,1.2672,1.7489,1.8619,1.9565,1.6078,1.7202,1.2561,1.223,1.5081,1.6027,1.3507,1.2244,1.3883,1.2269,1.4646,1.2721,1.1229,1.2015,1.0962,1.3102,1.4452,1.9281,1.904,1.5282,1.7735
"66","2000-07-01",1.7265,1.3469,1.4899,1.3234,1.6498,1.6342,1.1691,1.3545,1.2188,1.6803,1.2808,1.7569,1.8648,1.9682,1.6097,1.7454,1.2716,1.2245,1.5342,1.6203,1.3689,1.2141,1.3924,1.2187,1.4823,1.2818,1.1365,1.2121,1.0984,1.3034,1.4537,1.9446,1.8966,1.5657,1.7895
"67","2000-08-01",1.7447,1.3731,1.5069,1.3375,1.6784,1.6465,1.1781,1.3659,1.2425,1.707,1.2979,1.7683,1.8793,1.9667,1.636,1.7654,1.2923,1.2539,1.547,1.627,1.3693,1.2203,1.409,1.2272,1.4938,1.2898,1.1447,1.2054,1.1129,1.3432,1.4587,1.9694,1.9132,1.5902,1.8055
"68","2000-09-01",1.7502,1.3679,1.5055,1.3398,1.6635,1.6588,1.1811,1.3685,1.2291,1.7143,1.3,1.7693,1.8827,1.9783,1.6597,1.7772,1.2992,1.2441,1.5527,1.6559,1.3838,1.2379,1.4005,1.2339,1.5209,1.3063,1.1369,1.2282,1.1341,1.3348,1.4849,1.935,1.898,1.6016,1.802
"69","2000-10-01",1.7504,1.3716,1.5251,1.3548,1.6857,1.6658,1.2049,1.3879,1.2374,1.723,1.3081,1.7795,1.8843,1.9705,1.642,1.7874,1.2951,1.249,1.5622,1.6486,1.3855,1.2394,1.4332,1.2577,1.5076,1.3009,1.1486,1.2272,1.1268,1.351,1.4856,1.933,1.9098,1.6167,1.8088
"70","2000-11-01",1.7707,1.3875,1.5384,1.3648,1.69,1.6696,1.1848,1.4038,1.2374,1.7187,1.3021,1.7893,1.8895,1.9736,1.6506,1.7797,1.2981,1.2575,1.5611,1.6563,1.4034,1.2431,1.4384,1.2601,1.5219,1.304,1.154,1.218,1.1264,1.3535,1.501,1.9317,1.9358,1.5888,1.8042
"71","2000-12-01",1.78,1.4018,1.5549,1.3796,1.6916,1.6873,1.217,1.3946,1.2466,1.7426,1.3305,1.8031,1.9079,2.011,1.6768,1.8057,1.3186,1.2724,1.5886,1.6867,1.4075,1.248,1.4465,1.2862,1.5443,1.3438,1.1533,1.2489,1.1336,1.372,1.5028,1.9593,1.9343,1.596,1.8222
"72","2001-01-01",1.7682,1.4002,1.5361,1.3597,1.6968,1.6721,1.2109,1.4059,1.2577,1.7358,1.3061,1.7956,1.9127,2.0263,1.6685,1.7962,1.2907,1.2697,1.575,1.6726,1.393,1.2487,1.4554,1.2721,1.5324,1.3157,1.1445,1.2169,1.1277,1.3757,1.5248,1.9775,1.9418,1.5918,1.8189
"73","2001-02-01",1.7713,1.423,1.5552,1.3796,1.7134,1.6905,1.209,1.4258,1.2429,1.7471,1.3234,1.8166,1.9037,2.0111,1.6828,1.8105,1.3082,1.2758,1.5949,1.679,1.4224,1.247,1.4631,1.275,1.5398,1.3259,1.1722,1.2131,1.138,1.3857,1.5251,1.9835,1.9391,1.6117,1.8356
"74","2001-03-01",1.7947,1.4247,1.5731,1.3918,1.7246,1.7028,1.2129,1.4284,1.2582,1.7694,1.3421,1.8305,1.9181,2.0637,1.6988,1.8285,1.3171,1.297,1.6096,1.7072,1.4161,1.253,1.4819,1.2755,1.5744,1.3409,1.1705,1.2311,1.1398,1.3959,1.5446,2.0006,1.9758,1.6312,1.847
"75","2001-04-01",1.8116,1.4483,1.5789,1.4056,1.753,1.7205,1.226,1.4527,1.2799,1.7888,1.3501,1.8557,1.9427,2.0873,1.7201,1.863,1.3394,1.2931,1.6373,1.7261,1.4473,1.2631,1.4892,1.306,1.5862,1.3635,1.1542,1.2675,1.1533,1.4439,1.5763,2.0263,1.9815,1.6641,1.8759
"76","2001-05-01",1.8478,1.4582,1.6115,1.4375,1.7708,1.7512,1.2262,1.4722,1.2909,1.8102,1.3788,1.8821,1.9698,2.1216,1.7415,1.886,1.3582,1.2994,1.6543,1.7472,1.4561,1.2795,1.515,1.313,1.5957,1.3762,1.1912,1.2773,1.1593,1.4449,1.6004,2.072,2.0192,1.6919,1.8936
"77","2001-06-01",1.8654,1.4813,1.6295,1.4276,1.8057,1.7772,1.2531,1.4856,1.2995,1.8482,1.3799,1.9137,2.0034,2.1492,1.7618,1.9295,1.36,1.3362,1.6857,1.7746,1.4948,1.2942,1.5224,1.3148,1.6324,1.4007,1.1952,1.3041,1.1716,1.444,1.6225,2.0909,2.0545,1.7156,1.9247
"78","2001-07-01",1.876,1.4914,1.6303,1.4413,1.816,1.7892,1.2523,1.5144,1.3235,1.8643,1.3922,1.9284,2.028,2.1693,1.7753,1.9418,1.3601,1.3534,1.7057,1.7964,1.5009,1.3061,1.5402,1.3285,1.6359,1.4018,1.1857,1.296,1.1745,1.4691,1.6571,2.1195,2.0827,1.7275,1.9431
"79","2001-08-01",1.8997,1.5083,1.662,1.4686,1.8494,1.8276,1.2625,1.527,1.3308,1.8878,1.4107,1.955,2.0456,2.1894,1.8057,1.9723,1.3816,1.3461,1.7433,1.8265,1.4962,1.3204,1.5473,1.3454,1.655,1.4356,1.2155,1.3113,1.1912,1.4916,1.6919,2.137,2.1119,1.7718,1.9744
"80","2001-09-01",1.9298,1.5268,1.6751,1.4713,1.8745,1.8486,1.2648,1.5558,1.3469,1.9089,1.4126,1.9681,2.0762,2.2232,1.8288,2.0235,1.3838,1.3426,1.7657,1.8494,1.54,1.3256,1.5559,1.3654,1.6781,1.4487,1.2321,1.3298,1.1997,1.5015,1.7185,2.1696,2.1252,1.7653,1.9869
"81","2001-10-01",1.9415,1.5409,1.6794,1.4958,1.8872,1.8664,1.2809,1.567,1.359,1.9286,1.4347,1.9962,2.0956,2.2398,1.851,2.019,1.3972,1.3712,1.7816,1.8722,1.5362,1.3281,1.5864,1.3611,1.7041,1.4561,1.2128,1.3367,1.2209,1.5185,1.7188,2.1579,2.1539,1.8242,2.0081
"82","2001-11-01",1.9591,1.5572,1.7147,1.5026,1.8946,1.8902,1.2957,1.5938,1.3585,1.951,1.4414,2.0068,2.1245,2.2499,1.8568,2.0535,1.3766,1.3926,1.8106,1.8907,1.5531,1.3448,1.6076,1.3751,1.7074,1.472,1.2241,1.3329,1.2282,1.5538,1.7376,2.1716,2.1569,1.8365,2.028
"83","2001-12-01",2.0026,1.5773,1.7165,1.53,1.9152,1.9021,1.3013,1.6374,1.3784,1.9723,1.4679,2.0394,2.1492,2.2867,1.8896,2.0999,1.4333,1.4119,1.8373,1.9298,1.5844,1.3461,1.6233,1.4118,1.751,1.5041,1.2471,1.3707,1.2619,1.5639,1.7715,2.1957,2.1905,1.8762,2.0458
"84","2002-01-01",1.9766,1.5694,1.7216,1.5091,1.9236,1.9198,1.3047,1.6145,1.3815,1.9786,1.4711,2.026,2.1506,2.2739,1.8847,2.0732,1.4327,1.4064,1.834,1.9182,1.5693,1.3529,1.6186,1.3964,1.7365,1.4854,1.2412,1.3722,1.2449,1.5578,1.7735,2.1669,2.1872,1.8739,2.0488
"85","2002-02-01",2.0112,1.5862,1.7388,1.5301,1.9396,1.9452,1.3218,1.634,1.3907,1.9968,1.4676,2.0408,2.153,2.2881,1.9036,2.0939,1.4602,1.4309,1.8403,1.9418,1.6076,1.3611,1.6398,1.4109,1.772,1.5071,1.2547,1.3616,1.2508,1.5794,1.7874,2.2058,2.1978,1.9002,2.055
"86","2002-03-01",2.0393,1.6093,1.7603,1.5531,1.9814,1.9617,1.3335,1.6549,1.4124,2.0191,1.483,2.0692,2.1725,2.327,1.932,2.1393,1.4534,1.4453,1.887,1.9712,1.6333,1.3734,1.6684,1.4402,1.7902,1.5659,1.272,1.4078,1.2763,1.6275,1.8344,2.2041,2.2386,1.9547,2.0959
"87","2002-04-01",2.0657,1.648,1.8023,1.5825,2.003,2.0028,1.3457,1.6892,1.4295,2.054,1.5169,2.0999,2.2168,2.3476,1.9659,2.1644,1.4819,1.4715,1.9303,2.0085,1.6451,1.3953,1.6798,1.4293,1.8254,1.5852,1.2922,1.4208,1.3006,1.6543,1.8567,2.2713,2.2685,1.9895,2.1151
"88","2002-05-01",2.1139,1.6698,1.8276,1.6191,2.0464,2.0465,1.3924,1.7597,1.4628,2.0964,1.5556,2.1411,2.2499,2.3921,2.0068,2.2103,1.5099,1.5304,1.9583,2.0486,1.6802,1.4235,1.729,1.4789,1.8679,1.62,1.3209,1.4415,1.3632,1.6888,1.9163,2.2938,2.3047,2.0504,2.1574
"89","2002-06-01",2.1629,1.7238,1.8865,1.6575,2.1028,2.1046,1.4158,1.792,1.523,2.1501,1.5889,2.1886,2.3048,2.4688,2.0549,2.2797,1.5123,1.5635,2.0147,2.1126,1.7496,1.4588,1.7772,1.5045,1.9179,1.6713,1.3527,1.5264,1.3779,1.76,1.9686,2.3457,2.3466,2.1529,2.203
"90","2002-07-01",2.2006,1.7418,1.9099,1.6983,2.1464,2.1447,1.4383,1.8268,1.5308,2.1836,1.5857,2.2154,2.3304,2.478,2.0973,2.3058,1.5596,1.5775,2.0603,2.1571,1.7626,1.4898,1.7861,1.535,1.9482,1.7109,1.3741,1.5222,1.4139,1.7834,2.0075,2.372,2.389,2.1575,2.2328
"91","2002-08-01",2.2475,1.7869,1.9502,1.7265,2.2007,2.1994,1.4758,1.8708,1.5776,2.2349,1.628,2.2694,2.3844,2.5178,2.1448,2.3634,1.5774,1.628,2.107,2.2016,1.8382,1.52,1.8323,1.5388,1.9964,1.7511,1.3883,1.5555,1.4365,1.8679,2.0922,2.4222,2.4419,2.2527,2.2658
"92","2002-09-01",2.2968,1.8268,1.9872,1.7615,2.2469,2.2427,1.4758,1.9215,1.587,2.2801,1.6565,2.2959,2.42,2.5669,2.1844,2.4174,1.5928,1.6803,2.1453,2.2434,1.8427,1.5258,1.85,1.5762,2.0472,1.8021,1.4131,1.5855,1.4599,1.8937,2.1318,2.3988,2.459,2.3139,2.3014
"93","2002-10-01",2.3452,1.8539,2.0236,1.7924,2.275,2.2877,1.5092,1.9309,1.6078,2.3002,1.6711,2.3339,2.4586,2.5739,2.2249,2.4591,1.6085,1.6877,2.1607,2.2931,1.8487,1.5698,1.8783,1.5933,2.0701,1.8261,1.4495,1.6047,1.486,1.9294,2.1702,2.4509,2.479,2.3226,2.3331
"94","2002-11-01",2.3824,1.8962,2.0626,1.8397,2.3111,2.3402,1.5297,1.9642,1.6519,2.349,1.689,2.369,2.497,2.6043,2.2509,2.4867,1.6648,1.7355,2.1976,2.3258,1.9174,1.6,1.916,1.6257,2.1211,1.8758,1.4889,1.6428,1.5406,1.9764,2.1853,2.4451,2.5295,2.417,2.3643
"95","2002-12-01",2.4275,1.9299,2.0856,1.8796,2.3445,2.3619,1.5781,2.015,1.6906,2.3821,1.7207,2.4152,2.541,2.6505,2.2985,2.5488,1.673,1.793,2.2411,2.374,1.9501,1.624,1.9392,1.7096,2.1626,1.9072,1.4943,1.6795,1.579,2.0122,2.2357,2.4416,2.5597,2.4734,2.3926
"96","2003-01-01",2.454,1.9488,2.1148,1.8636,2.3446,2.3912,1.5658,2.0064,1.6745,2.3902,1.7221,2.4248,2.5618,2.6479,2.3145,2.5339,1.698,1.7668,2.2367,2.3861,1.9537,1.6325,1.9496,1.6637,2.1622,1.9244,1.5094,1.7045,1.5721,2.0283,2.2513,2.4545,2.579,2.4606,2.4
"97","2003-02-01",2.4572,1.9662,2.132,1.8917,2.3727,2.4201,1.5929,2.0302,1.7063,2.4402,1.768,2.4284,2.5752,2.6438,2.3404,2.5915,1.7415,1.7746,2.2758,2.4332,1.9861,1.6707,1.9945,1.6956,2.196,1.9675,1.521,1.7291,1.6053,2.0686,2.2766,2.449,2.6099,2.4667,2.4177
"98","2003-03-01",2.4797,1.9996,2.162,1.9326,2.3901,2.4297,1.6169,2.0838,1.7466,2.4425,1.7588,2.4586,2.601,2.673,2.361,2.5981,1.7581,1.8479,2.2976,2.4637,2.017,1.6839,2.0106,1.7045,2.2129,1.9815,1.5643,1.7557,1.5992,2.082,2.2894,2.4294,2.6203,2.5269,2.4353
"99","2003-04-01",2.4943,2.0235,2.1604,1.9698,2.4142,2.4559,1.6507,2.0804,1.7752,2.4643,1.8055,2.4784,2.5877,2.6873,2.3876,2.6258,1.7901,1.9048,2.3015,2.4592,2.0426,1.725,2.0409,1.7721,2.2519,2.024,1.5946,1.8141,1.6413,2.1264,2.3295,2.4552,2.6073,2.5516,2.4434
"100","2003-05-01",2.5142,2.0516,2.2013,1.976,2.4249,2.4778,1.6712,2.1441,1.8137,2.4652,1.8354,2.4902,2.6438,2.7255,2.4184,2.6473,1.8293,1.9515,2.335,2.5002,2.0844,1.7467,2.0719,1.7807,2.2863,2.0483,1.6457,1.8363,1.6876,2.1769,2.3521,2.4648,2.6335,2.6109,2.4605
"101","2003-06-01",2.5265,2.1019,2.2422,2.0172,2.4651,2.5122,1.7189,2.1683,1.8592,2.5039,1.8891,2.5137,2.622,2.696,2.4468,2.6468,1.85,2.0025,2.3686,2.5078,2.1149,1.7954,2.0831,1.837,2.3364,2.0837,1.6694,1.8693,1.7528,2.1931,2.3812,2.448,2.6647,2.6285,2.4789
"102","2003-07-01",2.5358,2.1049,2.2476,2.0369,2.4454,2.5206,1.722,2.1928,1.8675,2.4798,1.9035,2.5158,2.6308,2.7151,2.4492,2.6499,1.8791,2.01,2.3625,2.5146,2.147,1.8131,2.1271,1.8297,2.3267,2.111,1.7067,1.8987,1.7648,2.2272,2.4035,2.4557,2.6485,2.649,2.4776
"103","2003-08-01",2.5474,2.1339,2.282,2.0669,2.4546,2.534,1.7937,2.2156,1.9126,2.5021,1.9281,2.509,2.6382,2.7066,2.4625,2.6575,1.9539,2.0901,2.3715,2.511,2.1712,1.8579,2.1354,1.8936,2.3709,2.1438,1.7356,1.9195,1.7804,2.2555,2.4229,2.4665,2.6621,2.6837,2.4816
"104","2003-09-01",2.5462,2.1453,2.2893,2.0918,2.4798,2.5436,1.7818,2.2298,1.9224,2.5069,1.9704,2.5188,2.6514,2.7194,2.4763,2.6788,1.9953,2.0798,2.402,2.538,2.1678,1.8958,2.1689,1.9303,2.3779,2.1692,1.752,1.9308,1.8161,2.2504,2.4267,2.4697,2.6669,2.7261,2.4942
"105","2003-10-01",2.5629,2.182,2.3234,2.1307,2.4981,2.574,1.8267,2.273,1.9576,2.5318,1.9812,2.5291,2.6726,2.7172,2.4977,2.7107,1.9996,2.101,2.4143,2.5454,2.1824,1.9134,2.1797,1.9493,2.3871,2.1832,1.8131,1.9766,1.8455,2.2891,2.4459,2.4715,2.6895,2.757,2.5072
"106","2003-11-01",2.5888,2.2001,2.3431,2.159,2.5109,2.5966,1.8453,2.2955,1.9982,2.5548,2.0119,2.5647,2.6845,2.7632,2.5212,2.7335,2.0357,2.1426,2.4504,2.5991,2.2407,1.9774,2.2355,2.0073,2.4208,2.2174,1.8327,2.0375,1.8385,2.3064,2.5081,2.4921,2.7114,2.7783,2.5281
"107","2003-12-01",2.615,2.2472,2.3893,2.2183,2.5508,2.6492,1.9057,2.3279,2.0202,2.582,2.0577,2.585,2.6906,2.7785,2.5571,2.754,2.068,2.2067,2.4807,2.6136,2.2772,2.032,2.2618,2.0574,2.4464,2.2474,1.8751,2.0798,1.9167,2.3405,2.5108,2.5116,2.7344,2.8114,2.5459
"108","2004-01-01",2.6267,2.2377,2.3548,2.1997,2.5425,2.6678,1.9139,2.3434,2.0326,2.5956,2.0498,2.6009,2.713,2.7728,2.5753,2.7527,2.1155,2.2168,2.4849,2.6036,2.2946,2.0604,2.2639,2.058,2.455,2.2254,1.8525,2.078,1.8914,2.354,2.5322,2.5398,2.7449,2.8961,2.5447
"109","2004-02-01",2.6257,2.2485,2.4084,2.2386,2.5856,2.6962,1.934,2.3549,2.0464,2.6138,2.0595,2.6206,2.7296,2.7855,2.5896,2.7594,2.116,2.204,2.4979,2.6364,2.3201,2.0677,2.294,2.112,2.4671,2.2829,1.9051,2.1254,1.9405,2.3834,2.5465,2.5461,2.7714,2.8774,2.5766
"110","2004-03-01",2.6581,2.2737,2.437,2.251,2.5888,2.6897,1.9496,2.3866,2.0818,2.6294,2.1048,2.6342,2.7481,2.818,2.6105,2.7879,2.1999,2.2418,2.5328,2.6664,2.3409,2.0911,2.309,2.123,2.5063,2.2945,1.9615,2.1645,2.024,2.4298,2.5777,2.5832,2.7831,2.9066,2.587
"111","2004-04-01",2.6774,2.3218,2.4734,2.2988,2.6325,2.73,2.0268,2.4754,2.1342,2.6643,2.184,2.6645,2.7815,2.8503,2.6515,2.8072,2.2866,2.3187,2.5658,2.6912,2.4054,2.1742,2.3752,2.1987,2.5464,2.3505,2.0311,2.246,2.0515,2.4524,2.6581,2.6115,2.7902,2.9703,2.616
"112","2004-05-01",2.7204,2.3616,2.4946,2.3505,2.6752,2.8022,2.1202,2.4871,2.1859,2.6932,2.2081,2.69,2.8023,2.8905,2.67,2.8608,2.3171,2.366,2.6188,2.7191,2.4435,2.2208,2.4384,2.2893,2.587,2.3849,2.1109,2.2951,2.1207,2.5115,2.7153,2.6469,2.8441,3.0328,2.6463
"113","2004-06-01",2.7591,2.4045,2.5533,2.4127,2.7194,2.8048,2.1397,2.5568,2.2198,2.7278,2.2839,2.73,2.8349,2.9224,2.7349,2.8827,2.3603,2.4258,2.6437,2.7756,2.5234,2.3059,2.4703,2.3452,2.6498,2.4304,2.1472,2.3382,2.1591,2.5215,2.7309,2.6722,2.8734,3.0959,2.6666
"114","2004-07-01",2.7587,2.4257,2.5695,2.4462,2.737,2.8331,2.1894,2.5671,2.2731,2.7307,2.2978,2.7423,2.8713,2.951,2.7365,2.8954,2.4224,2.4547,2.697,2.7822,2.531,2.3589,2.4981,2.3927,2.6645,2.4707,2.2032,2.3684,2.2194,2.5874,2.7758,2.6938,2.8892,3.1447,2.6905
"115","2004-08-01",2.8045,2.4637,2.6022,2.4734,2.764,2.8722,2.205,2.6336,2.2861,2.7513,2.3579,2.7785,2.8993,2.9861,2.7792,2.9429,2.4532,2.518,2.7064,2.8198,2.5758,2.3963,2.5348,2.4047,2.6887,2.5159,2.2286,2.4088,2.2248,2.6277,2.8344,2.72,2.9017,3.1349,2.7228
"116","2004-09-01",2.8224,2.4733,2.6238,2.4885,2.784,2.8813,2.2166,2.5928,2.3043,2.7808,2.3994,2.7926,2.9314,2.995,2.7854,2.96,2.4572,2.503,2.7392,2.8512,2.602,2.3859,2.5258,2.4648,2.7287,2.5375,2.2379,2.4344,2.2542,2.6164,2.8374,2.7213,2.9026,3.1827,2.7306
"117","2004-10-01",2.8233,2.4983,2.6325,2.5039,2.8032,2.8832,2.2479,2.64,2.3545,2.7993,2.3743,2.7948,2.9246,2.9949,2.8141,2.9753,2.4888,2.5422,2.7188,2.8623,2.6002,2.4238,2.5592,2.459,2.7132,2.5103,2.2844,2.4372,2.2501,2.6432,2.86,2.7112,2.9215,3.2151,2.7431
"118","2004-11-01",2.828,2.4927,2.654,2.5263,2.804,2.8989,2.269,2.6452,2.3451,2.7973,2.4273,2.8058,2.9329,3.0058,2.8259,2.987,2.4642,2.5346,2.7511,2.8896,2.6341,2.4342,2.5978,2.4987,2.7335,2.5462,2.3192,2.4721,2.2672,2.6496,2.8369,2.7105,2.9287,3.2382,2.7433
"119","2004-12-01",2.8541,2.5382,2.6675,2.5279,2.8139,2.8876,2.2592,2.6801,2.3603,2.8012,2.421,2.8051,2.9309,3.0116,2.8259,3.0008,2.5116,2.5798,2.7643,2.8718,2.6267,2.4763,2.599,2.471,2.7582,2.5503,2.3472,2.4674,2.2902,2.6579,2.8491,2.6857,2.946,3.1613,2.7545
"120","2005-01-01",2.8318,2.4919,2.6327,2.5085,2.8023,2.8565,2.2158,2.6131,2.3526,2.7804,2.396,2.8014,2.9224,3.02,2.7878,2.9777,2.5002,2.4981,2.7279,2.8368,2.6616,2.4237,2.5888,2.4983,2.7028,2.5204,2.2876,2.4928,2.2695,2.6509,2.8463,2.6663,2.9011,3.1775,2.7341
"121","2005-02-01",2.8275,2.512,2.6341,2.5305,2.8007,2.8905,2.2732,2.6302,2.3492,2.7761,2.4119,2.7966,2.9437,2.997,2.8394,2.9743,2.4869,2.5322,2.7323,2.8713,2.6554,2.4273,2.5688,2.4798,2.7335,2.5301,2.2702,2.466,2.2665,2.6702,2.8419,2.6869,2.9149,3.1558,2.7423
"122","2005-03-01",2.8248,2.5328,2.6659,2.5496,2.803,2.9,2.2871,2.6978,2.3804,2.7876,2.4478,2.8006,2.9117,3.0072,2.8207,2.9996,2.5913,2.5506,2.748,2.8613,2.6268,2.4749,2.6075,2.4864,2.726,2.5403,2.2909,2.502,2.3243,2.647,2.8534,2.6875,2.921,3.1982,2.7506
"123","2005-04-01",2.8489,2.5384,2.6809,2.5726,2.8359,2.9242,2.2986,2.6983,2.4068,2.8053,2.4457,2.8035,2.9134,3.0016,2.8467,3.0164,2.5796,2.5772,2.774,2.8834,2.673,2.4684,2.6132,2.5455,2.7608,2.5664,2.3393,2.5264,2.2824,2.6715,2.8779,2.7263,2.9102,3.2002,2.7531
"124","2005-05-01",2.8676,2.5458,2.7083,2.5734,2.8401,2.9326,2.3411,2.7651,2.4263,2.8192,2.4877,2.82,2.9313,3.024,2.8497,3.0047,2.5864,2.5865,2.7846,2.9036,2.6836,2.4924,2.6312,2.5601,2.7691,2.5715,2.3505,2.5462,2.3529,2.7033,2.893,2.7481,2.9435,3.2185,2.7678
"125","2005-06-01",2.8828,2.574,2.7136,2.6029,2.8453,2.9488,2.3712,2.7453,2.4536,2.8371,2.5135,2.8386,2.9656,3.0375,2.8667,3.023,2.5892,2.6153,2.8143,2.9232,2.6934,2.515,2.6489,2.555,2.7862,2.5846,2.3782,2.5769,2.3617,2.6925,2.9133,2.7667,2.9525,3.3019,2.7776
"126","2005-07-01",2.8612,2.5744,2.7108,2.6079,2.8477,2.9601,2.3427,2.74,2.4368,2.8284,2.5077,2.8508,2.9451,3.0632,2.8834,3.0361,2.6088,2.6249,2.8095,2.9187,2.7179,2.5509,2.6512,2.5566,2.7771,2.6013,2.3811,2.5612,2.3592,2.6864,2.9249,2.771,2.9451,3.2625,2.7682
"127","2005-08-01",2.8754,2.6031,2.72,2.6234,2.8683,2.9645,2.37,2.755,2.4651,2.8256,2.5114,2.8565,2.9401,3.0325,2.8885,3.0163,2.6488,2.633,2.8027,2.9291,2.7126,2.5515,2.6506,2.575,2.7867,2.6041,2.3678,2.6005,2.368,2.7149,2.9202,2.7764,2.9491,3.2594,2.7814
"128","2005-09-01",2.8883,2.5902,2.7384,2.6301,2.8755,2.9698,2.3668,2.7486,2.4765,2.8277,2.5335,2.8465,2.9375,3.0816,2.8784,3.0326,2.6173,2.6279,2.8123,2.9379,2.6968,2.5587,2.6457,2.5399,2.7982,2.599,2.3727,2.5635,2.3672,2.7083,2.9097,2.7867,2.97,3.2867,2.7739
"129","2005-10-01",2.8723,2.6027,2.7103,2.6266,2.8784,2.9727,2.379,2.7456,2.4822,2.8185,2.5424,2.8686,2.9657,3.1167,2.8761,3.0581,2.6396,2.6239,2.829,2.9413,2.6966,2.5625,2.6775,2.5621,2.8019,2.6219,2.4122,2.596,2.374,2.7169,2.9381,2.7884,2.9899,3.2563,2.7879
"130","2005-11-01",2.8895,2.6019,2.7388,2.6526,2.9027,2.9858,2.405,2.7603,2.483,2.8326,2.5439,2.8637,2.9558,3.0997,2.909,3.0449,2.6403,2.634,2.8332,2.9544,2.7297,2.5669,2.7097,2.5932,2.8149,2.6169,2.4153,2.6088,2.3892,2.7099,2.9503,2.8112,2.9852,3.3077,2.8031
"131","2005-12-01",2.9087,2.6273,2.7507,2.6508,2.9114,2.9957,2.4187,2.8035,2.5045,2.8478,2.592,2.8966,2.9731,3.1449,2.9197,3.0679,2.6664,2.6452,2.8686,2.9705,2.7462,2.5609,2.6969,2.6184,2.8157,2.6283,2.4512,2.6298,2.3761,2.7454,2.9681,2.815,2.98,3.3179,2.8113
"132","2006-01-01",2.893,2.6082,2.751,2.6491,2.9018,2.9922,2.4121,2.7926,2.5009,2.8453,2.5543,2.8655,2.9669,3.1342,2.9224,3.0791,2.7001,2.6404,2.8396,2.9487,2.7434,2.5921,2.6877,2.5931,2.8071,2.6535,2.4035,2.6016,2.3726,2.7193,2.9579,2.8156,2.974,3.2707,2.8138
"133","2006-02-01",2.925,2.6254,2.774,2.6628,2.9125,3.0155,2.4617,2.7961,2.5148,2.8455,2.5852,2.8925,2.9884,3.1558,2.9268,3.0766,2.7164,2.6356,2.8722,2.9677,2.7165,2.578,2.7033,2.5804,2.8342,2.6523,2.4514,2.6397,2.3985,2.7366,2.9851,2.8442,2.9977,3.2985,2.8428
"134","2006-03-01",2.9319,2.6441,2.7743,2.6907,2.9322,3.0327,2.4472,2.8226,2.5496,2.8827,2.5926,2.9068,3.0087,3.1842,2.9482,3.0955,2.6916,2.6846,2.895,2.9801,2.7809,2.5944,2.7078,2.6041,2.8621,2.6586,2.4329,2.6726,2.4318,2.782,2.9883,2.8701,3.006,3.3918,2.8452
"135","2006-04-01",2.945,2.6552,2.7894,2.701,2.9734,3.05,2.4681,2.8424,2.5634,2.8984,2.6335,2.9251,3.0185,3.1934,2.9777,3.112,2.7747,2.7096,2.9181,2.9917,2.7717,2.6351,2.7326,2.6095,2.8712,2.6884,2.4543,2.6941,2.4708,2.7965,3.0232,2.911,3.0359,3.3506,2.8653
"136","2006-05-01",2.9763,2.6832,2.8102,2.7272,2.9961,3.0753,2.4996,2.8956,2.5736,2.9224,2.6414,2.9607,3.0467,3.2495,2.9831,3.1342,2.7601,2.6971,2.9462,3.0327,2.8029,2.6466,2.7445,2.66,2.8852,2.7036,2.4736,2.6761,2.4649,2.8191,3.039,2.9702,3.0588,3.3726,2.8908
"137","2006-06-01",3.0035,2.7003,2.8278,2.7662,3.044,3.1067,2.5355,2.8934,2.6039,2.9509,2.664,2.9915,3.0865,3.283,3.0191,3.1567,2.8091,2.7432,2.9797,3.0627,2.8266,2.6824,2.7601,2.6878,2.9146,2.7203,2.5054,2.7234,2.4879,2.8333,3.0749,2.9974,3.0948,3.4523,2.9244
"138","2006-07-01",3.0148,2.6984,2.8444,2.7671,3.0385,3.12,2.534,2.8937,2.6104,2.9579,2.6511,3.0014,3.0889,3.3347,3.0332,3.1664,2.7979,2.7662,2.988,3.0629,2.8472,2.6755,2.7762,2.6803,2.9334,2.7159,2.5092,2.7504,2.5008,2.8379,3.0953,3.0618,3.1187,3.4335,2.9301
"139","2006-08-01",3.0379,2.7126,2.8612,2.7677,3.0555,3.1482,2.5486,2.9212,2.6162,2.9833,2.6795,3.0304,3.1368,3.3474,3.0464,3.215,2.8494,2.7382,3.0072,3.0772,2.8712,2.6979,2.7976,2.7014,2.9441,2.7359,2.4904,2.7295,2.5186,2.8622,3.1025,3.0882,3.1386,3.501,2.9444
