"","Date","Hertfordshire","Central Bedfordshire","Birmingham","Solihull","Worcestershire","Sandwell","Walsall","Warwickshire","Dudley","Staffordshire CC","Bath and North East Somerset, North Somerset and South Gloucestershire","Somerset","Wiltshire","Dorset CC","Blackburn with Darwen","East Lancashire","Mid Lancashire","North Yorkshire CC","Chorley and West Lancashire","Bradford","Leeds","Calderdale and Kirklees","Bournemouth and Poole","Central Hampshire","Greater Manchester North East","Greater Manchester North West","Brighton and Hove","East Sussex CC","West Sussex (South West)","West Sussex (North East)","Bromley","Lewisham and Southwark","West Kent","Bexley and Greenwich","Kent Thames Gateway","Bristol, City of","East Cumbria","West Cumbria","Northumberland","Cambridgeshire CC","West Essex","North and West Norfolk","Suffolk","Essex Haven Gateway","Cardiff and Vale of Glamorgan","Gwent Valleys","Central Valleys","Monmouthshire and Newport","Bridgend and Neath Port Talbot","Powys","Cheshire West and Chester","Flintshire and Wrexham","Wirral","Conwy and Denbighshire","Heart of Essex","Essex Thames Gateway","Thurrock","Barking & Dagenham and Havering","Croydon","Merton, Kingston upon Thames and Sutton","East Surrey","East Kent","Mid Kent","Coventry","Leicestershire CC and Rutland","West Northamptonshire","Cheshire East","Shropshire CC","Derby","South and West Derbyshire","East Derbyshire","North Nottinghamshire","South Nottinghamshire","Durham CC","Tyneside","Sunderland","Darlington","Hartlepool and Stockton-on-Tees","Barnsley, Doncaster and Rotherham","North and North East Lincolnshire","East Riding of Yorkshire","Lincolnshire","Devon CC","Wolverhampton","Hackney and Newham","Camden and City of London","Redbridge and Waltham Forest","Haringey and Islington","Enfield","Barnet","Cornwall and Isles of Scilly","Blackpool","Lancaster and Wyre","Gloucestershire","Herefordshire, County of","Oxfordshire","West Surrey","North Hampshire","Berkshire","Brent","Ealing","Harrow and Hillingdon","Buckinghamshire CC","Kingston upon Hull, City of","Breckland and South Norfolk","Hounslow and Richmond upon Thames","Liverpool","East Merseyside","Sefton","Leicester","North Northamptonshire","Gwynedd","Isle of Anglesey","Wakefield","Luton","Manchester","Greater Manchester South East","Greater Manchester South West","Medway","Milton Keynes","Bedford","Nottingham","Norwich and East Norfolk","Westminster","Kensington & Chelsea and Hammersmith & Fulham","Peterborough","Plymouth","Portsmouth","South Hampshire","Isle of Wight","Sheffield","Swansea","South West Wales","Lambeth","Swindon","Southampton","Southend-on-Sea","Stoke-on-Trent","Wandsworth","Telford and Wrekin","Torbay","South Teesside","Warrington","York"
"49","1999-02-01",1.3892,1.304,1.208,1.2362,1.241,1.1813,1.0968,1.2788,1.1349,1.1768,1.2901,1.2325,1.3211,1.3005,1.0424,1.0215,1.0835,1.1415,1.158,1.0381,1.1402,1.0552,1.3633,1.3341,1.113,1.1137,1.398,1.2762,1.3766,1.3538,1.4101,1.3875,1.3891,1.3676,1.3083,1.3311,1.1523,1.1305,1.1388,1.3079,1.3132,1.1605,1.2428,1.2746,1.1696,1.0786,1.0911,1.1682,1.1078,1.2506,1.2382,1.1487,1.0848,1.1065,1.3426,1.2734,1.217,1.3116,1.3687,1.4383,1.3992,1.2883,1.3018,1.1971,1.1976,1.3332,1.1786,1.1982,1.0895,1.1605,1.0749,1.1046,1.186,1.1085,1.1174,1.089,1.1663,0.9937,1.0841,1.0685,1.0642,1.1427,1.224,1.1006,1.4322,1.5389,1.3525,1.5396,1.4109,1.4187,1.2931,1.0926,1.1344,1.3008,1.1696,1.4174,1.4064,1.3963,1.3918,1.5412,1.5016,1.3967,1.3881,0.9508,1.2051,1.4964,1.1263,1.0772,1.1044,1.1545,1.2471,1.3031,2.5323,1.0957,1.2353,1.2156,1.1277,1.1617,1.225,1.2932,1.3351,1.1271,1.209,1.4621,1.4767,1.1481,1.1085,1.2615,1.3059,1.3129,1.1132,1.1342,1.105,1.5382,1.2562,1.2837,1.2841,1.0895,1.5362,1.118,1.1801,1.0062,1.1681,1.1465
"50","1999-03-01",1.4036,1.3229,1.1943,1.2526,1.2404,1.1192,1.105,1.2956,1.1515,1.1897,1.3088,1.245,1.3448,1.3257,1.0541,1.0111,1.0943,1.1552,1.1574,1.0557,1.1431,1.0787,1.38,1.347,1.1044,1.1022,1.4022,1.3078,1.3689,1.3665,1.4389,1.3878,1.363,1.3906,1.3102,1.3314,1.1513,1.1594,1.1435,1.3009,1.354,1.1677,1.2521,1.3099,1.1915,1.1053,1.0666,1.1687,1.1,1.2872,1.2454,1.1857,1.1142,1.1059,1.3734,1.289,1.2183,1.3282,1.3769,1.4597,1.4055,1.2487,1.2985,1.2199,1.2103,1.3438,1.1824,1.2,1.1399,1.1689,1.0699,1.1183,1.1807,1.0908,1.1356,1.0795,1.137,1.0173,1.0848,1.0514,1.0847,1.1539,1.2268,1.0997,1.466,1.5447,1.366,1.5524,1.3868,1.4299,1.3088,1.1059,1.1161,1.2914,1.1817,1.4056,1.4239,1.3877,1.4188,1.5141,1.5727,1.4212,1.4054,0.9525,1.1914,1.5119,1.1267,1.0771,1.0794,1.1739,1.2421,1.3256,2.5783,1.1037,1.2619,1.2736,1.1347,1.1525,1.2543,1.3156,1.2768,1.1328,1.2229,1.4131,1.4951,1.177,1.1036,1.2501,1.3074,1.3188,1.1145,1.0783,1.1162,1.5866,1.2775,1.3141,1.3366,1.0999,1.5743,1.0974,1.2015,0.9936,1.1959,1.1894
"51","1999-04-01",1.4173,1.3269,1.2217,1.2689,1.2594,1.1324,1.0689,1.3047,1.1382,1.197,1.3238,1.2666,1.3627,1.3353,1.0736,1.0174,1.0929,1.1518,1.1626,1.0376,1.1593,1.0858,1.3962,1.3663,1.126,1.1265,1.4299,1.3095,1.3857,1.3967,1.441,1.4292,1.3857,1.3897,1.3338,1.3887,1.143,1.1561,1.144,1.3275,1.3483,1.2019,1.2631,1.3037,1.2135,1.1222,1.0813,1.1737,1.1152,1.2539,1.2675,1.1862,1.0935,1.1108,1.3492,1.3061,1.2102,1.326,1.4084,1.468,1.4338,1.269,1.3124,1.2298,1.231,1.3515,1.2095,1.2117,1.1287,1.1603,1.09,1.1145,1.1861,1.1048,1.1554,1.1188,1.1672,1.019,1.0812,1.0756,1.0731,1.1603,1.2395,1.0937,1.4745,1.5494,1.3781,1.5952,1.4463,1.4518,1.2997,1.1462,1.1113,1.3018,1.2107,1.4265,1.4373,1.414,1.4196,1.5247,1.5625,1.4215,1.424,0.9801,1.2176,1.5228,1.1351,1.069,1.1503,1.195,1.263,1.3039,2.7066,1.1078,1.3039,1.2273,1.1421,1.1661,1.2802,1.3258,1.312,1.1145,1.2143,1.4573,1.5028,1.1842,1.103,1.2698,1.3327,1.3342,1.1503,1.1032,1.1238,1.5513,1.2905,1.3065,1.3847,1.0949,1.5743,1.1022,1.2038,1.0133,1.1877,1.1901
"52","1999-05-01",1.4349,1.3401,1.2302,1.2839,1.2736,1.1244,1.1166,1.3146,1.1437,1.2058,1.3289,1.2755,1.3759,1.3555,1.0628,1.0418,1.0997,1.1712,1.1686,1.0713,1.1767,1.0789,1.4435,1.3804,1.127,1.1198,1.4352,1.3325,1.4002,1.4078,1.4728,1.4189,1.4233,1.4255,1.3309,1.3816,1.1929,1.1604,1.1454,1.3381,1.3913,1.2003,1.2893,1.3179,1.1938,1.0894,1.0838,1.206,1.1265,1.2939,1.2713,1.1784,1.1177,1.1213,1.3834,1.3159,1.2167,1.3365,1.4396,1.4769,1.4352,1.2579,1.3272,1.2113,1.233,1.368,1.1955,1.2161,1.1459,1.1881,1.0799,1.1248,1.2007,1.1175,1.1596,1.11,1.168,1.0111,1.0817,1.0649,1.0597,1.1706,1.2463,1.1026,1.4903,1.5742,1.4153,1.6181,1.4636,1.464,1.3182,1.1323,1.1066,1.318,1.1892,1.439,1.4578,1.4286,1.4504,1.5459,1.6041,1.4543,1.4494,0.9542,1.211,1.5628,1.1836,1.0724,1.1468,1.1763,1.2753,1.3236,2.6203,1.1186,1.2913,1.2971,1.1376,1.1884,1.2823,1.3594,1.3768,1.1778,1.2314,1.5058,1.5018,1.2087,1.1023,1.2951,1.3402,1.3448,1.1246,1.1476,1.1549,1.5883,1.3204,1.299,1.3426,1.1051,1.624,1.1158,1.2219,0.988,1.2117,1.2056
"53","1999-06-01",1.4633,1.365,1.239,1.3294,1.2802,1.1156,1.1439,1.3365,1.1652,1.1989,1.3509,1.2995,1.3981,1.3746,1.0693,1.0058,1.1034,1.1824,1.173,1.0692,1.1788,1.072,1.4224,1.4094,1.1421,1.1248,1.5047,1.3444,1.4194,1.4264,1.4968,1.4643,1.4481,1.4473,1.3619,1.4093,1.1739,1.1885,1.1742,1.3475,1.397,1.2064,1.3044,1.32,1.2099,1.1175,1.0879,1.2048,1.1019,1.2653,1.2798,1.1863,1.1088,1.1132,1.4014,1.3247,1.2534,1.3848,1.4604,1.5126,1.4663,1.291,1.3383,1.2209,1.2506,1.3662,1.2177,1.2416,1.1574,1.1845,1.1016,1.1387,1.1906,1.1148,1.1555,1.1086,1.1827,1.0249,1.0921,1.0663,1.0884,1.1837,1.2695,1.1017,1.5979,1.6326,1.4226,1.6261,1.4927,1.4895,1.3231,1.1405,1.1094,1.3481,1.2238,1.4591,1.4843,1.4434,1.4788,1.5957,1.6158,1.4803,1.4534,0.9866,1.2327,1.5969,1.1749,1.0838,1.1045,1.2283,1.2826,1.296,2.9178,1.1286,1.2839,1.2765,1.1569,1.2174,1.3002,1.358,1.3826,1.1661,1.2538,1.5164,1.5712,1.2034,1.1043,1.302,1.3556,1.3624,1.1472,1.1345,1.1371,1.6134,1.335,1.3175,1.3634,1.1193,1.6534,1.1182,1.2436,1.009,1.1998,1.2242
"54","1999-07-01",1.4789,1.3919,1.2324,1.309,1.2972,1.1276,1.1386,1.3245,1.1671,1.2147,1.3705,1.3062,1.4123,1.3882,1.0428,1.0536,1.12,1.1759,1.1751,1.0724,1.1786,1.0737,1.4533,1.4075,1.1304,1.1274,1.5185,1.3499,1.4355,1.4563,1.5115,1.5054,1.447,1.4446,1.3805,1.44,1.1821,1.1705,1.168,1.3587,1.3911,1.2104,1.317,1.3321,1.2233,1.1334,1.096,1.1979,1.1327,1.2996,1.286,1.1595,1.1312,1.1591,1.4061,1.3519,1.2185,1.4024,1.4817,1.5386,1.4869,1.3288,1.3534,1.2631,1.2512,1.3894,1.2298,1.2615,1.1739,1.1786,1.1142,1.1193,1.2161,1.131,1.1528,1.1071,1.1905,1.0236,1.1102,1.0585,1.0766,1.2024,1.2855,1.1182,1.6053,1.5921,1.4404,1.6734,1.4881,1.5257,1.3436,1.1505,1.1274,1.3512,1.2464,1.4917,1.5021,1.4792,1.499,1.6138,1.6292,1.4841,1.4737,0.9547,1.2448,1.6015,1.1476,1.078,1.1334,1.2216,1.2854,1.399,2.9628,1.1042,1.3209,1.2603,1.1683,1.1962,1.2924,1.3836,1.3464,1.1294,1.2575,1.5452,1.6051,1.2377,1.1531,1.3093,1.3674,1.3721,1.1432,1.1427,1.1352,1.6941,1.3462,1.3397,1.3971,1.1158,1.6978,1.1474,1.2346,1.0227,1.2374,1.2043
"55","1999-08-01",1.4989,1.3926,1.2587,1.3495,1.3264,1.1333,1.1447,1.3638,1.1751,1.225,1.3882,1.3377,1.4476,1.4106,1.0925,1.033,1.1428,1.2107,1.2055,1.0643,1.1913,1.0897,1.4801,1.4407,1.1362,1.1296,1.5567,1.3813,1.4557,1.4934,1.5335,1.5432,1.4891,1.4714,1.3887,1.4866,1.2161,1.1734,1.171,1.3691,1.4334,1.2255,1.337,1.3655,1.2429,1.1206,1.1014,1.2193,1.1444,1.3505,1.3157,1.1894,1.1174,1.161,1.4356,1.3593,1.2271,1.4101,1.5034,1.5776,1.5147,1.3283,1.3941,1.2422,1.2656,1.403,1.243,1.2625,1.1958,1.211,1.1029,1.1334,1.2132,1.1157,1.1697,1.1175,1.1777,1.031,1.1116,1.0847,1.0812,1.1981,1.2954,1.1305,1.5885,1.6456,1.4823,1.7234,1.5057,1.5758,1.3439,1.1621,1.1192,1.3761,1.2712,1.5146,1.5284,1.5037,1.536,1.645,1.7018,1.5219,1.4936,0.9752,1.2867,1.6301,1.1803,1.0945,1.1534,1.2295,1.298,1.3724,2.733,1.1478,1.3221,1.3042,1.1842,1.2152,1.3223,1.3975,1.3841,1.1604,1.2755,1.562,1.6344,1.2391,1.1459,1.3334,1.3837,1.4154,1.1723,1.1582,1.1761,1.7284,1.3992,1.3622,1.3932,1.112,1.7458,1.1394,1.2265,1.0223,1.2373,1.2415
"56","1999-09-01",1.5336,1.4422,1.2553,1.3555,1.3322,1.1366,1.1559,1.3577,1.172,1.228,1.41,1.3526,1.4648,1.4393,1.045,1.0394,1.1298,1.2105,1.1627,1.0877,1.2065,1.0988,1.4979,1.4612,1.154,1.144,1.5703,1.4002,1.4856,1.5166,1.5697,1.564,1.5051,1.4991,1.4095,1.4957,1.2134,1.2133,1.1711,1.3931,1.4487,1.2576,1.3479,1.3874,1.2594,1.131,1.0892,1.2348,1.1667,1.3135,1.3057,1.2081,1.1221,1.1538,1.4693,1.3806,1.2925,1.4092,1.5367,1.5978,1.5306,1.3383,1.4096,1.255,1.2676,1.4226,1.2497,1.286,1.1862,1.2115,1.1085,1.1467,1.2378,1.1359,1.1801,1.1361,1.2045,1.0388,1.1071,1.0827,1.0915,1.2131,1.3029,1.1215,1.6431,1.684,1.4952,1.737,1.5493,1.5856,1.3816,1.1786,1.1187,1.4007,1.265,1.5466,1.5636,1.5292,1.5509,1.7255,1.7096,1.5432,1.5386,0.96,1.2665,1.6796,1.1841,1.1014,1.164,1.2291,1.3251,1.3703,2.9471,1.1206,1.3749,1.3091,1.1839,1.2257,1.3315,1.4216,1.4109,1.1996,1.2781,1.5771,1.6602,1.2374,1.1463,1.3776,1.3985,1.4108,1.1736,1.157,1.16,1.7983,1.4159,1.4032,1.3945,1.1118,1.7661,1.1554,1.2851,1.0188,1.2663,1.2533
"57","1999-10-01",1.561,1.444,1.2873,1.3466,1.3417,1.1366,1.1674,1.3851,1.1953,1.2471,1.4431,1.3743,1.4966,1.4706,1.0827,1.0549,1.1377,1.2224,1.1806,1.077,1.2148,1.0984,1.54,1.4939,1.1477,1.1609,1.6397,1.4323,1.5167,1.5408,1.5899,1.6266,1.5313,1.5064,1.4213,1.508,1.2119,1.1999,1.1829,1.4134,1.4764,1.2654,1.3705,1.4104,1.281,1.1327,1.1011,1.2571,1.1583,1.2907,1.3181,1.2125,1.1438,1.1763,1.484,1.4008,1.2875,1.4223,1.5369,1.6478,1.5788,1.3713,1.4142,1.286,1.2847,1.4526,1.2518,1.2903,1.1877,1.2119,1.095,1.1455,1.2529,1.1322,1.1686,1.1369,1.1994,1.0288,1.13,1.0842,1.1056,1.208,1.3355,1.1681,1.6742,1.7474,1.5335,1.7565,1.6001,1.6217,1.3966,1.1674,1.1561,1.4112,1.2895,1.573,1.5871,1.5571,1.5869,1.7203,1.7982,1.5787,1.5467,0.9762,1.3174,1.7116,1.178,1.1081,1.1725,1.2306,1.3206,1.4053,3.0797,1.1561,1.3853,1.3106,1.1982,1.2355,1.3559,1.4345,1.4342,1.1746,1.2899,1.5798,1.6732,1.2514,1.1591,1.3761,1.4314,1.4282,1.1911,1.166,1.1847,1.7962,1.453,1.4088,1.4187,1.1134,1.8397,1.1684,1.2668,1.0296,1.262,1.2565
"58","1999-11-01",1.5825,1.4793,1.3009,1.3659,1.3586,1.1432,1.1698,1.4006,1.2159,1.2534,1.4655,1.3939,1.5105,1.4853,1.0698,1.054,1.1378,1.2196,1.1961,1.09,1.2228,1.1064,1.5468,1.5074,1.1343,1.1541,1.6552,1.4563,1.5288,1.563,1.6179,1.635,1.5572,1.5519,1.4637,1.5574,1.215,1.2144,1.1781,1.4295,1.5098,1.278,1.3798,1.4131,1.3014,1.1457,1.1162,1.2817,1.142,1.2731,1.3514,1.2214,1.1585,1.1594,1.4979,1.4061,1.3228,1.4552,1.5999,1.6792,1.5913,1.4132,1.4514,1.3097,1.303,1.467,1.2758,1.2998,1.2219,1.2166,1.1607,1.1611,1.2452,1.1448,1.1973,1.1411,1.2452,1.033,1.1291,1.0881,1.1034,1.2264,1.3665,1.1555,1.6823,1.7731,1.5536,1.781,1.6252,1.6412,1.4129,1.1728,1.1455,1.4462,1.301,1.5907,1.6304,1.5882,1.6242,1.7537,1.8197,1.6169,1.5728,0.985,1.3274,1.7628,1.1886,1.1042,1.1712,1.21,1.3526,1.3959,2.5542,1.1513,1.3947,1.318,1.2059,1.2384,1.3593,1.4664,1.4503,1.194,1.3403,1.6282,1.7397,1.2781,1.1877,1.4206,1.4607,1.4786,1.1775,1.1672,1.1685,1.8529,1.4965,1.4204,1.4289,1.1141,1.88,1.1788,1.2886,1.0262,1.3017,1.2518
"59","1999-12-01",1.6101,1.4896,1.3161,1.418,1.3883,1.1643,1.1638,1.4196,1.2199,1.271,1.4815,1.4258,1.5305,1.5208,1.0644,1.0557,1.1591,1.2519,1.2138,1.1102,1.2392,1.1284,1.5933,1.5421,1.175,1.1523,1.6957,1.4618,1.5576,1.6002,1.6521,1.6589,1.5938,1.5825,1.4697,1.5679,1.2312,1.2024,1.2038,1.4693,1.5412,1.2942,1.4102,1.4513,1.3099,1.1665,1.14,1.2818,1.1582,1.3302,1.3518,1.2245,1.1917,1.1694,1.5222,1.4283,1.3467,1.4719,1.6301,1.7046,1.6505,1.4138,1.4983,1.2937,1.3103,1.5017,1.3004,1.3045,1.2152,1.2309,1.1457,1.1851,1.2739,1.1572,1.1943,1.1374,1.2269,1.0374,1.1317,1.0853,1.1069,1.2376,1.3721,1.1892,1.7548,1.8133,1.5884,1.8438,1.6298,1.6792,1.4246,1.1971,1.1435,1.4514,1.299,1.6239,1.6479,1.619,1.6581,1.8227,1.831,1.6526,1.61,0.9854,1.3486,1.7789,1.2118,1.1164,1.1647,1.2269,1.376,1.391,3.1577,1.1517,1.4308,1.3475,1.2239,1.2868,1.4021,1.4925,1.5029,1.2307,1.3427,1.6648,1.726,1.2698,1.1694,1.4329,1.4766,1.4843,1.219,1.1641,1.1786,1.8734,1.518,1.4595,1.4695,1.1552,1.9227,1.1681,1.3204,1.0566,1.2859,1.2992
"60","2000-01-01",1.6278,1.4991,1.3079,1.4237,1.3924,1.098,1.1908,1.4235,1.1879,1.2924,1.4965,1.4298,1.5484,1.5251,1.0628,1.0583,1.1374,1.2528,1.207,1.1007,1.228,1.1134,1.5918,1.5652,1.1753,1.1633,1.7316,1.4866,1.5684,1.6244,1.662,1.7077,1.5851,1.5664,1.501,1.5536,1.2341,1.2248,1.2111,1.48,1.5358,1.3027,1.4383,1.4544,1.3302,1.1725,1.1548,1.2402,1.1393,1.3496,1.3824,1.2993,1.1486,1.1634,1.5517,1.4582,1.3536,1.5137,1.6733,1.7273,1.6202,1.4439,1.4849,1.2803,1.3145,1.5079,1.259,1.3422,1.2165,1.231,1.1119,1.1713,1.2756,1.1593,1.1931,1.1375,1.229,1.054,1.1341,1.0818,1.0982,1.2305,1.3797,1.1758,1.7261,1.813,1.5921,1.8255,1.6549,1.687,1.4351,1.1829,1.1814,1.4675,1.3147,1.647,1.6675,1.6253,1.6678,1.8079,1.8407,1.6428,1.6096,0.9732,1.3629,1.7742,1.2313,1.1058,1.1767,1.269,1.3533,1.4352,3.0595,1.1306,1.4428,1.3648,1.2044,1.2573,1.4018,1.5129,1.4678,1.2263,1.3615,1.6097,1.7627,1.2925,1.1848,1.4152,1.482,1.5108,1.2088,1.209,1.1911,1.9353,1.5363,1.4695,1.4926,1.1323,1.926,1.1733,1.3329,1.0254,1.3342,1.3083
"61","2000-02-01",1.6506,1.5097,1.3252,1.4145,1.4033,1.1924,1.2061,1.4254,1.2217,1.2904,1.5089,1.447,1.5621,1.5489,1.1169,1.0633,1.1357,1.2528,1.2498,1.1125,1.245,1.117,1.603,1.5833,1.1503,1.1884,1.7759,1.5027,1.5816,1.6123,1.7005,1.7149,1.6207,1.6146,1.4981,1.568,1.2198,1.2207,1.1901,1.4757,1.5374,1.3318,1.4495,1.4731,1.3184,1.1692,1.1209,1.2727,1.1721,1.3538,1.3942,1.2148,1.1997,1.1734,1.5603,1.4556,1.3521,1.5036,1.707,1.7369,1.6717,1.4749,1.4792,1.3233,1.344,1.5224,1.3126,1.3293,1.2349,1.257,1.1587,1.1767,1.2786,1.1596,1.1985,1.151,1.2074,1.0518,1.1254,1.0879,1.1041,1.2459,1.3954,1.1743,1.8121,1.8618,1.6108,1.8638,1.7078,1.7213,1.4165,1.1978,1.1609,1.4841,1.3391,1.6597,1.6893,1.6539,1.6948,1.9131,1.8457,1.6742,1.6485,0.9858,1.385,1.8143,1.2096,1.128,1.1885,1.2612,1.3755,1.4415,3.5322,1.1222,1.476,1.4235,1.2333,1.2762,1.4236,1.5087,1.5206,1.2137,1.3879,1.6924,1.7573,1.2871,1.2184,1.4576,1.5026,1.5328,1.1893,1.1637,1.1811,1.9383,1.5488,1.5139,1.5298,1.1463,1.8991,1.1956,1.3315,1.0206,1.3195,1.3308
"62","2000-03-01",1.6805,1.5461,1.3308,1.4343,1.4204,1.1726,1.1941,1.4496,1.2059,1.3051,1.541,1.4653,1.5936,1.545,1.1031,1.0648,1.1501,1.2736,1.2586,1.1265,1.2609,1.1277,1.6325,1.6174,1.1987,1.1793,1.7819,1.5309,1.6287,1.6622,1.7406,1.7612,1.652,1.6242,1.534,1.6196,1.2312,1.2141,1.2107,1.5161,1.5948,1.3489,1.4697,1.491,1.3462,1.1771,1.1495,1.285,1.1741,1.3684,1.3688,1.246,1.1786,1.1814,1.5783,1.4921,1.416,1.5409,1.6919,1.7774,1.6988,1.4607,1.5426,1.3288,1.3547,1.5504,1.3288,1.3731,1.2515,1.2586,1.149,1.1784,1.3019,1.1687,1.2092,1.1541,1.2431,1.0612,1.1499,1.0991,1.1168,1.2775,1.4309,1.2027,1.8571,1.8988,1.6561,1.8985,1.7292,1.7285,1.4874,1.1807,1.1606,1.5211,1.3524,1.6897,1.7098,1.6822,1.7178,1.9408,1.8724,1.7055,1.6726,0.9875,1.3905,1.8372,1.2364,1.1594,1.2134,1.2904,1.4078,1.3939,3.3906,1.1585,1.4916,1.4261,1.2386,1.3287,1.4505,1.5779,1.5349,1.2068,1.4109,1.6598,1.812,1.3283,1.2222,1.4793,1.5412,1.5239,1.2282,1.1916,1.2002,1.9951,1.5836,1.5449,1.5262,1.1421,2.0075,1.2152,1.3612,1.0632,1.3116,1.3546
"63","2000-04-01",1.6986,1.5859,1.3578,1.4713,1.436,1.1651,1.2011,1.4707,1.2476,1.2966,1.5676,1.479,1.622,1.6018,1.088,1.0814,1.1687,1.2783,1.2385,1.1262,1.2659,1.1391,1.6925,1.6393,1.1949,1.1824,1.8314,1.5651,1.6446,1.6994,1.7756,1.7806,1.6889,1.6869,1.5693,1.659,1.247,1.2437,1.222,1.5471,1.5869,1.3553,1.493,1.5275,1.3512,1.1824,1.146,1.3022,1.1815,1.3971,1.4002,1.2773,1.2071,1.1919,1.5941,1.5386,1.4241,1.5623,1.7267,1.8372,1.7213,1.4973,1.5476,1.3561,1.3503,1.581,1.3542,1.3754,1.2519,1.2866,1.1415,1.1775,1.3186,1.1629,1.217,1.1432,1.2329,1.0583,1.1529,1.1076,1.1399,1.2782,1.4433,1.1746,1.816,1.8907,1.6789,1.9774,1.7505,1.7865,1.4843,1.2126,1.1873,1.5405,1.3843,1.7037,1.7509,1.7178,1.7695,1.9406,1.941,1.7378,1.697,1.0188,1.4234,1.9234,1.2484,1.1685,1.1954,1.275,1.405,1.4015,3.4727,1.1819,1.5085,1.3584,1.2537,1.2972,1.4771,1.5692,1.5737,1.2201,1.4349,1.7219,1.8683,1.3426,1.2552,1.4945,1.5754,1.6032,1.2353,1.229,1.2119,2.0689,1.6349,1.5761,1.5553,1.1263,2.0541,1.2155,1.4016,1.041,1.339,1.3519
"64","2000-05-01",1.7373,1.5923,1.3595,1.4783,1.4581,1.2029,1.2282,1.48,1.273,1.3019,1.5989,1.5152,1.657,1.5977,1.1118,1.1088,1.1679,1.2934,1.2402,1.1391,1.2784,1.1281,1.6947,1.665,1.2055,1.1794,1.8649,1.5875,1.6817,1.7072,1.8019,1.7964,1.6901,1.6916,1.5708,1.6868,1.2502,1.2299,1.2217,1.5733,1.6204,1.362,1.5257,1.5486,1.3344,1.1873,1.1552,1.333,1.1771,1.4448,1.4098,1.2948,1.2436,1.2154,1.6347,1.5452,1.4657,1.6009,1.7776,1.8567,1.759,1.5071,1.5845,1.3724,1.3725,1.5963,1.3515,1.3933,1.2508,1.3004,1.1862,1.2104,1.3301,1.1732,1.2384,1.1691,1.2136,1.0566,1.1449,1.1298,1.1407,1.2887,1.4808,1.2314,1.8612,1.9544,1.7432,1.9714,1.7984,1.7995,1.5135,1.1801,1.1772,1.5568,1.4134,1.7492,1.7591,1.7389,1.7946,1.9873,1.9759,1.7557,1.7243,1.011,1.435,1.9319,1.246,1.1651,1.2288,1.2928,1.4358,1.393,3.1625,1.1651,1.5387,1.3858,1.2721,1.3165,1.4925,1.5896,1.5775,1.2237,1.462,1.7752,1.8861,1.3268,1.2886,1.5152,1.5985,1.5955,1.2474,1.217,1.2143,2.0633,1.6426,1.6002,1.5803,1.1245,2.0685,1.2305,1.4247,1.059,1.3512,1.3901
"65","2000-06-01",1.7584,1.6182,1.3923,1.5219,1.4917,1.194,1.2564,1.506,1.2614,1.3299,1.6224,1.5173,1.6771,1.6391,1.1176,1.1072,1.1958,1.3054,1.2776,1.1353,1.299,1.1533,1.7278,1.6961,1.1934,1.1948,1.9006,1.6192,1.7191,1.7566,1.8262,1.8545,1.7225,1.7112,1.6215,1.7047,1.2662,1.2418,1.214,1.5807,1.6567,1.3962,1.536,1.5826,1.3894,1.2,1.1619,1.3242,1.2047,1.375,1.4283,1.2719,1.2424,1.2483,1.653,1.5856,1.4819,1.6407,1.8158,1.8989,1.7908,1.5343,1.6179,1.3866,1.397,1.6224,1.3629,1.3996,1.241,1.3054,1.1939,1.207,1.3473,1.1926,1.2359,1.1712,1.2514,1.0584,1.1607,1.1154,1.1421,1.3102,1.4983,1.3024,1.9756,1.9056,1.737,2.0039,1.8279,1.85,1.5282,1.2395,1.1929,1.5848,1.4152,1.7774,1.8081,1.7782,1.8381,2.0412,1.9507,1.796,1.762,0.9865,1.4559,1.9884,1.2559,1.1823,1.2303,1.3218,1.4608,1.4913,3.4164,1.1982,1.5684,1.4005,1.2963,1.3318,1.542,1.6053,1.6207,1.2786,1.4861,1.7867,1.9058,1.3841,1.2842,1.5487,1.626,1.6284,1.2639,1.2359,1.2429,2.1227,1.6851,1.6495,1.6207,1.1492,2.1312,1.2454,1.4255,1.0267,1.3898,1.4236
