"","Date","Hertfordshire","Central Bedfordshire","Birmingham","Solihull","Worcestershire","Sandwell","Walsall","Warwickshire","Dudley","Staffordshire CC","Bath and North East Somerset, North Somerset and South Gloucestershire","Somerset","Wiltshire","Dorset CC","Blackburn with Darwen","East Lancashire","Mid Lancashire","North Yorkshire CC","Chorley and West Lancashire","Bradford","Leeds","Calderdale and Kirklees","Bournemouth and Poole","Central Hampshire","Greater Manchester North East","Greater Manchester North West","Brighton and Hove","East Sussex CC","West Sussex (South West)","West Sussex (North East)","Bromley","Lewisham and Southwark","West Kent","Bexley and Greenwich","Kent Thames Gateway","Bristol, City of","East Cumbria","West Cumbria","Northumberland","Cambridgeshire CC","West Essex","North and West Norfolk","Suffolk","Essex Haven Gateway","Cardiff and Vale of Glamorgan","Gwent Valleys","Central Valleys","Monmouthshire and Newport","Bridgend and Neath Port Talbot","Powys","Cheshire West and Chester","Flintshire and Wrexham","Wirral","Conwy and Denbighshire","Heart of Essex","Essex Thames Gateway","Thurrock","Barking & Dagenham and Havering","Croydon","Merton, Kingston upon Thames and Sutton","East Surrey","East Kent","Mid Kent","Coventry","Leicestershire CC and Rutland","West Northamptonshire","Cheshire East","Shropshire CC","Derby","South and West Derbyshire","East Derbyshire","North Nottinghamshire","South Nottinghamshire","Durham CC","Tyneside","Sunderland","Darlington","Hartlepool and Stockton-on-Tees","Barnsley, Doncaster and Rotherham","North and North East Lincolnshire","East Riding of Yorkshire","Lincolnshire","Devon CC","Wolverhampton","Hackney and Newham","Camden and City of London","Redbridge and Waltham Forest","Haringey and Islington","Enfield","Barnet","Cornwall and Isles of Scilly","Blackpool","Lancaster and Wyre","Gloucestershire","Herefordshire, County of","Oxfordshire","West Surrey","North Hampshire","Berkshire","Brent","Ealing","Harrow and Hillingdon","Buckinghamshire CC","Kingston upon Hull, City of","Breckland and South Norfolk","Hounslow and Richmond upon Thames","Liverpool","East Merseyside","Sefton","Leicester","North Northamptonshire","Gwynedd","Isle of Anglesey","Wakefield","Luton","Manchester","Greater Manchester South East","Greater Manchester South West","Medway","Milton Keynes","Bedford","Nottingham","Norwich and East Norfolk","Westminster","Kensington & Chelsea and Hammersmith & Fulham","Peterborough","Plymouth","Portsmouth","South Hampshire","Isle of Wight","Sheffield","Swansea","South West Wales","Lambeth","Swindon","Southampton","Southend-on-Sea","Stoke-on-Trent","Wandsworth","Telford and Wrekin","Torbay","South Teesside","Warrington","York"
"147","2007-04-01",3.2272,3.1802,2.8422,2.8714,3.0001,2.6797,2.6755,2.974,2.7609,2.9011,3.3359,3.268,3.1487,3.3008,2.5627,2.5455,2.7623,3.0514,2.9018,2.6109,2.9299,2.7016,3.37,3.1039,2.7386,2.7965,3.8948,3.1935,3.3984,3.1659,3.2756,3.6188,3.1406,3.2957,3.2359,3.5913,2.9748,3.0291,2.9522,3.1664,3.0993,3.1234,3.2168,3.2518,2.9245,2.7834,2.578,2.8803,2.5876,2.775,2.9755,3.0224,2.8841,2.8978,3.2998,3.2258,3.0162,3.3436,3.4075,3.4085,3.0865,3.3262,3.0598,3.0082,3.0159,3.1541,2.8055,3.1257,3.0007,2.9479,2.8347,2.7438,2.8191,2.7008,2.8934,2.7307,2.8909,2.4341,2.8379,2.6496,2.7889,2.9834,3.3146,2.7254,3.787,3.5476,3.5443,3.851,3.3272,3.2955,3.6351,2.7432,2.7635,3.2323,3.0143,3.2414,3.0841,3.0658,3.0769,3.7139,3.5629,3.2765,3.1445,2.4106,3.1983,3.4004,2.8426,2.703,2.8362,3.0677,3.1211,3.5292,3.4662,2.8592,3.2301,2.8517,2.8861,2.8917,3.1038,3.2411,3.2266,2.6425,3.3359,3.1972,3.4062,3.0712,3.1395,3.1594,3.201,3.5289,3.0346,2.7905,3.1009,3.8734,2.8416,3.1522,3.4809,2.6371,3.8286,2.8436,3.1581,2.4828,2.9339,3.1831
"148","2007-05-01",3.271,3.1421,2.9141,2.8873,3.0126,2.6672,2.7349,2.98,2.7566,2.9344,3.4083,3.2505,3.1688,3.3362,2.5054,2.5399,2.7756,3.047,2.9054,2.6195,2.9439,2.7211,3.4058,3.1626,2.7621,2.799,3.9594,3.2546,3.4203,3.2253,3.3012,3.6055,3.2127,3.3406,3.2609,3.6508,2.99,2.9871,2.9601,3.2091,3.1711,3.1139,3.2231,3.2604,2.9437,2.7913,2.6338,2.9818,2.629,2.838,3.0335,3.0069,2.819,2.9314,3.3235,3.2769,3.0664,3.4269,3.3691,3.5102,3.1436,3.3138,3.1286,3.0755,3.0397,3.1833,2.8402,3.1133,3.0288,2.9519,2.8278,2.7611,2.7895,2.7171,2.9079,2.7914,2.8841,2.5197,2.8099,2.6786,2.8018,2.9957,3.3461,2.7679,3.8664,3.6126,3.605,3.8349,3.3919,3.359,3.6817,2.7578,2.844,3.2355,3.0217,3.2876,3.126,3.0669,3.1142,3.7815,3.5594,3.2834,3.1653,2.4718,3.2446,3.4759,2.9955,2.6866,2.8368,3.1129,3.1673,3.456,3.1882,2.8436,3.2508,2.8324,2.877,2.8979,3.1379,3.294,3.2475,2.6709,3.3419,3.3003,3.4552,3.047,3.1883,3.1451,3.2073,3.5933,3.0587,2.8166,3.0622,3.9502,2.8795,3.1421,3.5195,2.6778,3.8256,2.841,3.2026,2.5444,2.9321,3.2446
"149","2007-06-01",3.3139,3.2396,2.9337,2.9095,3.0575,2.7094,2.7057,3.0003,2.7744,2.9395,3.402,3.2806,3.2187,3.3668,2.6698,2.5334,2.7808,3.1158,2.912,2.665,2.9643,2.7231,3.4276,3.2053,2.7762,2.8437,4.0307,3.2542,3.4674,3.2684,3.3551,3.7167,3.2743,3.4287,3.2995,3.6282,3.0145,3.0904,2.9886,3.2228,3.2035,3.2094,3.2622,3.3015,2.9723,2.8295,2.6876,2.9455,2.6281,2.7996,3.0608,3.0447,2.9076,2.9025,3.3893,3.2845,3.1111,3.5076,3.4173,3.5127,3.2199,3.3634,3.125,3.0535,3.0391,3.2061,2.8601,3.1442,3.0578,2.9928,2.8593,2.7513,2.8605,2.7411,2.9515,2.8014,2.8444,2.5355,2.8416,2.6948,2.8335,2.9997,3.4006,2.7582,3.9792,3.7376,3.6384,3.9638,3.4267,3.4003,3.7501,2.7464,2.8349,3.2942,3.0597,3.3003,3.1713,3.1129,3.1555,3.8547,3.6491,3.3114,3.2063,2.4767,3.2718,3.6123,2.9408,2.7223,2.7987,3.1124,3.1857,3.5568,3.5835,2.8673,3.2768,2.8859,2.901,2.9013,3.1798,3.3554,3.2738,2.6761,3.3838,3.329,3.5588,3.1054,3.1562,3.1535,3.2222,3.622,3.0369,2.8013,3.1114,3.9822,2.9348,3.1353,3.5072,2.6581,3.9168,2.9058,3.1486,2.5138,3.0312,3.2424
"150","2007-07-01",3.3171,3.2127,2.9003,2.9081,3.0639,2.6806,2.7032,3.0235,2.8017,2.8999,3.4338,3.323,3.2435,3.3848,2.634,2.5989,2.8382,3.0733,2.887,2.6675,2.9703,2.7352,3.4722,3.2293,2.8092,2.8725,4.0473,3.3129,3.4981,3.3052,3.41,3.7952,3.2506,3.4004,3.3527,3.711,3.0671,3.0282,2.9338,3.2636,3.2172,3.1528,3.2721,3.3138,2.9959,2.7865,2.6329,2.9828,2.6344,2.7835,3.0658,3.0703,2.8835,2.9565,3.3582,3.3196,3.1318,3.4522,3.4454,3.6081,3.2219,3.3598,3.1502,3.0315,3.0778,3.213,2.8833,3.1338,3.0681,3.0183,2.8733,2.7966,2.8562,2.7674,2.903,2.7709,2.8935,2.5315,2.8137,2.7438,2.8522,3.0356,3.4124,2.7878,3.9352,3.7635,3.7146,4.0194,3.5035,3.4321,3.7511,2.7917,2.8186,3.2716,3.0779,3.3135,3.1947,3.1454,3.1739,3.9216,3.7156,3.3295,3.1935,2.4425,3.2786,3.5695,2.9407,2.7274,2.8423,3.1418,3.2216,3.4719,3.5508,2.8855,3.2571,2.9177,2.8766,2.9173,3.1921,3.3358,3.2436,2.6428,3.3966,3.4017,3.5922,3.0707,3.1798,3.2305,3.2405,3.5295,3.0582,2.8821,3.1471,4.1129,2.9023,3.1776,3.5196,2.6724,4.0059,2.9072,3.208,2.496,2.9821,3.2658
"151","2007-08-01",3.3567,3.2635,2.8846,2.9193,3.068,2.6945,2.7704,3.0207,2.8104,2.9308,3.4223,3.3374,3.2376,3.3969,2.6485,2.5978,2.7903,3.0979,2.9165,2.6715,2.9868,2.7966,3.4708,3.2255,2.7954,2.9127,4.1492,3.326,3.5235,3.3378,3.4506,3.8198,3.2525,3.44,3.3691,3.7095,3.072,3.1546,2.9458,3.2707,3.2327,3.2196,3.2955,3.3585,2.958,2.8359,2.7076,2.9929,2.6744,2.8659,3.0548,3.1053,2.9323,3.0168,3.414,3.3774,3.1786,3.5017,3.5205,3.6669,3.278,3.3953,3.2142,3.0836,3.0795,3.2192,2.8619,3.149,3.0927,2.998,2.8735,2.7813,2.8144,2.7655,2.9327,2.764,2.9289,2.5677,2.8424,2.7541,2.808,3.0209,3.414,2.8173,4.0174,3.8662,3.7495,4.0654,3.5301,3.4394,3.7206,2.7819,2.8537,3.2722,3.0823,3.3534,3.2272,3.1751,3.2026,3.9577,3.7386,3.3561,3.2496,2.4681,3.3223,3.6038,3.0229,2.7187,2.8591,3.1642,3.2044,3.4676,3.704,2.8616,3.3044,2.888,2.9344,2.9492,3.2116,3.3618,3.293,2.6327,3.4237,3.4721,3.6701,3.0659,3.2045,3.1799,3.2633,3.6386,3.0904,2.8231,3.1476,4.135,2.9603,3.1865,3.5445,2.7014,4.0791,2.909,3.2375,2.5253,3.0221,3.2806
"152","2007-09-01",3.3685,3.2641,2.9066,2.9587,3.0721,2.7202,2.7313,3.0025,2.7731,2.9579,3.4882,3.3334,3.2499,3.4089,2.6659,2.6233,2.8041,3.1368,2.9337,2.6659,2.9916,2.7341,3.4887,3.2516,2.8194,2.8454,4.0859,3.3405,3.5296,3.3352,3.475,3.8392,3.2771,3.4596,3.3659,3.748,3.0605,3.1405,3.0069,3.2805,3.2924,3.1826,3.3242,3.3383,2.9958,2.9103,2.6966,2.9841,2.6876,2.9287,3.0458,3.1497,2.879,2.9969,3.4455,3.3748,3.2129,3.5321,3.5457,3.6834,3.2853,3.3879,3.1865,3.1281,3.0917,3.2366,2.9206,3.1975,3.0439,3.0231,2.8797,2.8147,2.8683,2.7807,2.9655,2.7688,3.0078,2.5496,2.9005,2.7456,2.845,3.0683,3.4295,2.8572,4.003,3.8986,3.7988,4.0461,3.5417,3.45,3.7582,2.7951,2.8554,3.315,3.106,3.3517,3.2498,3.1753,3.202,4.0445,3.8087,3.4231,3.2524,2.4997,3.292,3.6257,2.925,2.7256,2.888,3.1346,3.2347,3.4283,3.7147,2.9333,3.385,2.9031,2.9333,2.9668,3.2311,3.4476,3.3505,2.6459,3.4276,3.4426,3.7119,3.116,3.2398,3.1839,3.2873,3.6508,3.09,2.8722,3.148,4.1123,2.9363,3.1762,3.5966,2.7747,4.0447,2.9481,3.2473,2.5295,3.0375,3.2573
"153","2007-10-01",3.38,3.3033,2.8951,2.9452,3.0548,2.7355,2.7552,3.048,2.8023,2.9781,3.4573,3.3736,3.2511,3.4136,2.4999,2.592,2.8283,3.1354,2.9295,2.686,3.0038,2.7333,3.5351,3.2685,2.8416,2.8994,4.1283,3.3433,3.5424,3.3543,3.465,3.8863,3.3237,3.4907,3.3596,3.7467,3.0847,3.1728,3.0273,3.2987,3.3147,3.2327,3.3173,3.3435,2.9615,2.8759,2.7238,3.0109,2.7286,2.8077,3.0911,3.0944,2.8978,2.9312,3.4585,3.4022,3.1621,3.5455,3.5679,3.678,3.3035,3.4176,3.2004,3.0678,3.0714,3.2243,2.9322,3.1342,3.0672,2.9734,2.8785,2.8337,2.8507,2.7591,2.9467,2.7645,2.9567,2.5948,2.8483,2.7831,2.8642,3.0241,3.4287,2.904,4.0993,3.8576,3.7387,4.1415,3.5795,3.5223,3.7922,2.8065,2.8427,3.2771,3.0543,3.3309,3.2557,3.2004,3.2198,3.9514,3.7868,3.4418,3.2344,2.4654,3.2902,3.6117,2.8829,2.7656,2.8415,3.1415,3.2063,3.4134,3.8086,2.8907,3.3135,2.9063,2.9309,2.9802,3.2408,3.4223,3.3602,2.7163,3.3981,3.4494,3.7172,3.1168,3.2753,3.2392,3.2581,3.6498,3.0688,2.8863,3.2149,4.145,2.944,3.1797,3.6294,2.7005,4.0521,2.9128,3.215,2.5539,3.0408,3.2519
"154","2007-11-01",3.3807,3.305,2.9145,2.9715,3.0991,2.7792,2.729,3.0322,2.8283,2.9737,3.4474,3.3483,3.2709,3.4791,2.6837,2.6203,2.8415,3.1108,2.9434,2.6729,3.0085,2.7741,3.4769,3.2953,2.8501,2.87,4.1401,3.3919,3.5574,3.3566,3.5177,3.9116,3.3139,3.5044,3.3893,3.7353,3.0628,3.1219,3.025,3.305,3.3008,3.1985,3.319,3.3568,3.066,2.8526,2.7065,3.0054,2.7145,2.8886,3.1078,3.04,2.8995,2.9396,3.4361,3.3927,3.2174,3.5302,3.5539,3.6615,3.2801,3.457,3.2618,3.0911,3.0796,3.222,2.8736,3.1611,3.0626,2.9817,2.8876,2.7997,2.9055,2.8003,2.9332,2.748,2.8787,2.538,2.8829,2.7143,2.8533,3.0633,3.4278,2.8536,4.0825,3.9122,3.8143,4.0862,3.5749,3.5486,3.7784,2.8205,2.8898,3.2885,3.1146,3.3694,3.2671,3.2116,3.2373,3.9957,3.7552,3.4634,3.2565,2.4926,3.3545,3.6763,2.9508,2.6961,2.8742,3.0959,3.246,3.4073,3.6028,2.8823,3.3156,2.9267,2.9512,2.9602,3.2317,3.3474,3.2991,2.66,3.416,3.532,3.7479,3.1032,3.2023,3.2346,3.2526,3.6712,3.0939,2.901,3.1611,4.2441,2.9411,3.1954,3.6228,2.7203,4.061,2.8998,3.2729,2.5591,2.9713,3.2549
"155","2007-12-01",3.3931,3.2717,2.9358,2.9119,3.0753,2.7864,2.6605,3.034,2.8057,2.9311,3.4319,3.3589,3.2793,3.4838,2.5475,2.595,2.8418,3.1805,2.9788,2.6894,3.0221,2.8169,3.5035,3.2778,2.8281,2.9119,4.0915,3.3976,3.5599,3.381,3.5059,3.905,3.3319,3.5124,3.4486,3.7421,3.0556,3.1773,3.0201,3.2548,3.3297,3.2441,3.3178,3.3781,3.0467,2.834,2.711,3.0215,2.7353,2.9454,3.0752,3.1334,2.8282,2.9408,3.448,3.4642,3.2782,3.547,3.5686,3.6958,3.356,3.4715,3.2187,3.1336,3.0784,3.2268,2.8449,3.1477,3.1498,2.9769,2.8567,2.8172,2.9032,2.7923,2.973,2.7836,2.9222,2.574,2.8687,2.7469,2.8604,3.0258,3.4245,2.8116,4.0987,3.8243,3.8281,4.079,3.5827,3.4883,3.7496,2.8064,2.8248,3.2975,3.0475,3.3587,3.2526,3.2055,3.2333,4.0408,3.8082,3.4613,3.2877,2.5471,3.3611,3.6288,2.9924,2.7728,2.8537,3.1543,3.2546,3.3582,4.0125,2.8978,3.3463,2.9006,2.9309,2.9699,3.2754,3.3859,3.3221,2.5906,3.4375,3.5744,3.7213,3.0984,3.1998,3.1338,3.2685,3.6278,3.1177,2.8343,3.1561,4.1321,2.9243,3.2183,3.6029,2.7401,4.0168,2.9132,3.2016,2.6023,3.0213,3.2936
"156","2008-01-01",3.3957,3.2354,2.9489,2.9216,3.0314,2.6857,2.7749,2.9878,2.7416,2.931,3.4063,3.2973,3.2332,3.3638,2.617,2.5564,2.7616,3.0803,2.9284,2.6788,2.9629,2.7543,3.4792,3.2633,2.8046,2.8691,4.074,3.3668,3.5449,3.3743,3.544,3.8433,3.2837,3.5011,3.3612,3.7158,3.0622,3.0922,2.9724,3.2313,3.2493,3.2233,3.3002,3.3304,2.9193,2.8651,2.6519,3.0536,2.7147,2.8916,3.124,3.1195,2.8696,2.8446,3.4938,3.4403,3.2315,3.5663,3.5509,3.6583,3.327,3.4289,3.2266,3.0885,3.0153,3.1619,2.8414,3.1103,3.033,2.9532,2.8057,2.7601,2.7998,2.776,2.8906,2.7236,2.9457,2.4884,2.8893,2.7773,2.8513,3.0299,3.4431,2.8049,4.1812,3.8123,3.8225,4.0768,3.6441,3.5161,3.7227,2.6936,2.8235,3.2812,3.0606,3.3408,3.2662,3.148,3.2211,3.989,3.7939,3.4609,3.2521,2.5067,3.2999,3.6255,2.9698,2.6929,2.8668,3.1402,3.1742,3.4781,3.8997,2.9041,3.315,2.9383,2.925,2.9592,3.212,3.4071,3.3045,2.608,3.2754,3.5661,3.6583,3.1179,3.2442,3.2285,3.266,3.6971,3.0675,2.8,3.1247,4.1768,2.8979,3.1455,3.6596,2.6768,3.9724,2.905,3.126,2.5599,2.851,3.1714
"157","2008-02-01",3.3672,3.2254,2.9001,2.8837,3.0375,2.6929,2.7682,2.989,2.7986,2.9098,3.39,3.3308,3.2553,3.438,2.5804,2.616,2.8282,3.1208,2.9452,2.6769,2.9756,2.758,3.4704,3.2615,2.8243,2.7825,4.1847,3.3543,3.5475,3.3771,3.4916,3.8732,3.294,3.4994,3.3548,3.635,3.0227,3.1073,3.0062,3.2001,3.3172,3.2385,3.2957,3.3571,2.945,2.8156,2.6636,3.1003,2.7128,2.9469,2.9784,3.0791,2.8979,2.907,3.3946,3.4297,3.2341,3.5324,3.5888,3.6468,3.3143,3.4442,3.178,3.1543,3.0186,3.1684,2.8273,3.1048,2.9987,2.9619,2.9082,2.7874,2.7875,2.7232,2.8856,2.8374,2.8396,2.5016,2.8499,2.7237,2.8102,2.9926,3.4178,2.7846,4.1709,4.002,3.7969,4.1022,3.6335,3.5307,3.7725,2.761,2.7988,3.28,3.099,3.3216,3.2405,3.1297,3.1935,4.0936,3.8143,3.441,3.2716,2.4647,3.2919,3.6617,2.8985,2.6906,2.8653,3.1028,3.1699,3.506,4.0945,2.8352,3.3181,2.9383,2.9533,2.8938,3.2183,3.3621,3.2383,2.5931,3.4133,3.5355,3.6502,3.0399,3.2087,3.164,3.2456,3.6476,3.0783,2.7883,3.1896,4.0984,2.8825,3.1477,3.6126,2.7548,4.0091,2.8777,3.2224,2.5282,2.9364,3.2446
"158","2008-03-01",3.3535,3.228,2.861,2.8662,3.0083,2.6651,2.7343,2.9786,2.6815,2.9237,3.3906,3.3144,3.2041,3.3804,2.6397,2.6005,2.7753,3.0396,2.9302,2.665,2.9695,2.7372,3.4163,3.2008,2.8218,2.8016,4.0558,3.3671,3.4946,3.3115,3.4287,3.8452,3.2864,3.514,3.3629,3.6803,3.0632,3.1684,3.0128,3.2182,3.2915,3.1641,3.2603,3.3146,2.9274,2.7947,2.6485,3.007,2.6661,2.9135,3.0788,3.0549,2.8472,2.9236,3.4265,3.4352,3.1816,3.5584,3.5687,3.6337,3.302,3.343,3.1772,3.008,3.0443,3.1313,2.8547,3.0732,2.9639,2.9774,2.8491,2.7036,2.803,2.7621,2.8843,2.7338,2.8312,2.5455,2.8633,2.7354,2.8776,2.9762,3.3908,2.7788,4.1984,3.7186,3.7322,4.0378,3.5723,3.4037,3.6771,2.7497,2.853,3.2436,2.9768,3.2899,3.2521,3.1343,3.1988,4.0551,3.8344,3.398,3.2404,2.5532,3.325,3.5766,2.965,2.6853,2.9183,3.106,3.1764,3.4426,3.9134,2.8663,3.2795,2.8879,2.877,2.8829,3.2003,3.3138,3.243,2.6164,3.3268,3.4269,3.6039,3.0774,3.1493,3.1501,3.2473,3.5818,3.0466,2.7822,3.1449,4.0633,2.8909,3.1521,3.5991,2.7692,4.0896,2.8854,3.2177,2.556,3.0233,3.1693
"159","2008-04-01",3.3437,3.2382,2.8413,2.8841,2.9916,2.7304,2.7022,2.9745,2.8152,2.9252,3.3613,3.2936,3.2342,3.4064,2.7065,2.6463,2.814,3.0605,2.9411,2.6457,2.9397,2.7367,3.4719,3.2351,2.8359,2.8565,4.0343,3.3254,3.5099,3.2922,3.4841,3.8881,3.3518,3.4917,3.3256,3.6366,3.0737,3.122,3.0234,3.1774,3.3045,3.2051,3.238,3.3353,2.9416,2.7886,2.6448,3.0191,2.7283,2.8735,3.026,3.0319,2.9245,2.9431,3.4463,3.3774,3.1842,3.5726,3.5431,3.6428,3.2699,3.4078,3.2419,2.9968,3.0364,3.1461,2.8789,3.0264,3.0181,2.9151,2.8643,2.7557,2.8096,2.8321,2.8923,2.8056,2.8266,2.5504,2.8781,2.7586,2.8675,3.0264,3.4074,2.8124,4.2286,3.7591,3.7496,4.0198,3.6144,3.4995,3.7498,2.6901,2.8405,3.1882,3.0566,3.2755,3.2301,3.144,3.1702,4.0434,3.7759,3.453,3.2635,2.561,3.3197,3.6099,2.9939,2.699,2.8728,3.1233,3.1395,3.346,1.2268,2.8817,3.3376,2.7619,2.9403,2.9527,3.2343,3.3798,3.2431,2.5995,3.3309,3.5982,3.6244,3.0309,3.152,3.0863,3.1985,3.7161,3.0608,2.7597,3.1417,4.0402,2.8821,3.1291,3.5519,2.7394,3.9602,2.9166,3.2161,2.5765,2.9732,3.2615
"160","2008-05-01",3.3583,3.2168,2.8914,2.8576,3.0113,2.6979,2.7145,2.9656,2.8141,2.9443,3.3339,3.3098,3.1866,3.3455,2.5813,2.6554,2.8534,3.1242,2.9332,2.7063,2.9464,2.7541,3.4412,3.2045,2.817,2.8351,4.0131,3.3434,3.532,3.3282,3.454,3.8615,3.2485,3.5145,3.3921,3.64,3.039,3.165,2.9869,3.2011,3.3242,3.2102,3.2355,3.305,2.913,2.7678,2.6341,2.9522,2.6156,2.882,3.0758,3.1349,2.8417,2.943,3.4293,3.4462,3.2288,3.4747,3.592,3.6522,3.2935,3.4487,3.2131,3.109,3.0134,3.133,2.8868,3.1028,3.0112,2.9764,2.8993,2.774,2.7469,2.7899,2.8975,2.7789,2.8814,2.5579,2.8532,2.7931,2.8487,3.0191,3.4213,2.8322,4.2444,3.9486,3.7671,4.0883,3.6072,3.5326,3.7506,2.7708,2.8128,3.2316,3.0002,3.2719,3.2576,3.1422,3.1838,3.988,3.7151,3.4145,3.2193,2.5002,3.2537,3.6215,2.9141,2.6677,2.8531,3.1332,3.1766,3.4416,1.1096,2.8238,3.3992,2.9021,2.8476,2.8956,3.2233,3.3513,3.2611,2.6398,3.4008,3.6186,3.6857,3.0717,3.207,3.1742,3.1894,3.5739,3.0814,2.8334,3.1866,4.1405,2.86,3.1567,3.6016,2.7418,3.9675,2.8405,3.1963,2.545,2.9961,3.2155
"161","2008-06-01",3.3472,3.1835,2.8934,2.8893,2.9937,2.6631,2.6374,2.9267,2.7485,2.9462,3.3477,3.2631,3.1861,3.3588,2.6554,2.6259,2.7974,3.0907,2.8923,2.6301,2.9089,2.7323,3.3513,3.1834,2.8454,2.8033,4.1017,3.2386,3.4072,3.2846,3.4658,3.9519,3.2964,3.4876,3.3959,3.6157,3.0408,3.1075,2.9743,3.1605,3.2343,3.1949,3.1663,3.2838,2.884,2.8608,2.6306,2.8909,2.6796,2.8222,3.0125,3.0401,2.8934,2.9118,3.4181,3.4004,3.1484,3.4805,3.5176,3.6202,3.2764,3.3831,3.14,3.1018,2.9909,3.098,2.8539,3.0608,3.0063,2.9291,2.8199,2.7362,2.8106,2.6976,2.9167,2.7776,2.8446,2.5852,2.8403,2.719,2.8127,3.0075,3.3379,2.7266,4.1354,3.8935,3.7317,4.0163,3.523,3.4843,3.6574,2.7087,2.7973,3.2033,2.9719,3.2732,3.1976,3.1305,3.1558,4.0537,3.7217,3.4766,3.227,2.5057,3.2455,3.6488,2.9571,2.6913,2.9333,3.1055,3.1333,3.4395,1.1391,2.9304,3.2977,2.8702,2.8823,2.8784,3.2182,3.3658,3.2165,2.5547,3.2516,3.4538,3.6659,2.9258,3.1308,3.1118,3.195,3.5237,3.0583,2.8549,3.146,4.0931,2.8464,3.0995,3.5278,2.816,3.961,2.8551,3.0728,2.5479,2.9999,3.2031
"162","2008-07-01",3.3202,3.1869,2.7913,2.855,2.9367,2.6353,2.7148,2.9359,2.6835,2.8687,3.2586,3.2247,3.1501,3.2897,2.6097,2.5375,2.7944,3.023,2.7966,2.6929,2.8692,2.6831,3.3458,3.1347,2.8086,2.7395,3.9084,3.2553,3.4133,3.2297,3.4566,3.7744,3.2101,3.4044,3.3023,3.5414,2.9893,3.1103,2.8857,3.095,3.1989,3.1983,3.1792,3.2147,2.8764,2.767,2.6358,2.8472,2.6672,2.8229,2.9426,2.9664,2.731,2.8681,3.3378,3.3712,3.1674,3.4549,3.4919,3.5461,3.177,3.3311,3.0592,2.9601,2.9652,3.0603,2.7931,2.9991,2.9947,2.8543,2.8552,2.715,2.7299,2.723,2.8351,2.7119,2.6936,2.4989,2.8022,2.729,2.8049,2.9517,3.3126,2.7996,4.1198,3.8238,3.6797,3.9195,3.5192,3.4908,3.6423,2.6021,2.77,3.1569,2.9126,3.3077,3.1655,3.1087,3.1268,4.16,3.7828,3.4226,3.1337,2.49,3.1412,3.524,2.9283,2.627,2.8722,3.0676,3.121,3.4717,1.2454,2.8132,3.3101,2.8168,2.7667,2.8027,3.1737,3.2158,3.1623,2.584,3.1578,3.6258,3.5779,3.0596,3.04,3.0206,3.1444,3.6186,3.0582,2.7844,3.0015,3.9581,2.7671,3.0551,3.504,2.6419,3.8984,2.8379,3.1136,2.5303,2.9612,3.0674
"163","2008-08-01",3.2239,3.0847,2.7606,2.8417,2.9401,2.5268,2.6069,2.8798,2.7334,2.8809,3.2153,3.163,3.0737,3.245,2.482,2.581,2.7749,3.0129,2.8698,2.6331,2.8557,2.6514,3.2582,3.0782,2.7601,2.7639,3.8544,3.1871,3.3682,3.2703,3.3171,3.7617,3.1663,3.3646,3.2011,3.5233,3.0295,3.1038,2.8766,3.0675,3.1777,3.1379,3.1268,3.1204,2.8264,2.6914,2.6139,2.7986,2.6566,2.9527,2.9148,2.913,2.7928,2.8448,3.3098,3.2537,3.1368,3.3835,3.4368,3.4548,3.2085,3.3355,3.0261,2.923,2.8861,2.9587,2.8079,3.0065,2.9282,2.8576,2.7733,2.7106,2.7135,2.6343,2.8174,2.6124,2.5421,2.5139,2.7502,2.6356,2.8333,2.9163,3.2885,2.7814,3.919,3.7482,3.5585,4.0147,3.3881,3.3458,3.5604,2.7259,2.7565,3.0545,2.9407,3.2047,3.0999,2.9761,3.0418,3.7884,3.5631,3.3436,3.0751,2.5299,3.0739,3.4371,2.8669,2.6249,2.7493,2.8953,3.0109,3.4455,1.1643,2.8303,3.0527,2.7824,2.8467,2.8289,3.0968,3.1497,3.1868,2.4431,3.1183,3.5541,3.4864,2.9013,3.0002,3.0265,3.1264,3.4566,3.0005,2.757,2.9844,3.9354,2.6575,3.0909,3.3768,2.5772,3.7415,2.7247,3.0539,2.4155,2.8839,3.1014
