"","Date","UKH2","UKG3","UKG1","UKG2","UKK1","UKK2","UKD4","UKE2","UKE4","UKJ3","UKD3","UKJ2","UKI6","UKI4","UKJ4","UKI5","UKD1","UKC2","UKH1","UKH3","UKL2","UKL1","UKD6","UKD7","UKF2","UKF1","UKC1","UKE3","UKE1","UKF3","UKK4","UKI3","UKI7","UKK3","UKJ1"
"1",1995-04-01,1.00602827185389,0.993091697966837,1.00227279729136,1.00272662490468,1.00745678083968,1.00520315136428,0.998399648874802,1.00712292204943,0.995808007672472,1.0064300504912,1.00750305087758,1.00959022675387,1.01161372144837,1.01912478354973,1.00074462311457,1.01410224336931,1.00640872057024,1.00473394165363,1.0040463472662,1.00458767067261,0.993565901643051,1.00767473394546,1.01304364614827,0.992626032920016,1.01538915195913,1.00151362939951,1.00642977233335,0.996987117996955,1.00607631302574,0.998716301883406,0.998583354539289,1.00832493871595,1.01645215615113,1.01066995920619,1.00284930070657
"2",1995-07-01,1.00166299466791,0.988219954782994,0.998821781691617,0.993923222913069,1.00276410365613,0.997491211338393,0.992022691929148,0.997260420307629,0.99263938734931,1.006689346455,0.994575159109161,1.00817570968723,1.01117995273916,1.0251478385898,0.998033746123634,1.00263362813916,0.983920705925661,0.995344959765533,1.00259014408649,1.00383838729678,0.990386975170088,0.999762037498723,1.01124366361381,0.98168465673866,1.00807614346839,0.996259201358439,0.993977289825764,0.993645565880919,0.992157782108239,0.99580758965895,0.994758632572913,1.0243784415023,1.02478168854933,1.00411760357844,1.003121749539
"3",1995-10-01,1.01024544054888,1.0001793125745,1.00935254815367,1.00227629699592,1.00705676760085,1.0000086108755,0.989540678630443,1.01268244103089,0.995146230088543,1.0138270554108,1.00067550800973,1.01375684337949,1.02146041475043,1.04091918562629,1.00352386317906,1.00702828406768,0.990580350054602,1.00066348265738,1.00356695954082,1.00469063671853,0.986365446617389,1.00172373250327,1.00768158610874,0.971392856966907,1.00733251943636,0.996622599557293,1.00353081027059,0.998914573344273,0.985239778353326,0.995407918926582,0.988735947470214,1.04830357356088,1.03374270093634,1.01692722698293,1.01203455475322
"4",1996-01-01,1.01248174231408,0.989753522979451,1.00502198140611,0.995148757647918,1.01177139157344,1.0023094337757,0.977119112449109,0.992032642665766,0.985487983351746,1.0192587813856,1.00859592914863,1.02376096551739,1.02664724715356,1.06515202764886,1.00355403034548,1.01527500583667,0.99613015635568,0.990180260793115,0.993011824104238,1.00041064114359,0.987588995243848,0.99950777830366,1.00809948279649,0.975944589428425,1.01347193889398,0.992071962891319,0.991964717838461,0.993459552381807,0.982264135657172,0.992907560868969,0.993461781737063,1.05097455204631,1.04663962849275,1.01644693005071,1.01805330546092
"5",1996-04-01,1.02383644345454,0.996170161658473,1.01940976426363,1.00057714235884,1.02652442076245,1.01677736432701,0.979752617288504,1.00226737921804,0.992042206321021,1.03068602626078,1.00194116520192,1.03433730320177,1.04736893030746,1.07253310002404,1.01635626476919,1.03555130440248,0.999503042100499,1.0061349137501,1.00458066148454,1.01438429482752,1.00233255580845,1.00824045452171,1.01377942118706,0.984367751950015,1.01814654546839,1.00118327561286,1.00474538609489,0.990803161695131,0.990105386170251,1.00061842510563,1.00720120366721,1.07247445622425,1.06494596395149,1.02629549923541,1.02969010545499
"6",1996-07-01,1.04199969704237,1.00260583335682,1.02689165609346,1.00782289462548,1.03450115606008,1.03634518482255,0.978724638873646,1.00527834631841,0.98485867218951,1.0460946022812,1.00432945133903,1.05356659042133,1.06092702595467,1.08489840122852,1.0310044573777,1.05165512238637,0.986119135625959,1.00084989934867,1.01300985863467,1.02767657927601,1.01053066998085,1.02113422340921,1.01304505033007,0.977196009979553,1.02906403473034,1.00533755616166,0.997480498249291,0.995093814545997,0.980723187623747,1.01026061064238,1.00742450169361,1.11333311073986,1.0814017626855,1.04245315083513,1.04991126981301
"7",1996-10-01,1.06792749991396,1.02042882434144,1.04685400788232,1.02264001761036,1.05730691260051,1.05078047640262,0.988733456635438,1.02546361645554,1.00411733923648,1.07082332780607,1.01761864540529,1.08326698038898,1.08914935270754,1.11575398093269,1.04832142451965,1.07767683864757,1.00874103066702,1.01799677700198,1.03182290789895,1.05085212094055,1.02074148613999,1.02500388624846,1.02518798290014,0.989834117455477,1.04788793871251,1.01692804309168,1.0042314188419,1.00976088617935,0.984689439722234,1.02056877844794,1.02790511648039,1.1377455855288,1.10845984384459,1.05584717363304,1.07496918976708
"8",1997-01-01,1.09657219261337,1.02925972377602,1.06184295042789,1.03614698117519,1.07656693806427,1.07793597133111,0.994284681067531,1.02436018627016,1.00897823189357,1.09527317604732,1.02366021720841,1.1106664332047,1.11825381991744,1.15826937146108,1.0770728633976,1.09935403988783,1.00726394202692,1.01940645758232,1.04316912110745,1.0722578757216,1.04007494356556,1.03038954801395,1.04106518834864,0.993081230784109,1.06619432510683,1.02570202652483,1.00374513442001,1.01393266107861,0.980615061886221,1.03061605201202,1.04599941653239,1.19776222485063,1.13957048186739,1.07903449862962,1.10702532763179
"9",1997-04-01,1.13581060750414,1.0479019380438,1.09089020075708,1.05511291571463,1.10645683744245,1.10771152126313,1.00687485257628,1.04992083834938,1.01084693693405,1.13097297826307,1.035836029033,1.15097493480838,1.1634735371392,1.20135682020072,1.10493721193156,1.14027790086227,1.0382750570244,1.03757720557426,1.06914991940493,1.10495761546141,1.05268144690157,1.0544008147108,1.05751940441565,1.01023261548585,1.095612174873,1.04610429943421,1.01536266100078,1.0215307352187,0.992016045774563,1.05472723530338,1.0679296774285,1.25482445880101,1.19878405500388,1.10782352322021,1.14830617401377
"10",1997-07-01,1.17623814110698,1.06743031553172,1.12134686891485,1.06755251916417,1.13367146498202,1.14239257597141,1.01905312942537,1.06286348789834,1.02313372656188,1.1721935633516,1.03764108055948,1.19587448501542,1.21641756710248,1.25102643347383,1.13863428589185,1.1719627244839,1.0474015840258,1.05173820480692,1.09662336711194,1.13465169623738,1.07409469696168,1.05872666116727,1.07482608036966,1.01123889649786,1.11048429600853,1.0602777628856,1.0214191503347,1.0248011306886,0.986647838060673,1.06680540849248,1.09537606233642,1.31060369952826,1.25626035934459,1.12937559006507,1.20364553130976
