Date,Hertfordshire,Central Bedfordshire,Birmingham,Solihull,Worcestershire,Sandwell,Walsall,Warwickshire,Dudley,Staffordshire CC,"Bath and North East Somerset, North Somerset and South Gloucestershire",Somerset,Wiltshire,Dorset CC,Blackburn with Darwen,East Lancashire,Mid Lancashire,North Yorkshire CC,Chorley and West Lancashire,Bradford,Leeds,Calderdale and Kirklees,Bournemouth and Poole,Central Hampshire,Greater Manchester North East,Greater Manchester North West,Brighton and Hove,East Sussex CC,West Sussex (South West),West Sussex (North East),Bromley,Lewisham and Southwark,West Kent,Bexley and Greenwich,Kent Thames Gateway,"Bristol, City of",East Cumbria,West Cumbria,Northumberland,Cambridgeshire CC,West Essex,North and West Norfolk,Suffolk,Essex Haven Gateway,Cardiff and Vale of Glamorgan,Gwent Valleys,Central Valleys,Monmouthshire and Newport,Bridgend and Neath Port Talbot,Powys,Cheshire West and Chester,Flintshire and Wrexham,Wirral,Conwy and Denbighshire,Heart of Essex,Essex Thames Gateway,Thurrock,Barking & Dagenham and Havering,Croydon,"Merton, Kingston upon Thames and Sutton",East Surrey,East Kent,Mid Kent,Coventry,Leicestershire CC and Rutland,West Northamptonshire,Cheshire East,Shropshire CC,Derby,South and West Derbyshire,East Derbyshire,North Nottinghamshire,South Nottinghamshire,Durham CC,Tyneside,Sunderland,Darlington,Hartlepool and Stockton-on-Tees,"Barnsley, Doncaster and Rotherham",North and North East Lincolnshire,East Riding of Yorkshire,Lincolnshire,Devon CC,Wolverhampton,Tower Hamlets,Hackney and Newham,Camden and City of London,Redbridge and Waltham Forest,Haringey and Islington,Enfield,Barnet,Cornwall and Isles of Scilly,Blackpool,Lancaster and Wyre,Gloucestershire,"Herefordshire, County of",Oxfordshire,West Surrey,North Hampshire,Berkshire,Brent,Ealing,Harrow and Hillingdon,Buckinghamshire CC,"Kingston upon Hull, City of",Breckland and South Norfolk,Hounslow and Richmond upon Thames,Liverpool,East Merseyside,Sefton,Leicester,North Northamptonshire,Gwynedd,Isle of Anglesey,Wakefield,Luton,Manchester,Greater Manchester South East,Greater Manchester South West,Medway,Milton Keynes,Bedford,Nottingham,Norwich and East Norfolk,Westminster,Kensington & Chelsea and Hammersmith & Fulham,Peterborough,Plymouth,Portsmouth,South Hampshire,Isle of Wight,Sheffield,Swansea,South West Wales,Lambeth,Swindon,Southampton,Southend-on-Sea,Stoke-on-Trent,Wandsworth,Telford and Wrekin,South Teesside,Warrington,York,V1
2006,2.950889243977555,2.9585681235164727,2.726637719023017,2.8183950914822113,2.814831929671621,2.571388690156577,2.616332018086189,2.8121588584653145,2.6224156358451802,2.7411070216669193,3.021421525230056,3.0154234802049027,2.900800295257358,3.10046887856771,2.4083896225124173,2.40935412144095,2.6159670771647883,2.853259953069127,2.685494443722655,2.4620075027591297,2.7188519156630706,2.5991852276421223,3.1129327265655973,2.924912992365212,2.5881954860054757,2.574445911295351,3.4709541130507606,2.999376269232351,3.093217770735859,2.9595073269922265,2.991740969445997,3.2088362806941704,2.9283902123518777,3.052190673861937,2.9709694612147923,3.2347450245222857,2.753409649952077,2.692752692459146,2.748642540048719,2.8915364466871747,2.835755383783618,2.9691993803268883,2.9620377779228955,2.969230875450783,2.837824474502866,2.6874644385881856,2.4643529091770957,2.788263261050308,2.477724281912198,2.837366541837895,2.7265564531807334,2.8258819527849526,2.828036768533307,2.818709145192396,3.056761234482902,3.0171449717518963,2.9826856720234045,3.1176344688413637,3.120571937302609,3.020506761383248,2.89200922884478,3.1382053633065694,2.909945633741785,2.8500303093728854,2.8384842191884485,2.9496114154929187,2.718268943953435,2.8926485035526164,2.870394098261049,2.813560124012623,2.7369878348493,2.6647662526265665,2.754503593044866,2.5474891857104094,2.753785844853077,2.596707216659659,2.5553454916892693,2.4206731558902956,2.6484124218246015,2.5251028504706987,2.6273243152421366,2.834996310053294,3.1531249888392643,2.7067961754082397,2.952466074443752,3.340937716835395,2.9805847546772792,3.271566167323661,3.167148253944048,3.0024836908198087,3.0030312978080214,3.343173996859058,2.4941482801720705,2.644614416623903,2.9873678711314064,2.8861335306005937,2.9330685001942953,2.8394031690467574,2.796213973312985,2.8381300688117213,3.265787453913907,3.1091455079035923,3.017253259360456,2.8656137775422343,2.2766348504724876,2.971690196505046,2.9513705869926192,2.6243278304368545,2.5580095149450615,2.7057488721866783,2.8670873806048505,2.8508920050306923,3.1605893553651896,3.060320165343422,2.602129417500021,3.0868373159685527,2.558985428001612,2.7642980344218935,2.7894672428351797,2.9986143233343747,3.0302039699353247,2.971291021678302,2.6037847347926784,2.9685254786503896,2.6794872644718026,2.8527883555686255,2.8395900777964536,3.0036229866906177,2.991493634216024,2.918050547471934,3.3250218698757132,2.839195720212458,2.6316365663381722,2.9560812981232747,3.2881329657932112,2.6892451051624597,2.951540276168495,3.2070650602497284,2.4485324367649133,3.2140823980114077,2.6769411419550666,3.003631127863315,2.4412076080949183,2.7198455752609485,2.8941644538555535
2007,3.2149272241467775,3.1881291343115605,2.856690253924443,2.950381603729217,2.9876817006295666,2.722190845278671,2.7610861987718147,2.9669096994307838,2.777164868648699,2.886806146740116,3.303470637299158,3.2451449282844838,3.0949694129349603,3.350672209426037,2.620579360801582,2.6131430288090955,2.791967372759243,3.047899564394844,2.8623527731692953,2.6420153576305774,2.9101512646321344,2.765753056528071,3.340223985211346,3.1727471625841495,2.7451599935120576,2.7708336988011877,3.908025561562816,3.2591286613345436,3.405735880023517,3.231371531979698,3.308232973282305,3.660162741818018,3.16889863030366,3.3130919429790304,3.1925700583234997,3.585004317326361,2.944614688065477,2.9492045501993487,2.92255792261923,3.1455657813211566,3.0876710977437964,3.1876487057643663,3.2059072040761825,3.171082837527437,2.9866120797549587,2.868540434848875,2.6573190984653152,2.9420527256815188,2.6139383484793948,3.0344529112619294,2.8788228744191917,3.001151893326731,2.9876962292243063,3.0059592008570966,3.3070565620001893,3.24845863334413,3.1778810075626422,3.4296544094146344,3.414975766819558,3.4288581342998365,3.168630279068829,3.375084739027872,3.1140522607138785,3.0306751635139917,3.0070294546921112,3.1393927070850145,2.882578280544969,3.0868234919749753,3.0498063533541364,2.963888276623876,2.90339978897353,2.7914294494052783,2.8610888936777354,2.7002337433215162,2.9170337455350754,2.7415281401730995,2.685455746535609,2.581856910496664,2.772150800706546,2.7207500378846,2.7894833929673926,3.002523659187565,3.3841903614183417,2.8818579524830064,3.3844082549782604,3.7125481256921926,3.5132835585104747,3.6253525385416356,3.694451327590157,3.3005717386241367,3.3284917614417484,3.6029541306201716,2.6402893280638517,2.8308661682598495,3.209518066003431,3.0888288726935214,3.1940573381621284,3.12756498271102,3.0529859890959066,3.112806397449123,3.660560507829753,3.469199661467904,3.299742979708834,3.13637921784078,2.4642972463501454,3.2246209602197653,3.3602782448997086,2.7706811729163863,2.7073385044540657,2.8775480496280874,3.0402975091212063,3.0635494363627074,3.3771936887653284,3.283574313380153,2.7924383509158632,3.331116990560611,2.697196399293833,2.942953304597497,2.959916917243663,3.2206452618726544,3.2797443233300463,3.2009225458308257,2.6716288385465905,3.249776024109246,3.155282870864661,3.414907936257878,3.032545625502988,3.2470005758779434,3.1946272627028165,3.1335903787950334,3.558647321002342,3.074021750132146,2.8202508278796654,3.1555906293630813,3.801747716028422,2.8721314804261224,3.1511659859271983,3.4749851813919603,2.6295721339674145,3.7598961269960727,2.878228699726006,3.20541897253687,2.5987789757957818,2.879961439417411,3.1182125324824512
2008,3.2005941631989003,3.1202531430005083,2.7950229157152955,2.864964380418532,2.8966284486801226,2.6618880805612517,2.733414148037965,2.8735592799606136,2.7312913704282846,2.8558379331745827,3.178732011309996,3.1758287312310594,3.0224080805134323,3.2649705503789117,2.6043680562618574,2.637336840024255,2.7646515781971166,3.007895086245757,2.830298465609749,2.664041641333813,2.844769371748365,2.7304243874099314,3.262084762737192,3.1156270635142795,2.762836037039941,2.713738154124562,3.85172597281027,3.238450161619429,3.3534657409740234,3.19765506811628,3.3391087731987987,3.7691435629290813,3.1661998228621924,3.358988277557793,3.173087357101373,3.4716957731124105,2.9456817587238415,2.98348470164248,2.9012561855996992,3.0251315169069226,3.1009949081320896,3.1796360888237256,3.115310468955885,3.082595866614976,2.9017234748894065,2.813441201453632,2.6057007642042675,2.8952114678778016,2.606210309014177,2.9651208876971324,2.8267160778722142,2.945902809054614,2.930870237792157,2.9410950264477624,3.287706009885462,3.2887588997943897,3.228009520330346,3.4586139845770134,3.452156019105257,3.44073240010212,3.183966345614685,3.3538410073550207,3.0678046575648965,2.98278709609318,2.9175967665215743,2.995660225826214,2.8444982424539953,2.973107964672576,2.957090893715458,2.8784482226959236,2.8680911121393495,2.7270871244157515,2.7582210966633633,2.673418350280535,2.860444195606133,2.7279722813952714,2.6279387316322222,2.5638613565649124,2.7784054597982917,2.760452889125037,2.783575200173361,2.9385649360922614,3.3337980607693454,2.839549787635998,3.494299306171049,3.898766799418778,3.6167271026182215,3.640113094333387,3.7500513798512274,3.376917472535169,3.3819058879193458,3.544803499331928,2.5746960360470097,2.795584113572436,3.094777808509431,3.0074783927983737,3.1392928129591358,3.11524446911848,2.976131062355171,3.0655333976574317,3.790155053118143,3.5330258200617712,3.3634281203634124,3.1103007179149396,2.4994132545113845,3.150480502360152,3.375895280591323,2.7528298395824646,2.6647330568654892,2.8855844699599245,2.984527366083541,2.9755764353074525,3.3585926902348215,3.2620975864630783,2.7643790024848798,3.3127503146611765,2.6548329736460548,2.8912739607206768,2.908495817173098,3.186912487105144,3.2206399392981906,3.110258021548654,2.5709523362236975,3.109591958899974,3.34789123443631,3.4788047082949163,2.941903211202778,3.165117075808127,3.100081198083965,3.066154772404204,3.523470043527909,3.056200469156574,2.755903811576532,3.133258662670081,3.8270147832522574,2.7648369984089363,3.082620031936369,3.456260027114738,2.6537390744225196,3.7640328759282227,2.828427532420825,3.125396991004172,2.5866108386025775,2.8061194213609255,3.0428129522390215
2009,2.950511406367646,2.847263973935622,2.5390861121474453,2.631723513641608,2.662400016700216,2.449667704971456,2.4633611499145105,2.65210751526745,2.5523831421726073,2.6447330666185214,2.9206299544835392,2.915184482675809,2.806205317900806,3.033272604506855,2.4574866591573827,2.4243600042348654,2.5798435656031558,2.7944285203107158,2.6748170692157465,2.4235975045788063,2.6109988775807964,2.5091052348611895,2.972391457116824,2.9017515215946186,2.5438479569058257,2.4792485053152933,3.6076589904012413,2.945355687980596,3.0298015175458173,2.9222823476388102,3.0604055790314155,3.4785828176092886,2.9354874172945165,3.0526374695204566,2.8447535124837007,3.2152700916334034,2.7870871995288127,2.8860650408748567,2.727717314130919,2.8140215824531483,2.861894606076098,2.9506469286767487,2.8563732375874786,2.796113898801718,2.7127492062826484,2.595094666088724,2.441164542741365,2.654460179260325,2.4251709121093725,2.854297820025003,2.6267668096862704,2.723873057300135,2.708885619970805,2.783764327655211,3.030468618578658,2.9829227339280466,2.8451773407563823,3.0888812174294102,3.071199490093304,3.1188661622147755,2.9122228751807113,3.0411609516825893,2.7981388383054275,2.7144442266141033,2.684097711203165,2.7439310307543816,2.637684502663702,2.8064223475741694,2.735391674748057,2.6757929902404793,2.6408335380290304,2.5421899469643385,2.586091488888047,2.460091787958065,2.641030881112866,2.4954985793654596,2.467905728816834,2.3419583087950397,2.569453703852483,2.542905368204148,2.561114194110664,2.6973757693979366,3.1220457184275596,2.625060090218466,3.3317817781831605,3.573777124935923,3.4671549904807386,3.344871626781199,3.5235373324600907,3.08164524078136,3.1934813972280147,3.3267922351496098,2.3564329489467797,2.618379985570569,2.8384883952812956,2.8052049165871686,2.950610646621635,2.8871430734587933,2.747646034176773,2.8291341063398003,3.4899946299679114,3.257309483651843,3.065731468487462,2.854802179788038,2.2710099361380864,2.863025491603496,3.1326502185621066,2.5045167959931094,2.4197321880480365,2.625265182037909,2.7457443227399705,2.6506444620645184,3.2354630174421644,3.108292585302136,2.5414211274161915,2.9049896768470873,2.4532161671011883,2.6281039221790263,2.68240250170246,2.834726127301068,2.9194002163092967,2.840211538593013,2.366857579285371,2.857383702545823,3.275351802008038,3.362542659043719,2.641809122035144,2.935122770836362,2.8801999830483167,2.814320408021285,3.2295703319574556,2.787710119638952,2.584003600354875,2.9632698712348167,3.5849521488789295,2.512905020138867,2.857142063510592,3.1464583011677387,2.4315453420675923,3.525872217528153,2.575708007834302,2.8803707453750356,2.4320861338671445,2.5888369896410883,2.886180417782674
2010,3.175699033059508,3.001664354619183,2.644711673863247,2.804462712047805,2.760324305542149,2.494129815157305,2.50892772069287,2.7881339192079966,2.6266013259541516,2.7122690987461278,3.1129467786561635,3.0499714985055526,2.939839501196262,3.2190217914322763,2.486989024890628,2.4330576309253966,2.631871873142279,2.8832697825344833,2.709274224391028,2.4719387874803727,2.6776527481273833,2.558118385184244,3.164771481481313,3.1075288957559737,2.5979236731865343,2.519582956713501,3.9511414325419056,3.1148650935857876,3.2577234952110943,3.1462765961738626,3.274752131672007,3.759216660455563,3.119790589818338,3.242474513147763,2.9596797784924123,3.4326436020436555,2.8731423595765215,2.9396791476009154,2.766814722078484,2.997053130723967,3.0509546435304875,3.0717984246935157,3.02200305890431,2.9489021313293655,2.810138123838933,2.663597624101282,2.5232613093966454,2.74598910008356,2.4789609963305512,2.9225443113236147,2.7230156514830455,2.786964309528612,2.764286195245128,2.808463041828557,3.2380447967613732,3.144392251948134,2.995028084612103,3.2579064579307593,3.263580190419947,3.393680008016393,3.1349185764591225,3.211099332735631,2.959657574899076,2.834406708106717,2.79822439223526,2.890181944233469,2.7195835697789605,2.9001658570099687,2.8242061270636407,2.757314583385696,2.709009249749523,2.5932661583326433,2.719646098576355,2.456975757993476,2.6905468822383614,2.5022047316156915,2.5088920079174235,2.4007879920486954,2.5910453976206567,2.5739863493120634,2.622036695203319,2.770125511602243,3.2918646268751828,2.6475637879208316,3.4388222714748773,3.8555021506889617,3.8887653568657234,3.5769965590130024,3.884309976397168,3.282324694687181,3.441419990034762,3.4605603789525103,2.346011346817344,2.687026116434777,2.9934227644079776,2.9000170174978366,3.147571122937045,3.1212171721868045,2.925066726500897,3.0074731199691356,3.80894456351325,3.5241114277616306,3.3114415352217095,3.050536483753255,2.349720266494096,3.001841370155902,3.4171686605000784,2.5413331916904394,2.448547098720107,2.668687119098118,2.9001888720472966,2.753365386858241,3.268616741493053,3.1571050508510043,2.549755779845771,3.079852083225095,2.514737292022671,2.704694772527924,2.7777588692782142,2.9915334450163145,3.076144897467803,2.98896802088297,2.436379406508188,3.023881721231197,3.5823533298872077,3.733744849424226,2.760281818024807,3.067233006888233,2.9800526021444824,3.0016308773838074,3.3590036042165416,2.8614364241378687,2.6499522377503286,3.0426124966218966,3.9007922293441886,2.6382131822899373,3.015041218942296,3.314992662163974,2.453044364214367,3.847485319200527,2.6560269824035236,2.957509318548985,2.4080254529051577,2.673518340837965,3.041447108723421
2011,3.199257264920279,2.959076943837822,2.592895179045948,2.7428852555287015,2.729269122556183,2.4357335308998413,2.4529436328464174,2.780309056366793,2.54207464413486,2.684230999563861,3.077946319543382,2.993963519016157,2.9224034675664026,3.174668039509546,2.436829847031667,2.351963873033638,2.5662567135183787,2.841477952613116,2.696140098783083,2.4189106728754326,2.613472522400624,2.5078545434591164,3.1213092821112,3.1195243807097084,2.508925728126347,2.4695110466347465,3.9433945007574187,3.0959545177563257,3.2391232930731064,3.1154123052806226,3.311064809305648,3.8653058536395104,3.121692662078057,3.2566330813142486,2.943965953811367,3.3913090059193505,2.8220537082492867,2.9288018683015418,2.693978953847006,2.9842965454133203,3.050730721165591,3.0240987486266078,3.0062432283700606,2.9311272926146255,2.7866120325453463,2.61703865676848,2.4849466700840575,2.697115575826179,2.417167229807992,2.875656530568734,2.6687839622508256,2.7663204515051456,2.7243901777068893,2.7593628188253483,3.2226193152801788,3.128440708090993,2.9703260553701747,3.25508570140235,3.233004110180777,3.4315156709535923,3.145000662975547,3.1437813174675386,2.9017364797081484,2.7709724439587586,2.7730419654734026,2.8551653696145873,2.6907186171089204,2.8440122298566917,2.787966110579542,2.7299914844244357,2.684437372786617,2.5343435355925332,2.6800856376151905,2.3764672477209934,2.6326194658361803,2.4310140205559407,2.403567779186008,2.3454776250893157,2.5387653041324443,2.497191104484259,2.5849016272551344,2.7335847102980075,3.252809478608711,2.599004868308493,3.5252892501616637,3.9828797643954013,4.055879343593771,3.6176423819204313,4.039771007616989,3.3303661711353696,3.52621251112788,3.4312174842262,2.238666483857115,2.5956126667448536,2.9596727445772855,2.8752112510996204,3.1535478639622108,3.1346502341539093,2.909267428979121,3.007811465282518,3.9080691020871603,3.602433145724634,3.3585807811277073,3.0490155400211,2.2715767423080484,2.9926091697736554,3.4872651790602722,2.4636822706790404,2.398540860659676,2.565513526387424,2.8491303142690074,2.715391551918744,3.2366321053265956,3.1490378813227804,2.471002498052439,3.0177174484582756,2.4913391694806184,2.6581001097190806,2.7216338298168385,2.9172920921874708,3.0436880199942857,2.960138933541097,2.396177063706356,2.989902504596786,3.8129248873817825,3.9495342548267365,2.647033735463212,3.017667006812424,2.9654522066398674,2.978012221407719,3.304521971481989,2.798872015531385,2.5773417661021334,2.9523894824683894,4.038031945754727,2.5607127214597503,2.973435147092719,3.2707135225505835,2.3812318212869052,3.9843083584924854,2.6080949593364515,2.893247549119022,2.3254153774536146,2.6349596998084475,3.015851663965481
2012,3.2690896114677215,2.9942512590345336,2.579697293100299,2.7827071357193223,2.7488639986094143,2.4004920490321173,2.469269515167307,2.8257323340154175,2.538045614938047,2.6804054881415005,3.1297364650474937,2.996607728959981,2.9503898886386852,3.188882587636354,2.370064463924284,2.2837806655858146,2.529495302028276,2.8271572003998884,2.6274747603362747,2.3620911912736298,2.590535732473638,2.485169745583325,3.173256372833427,3.1583061047809626,2.4871793497350922,2.4492407954399864,4.115383864039635,3.130255935172242,3.291973632984476,3.182608569916716,3.4269375838880336,4.102066466570623,3.1949976417644295,3.3461087000002414,2.9649254167792067,3.4796722427488693,2.7921642552991592,2.8896186386275464,2.6388767357827363,3.044351022538479,3.1069181085018442,3.0643800200120035,3.03358376571705,2.9378436763816573,2.8122025120655803,2.587131549325045,2.476825518966829,2.6740297752438047,2.4022039205257935,2.8923677633030156,2.658789415510787,2.7346722222478377,2.7140243988665698,2.713249569332555,3.2677326018886683,3.1862953847351356,3.0194515953211774,3.321685361287966,3.338461538484225,3.590372193518108,3.221504049860389,3.168224183073516,2.940591854459592,2.8082069587403597,2.7842408698764904,2.8831310460413957,2.6991186002214067,2.8318842777175677,2.794471742055843,2.735497738132295,2.68009107368975,2.5271092794206247,2.7016028041309865,2.3157679329592327,2.615648325720231,2.393039465631597,2.3765976806421256,2.3181330382273893,2.484651111981914,2.4472385568752797,2.5699848930968834,2.7322090367209007,3.263481712528509,2.599882441778773,3.6490751337814564,4.241731358741812,4.412085392185587,3.7314339256487066,4.317452403243127,3.3783575337603935,3.668509510652738,3.4279586115404275,2.162292720111402,2.577809976946792,2.9978711526670767,2.8653985049967465,3.2321500402068035,3.2283316738743566,2.9760696553348622,3.079797224172567,4.1340955138754,3.7900934854246273,3.4533606084978103,3.0889201523792154,2.281747498532903,3.008460584908533,3.6644365415994837,2.427131192202814,2.3593902881297026,2.5313668060409475,2.874919481665318,2.7498068252052,3.2480473082960453,3.1560253734007824,2.4346560725164337,3.059459107714285,2.4861946573775806,2.675143829554132,2.7436984804906994,2.9663308134130197,3.1064414982118493,2.99094012602252,2.4151801348343316,3.0523008037068236,4.180369650780076,4.305046089422316,2.670351604333933,3.0341210731448722,3.0217908273647947,3.0076050825828764,3.2932090896254462,2.82377972294191,2.5749476309445827,2.906751099467425,4.332149764042083,2.566965185974431,2.9869388296809483,3.3357112058035026,2.3618348694038156,4.268393723656383,2.5782825599757073,2.9079692470491945,2.3264610317137,2.614540648991957,3.063209916114878
2013,3.405983145389992,3.104172558974087,2.6457965082144694,2.8219342328555754,2.8079817943086876,2.4509245102048562,2.5248839591049625,2.9140380954087455,2.5879571774875063,2.730709786022242,3.2311036082400935,3.0450744058641046,3.0013726155496157,3.2659467314546395,2.3641602504982218,2.296591332727193,2.557597677890199,2.8675078336436135,2.6330658180257838,2.3741231252787647,2.611940775312369,2.492997704414723,3.2622192870822917,3.2345903616748926,2.483051995587743,2.4478694055754584,4.300052939441736,3.232194359826268,3.4118948266797005,3.3131924847688694,3.6620528295765196,4.511505018561659,3.3025661350851463,3.5511051335939485,3.0958271755861837,3.6331121431406928,2.802718657758284,2.8996637011111717,2.6467358853269918,3.151739609736458,3.2231603713155366,3.148865074831429,3.13344280705742,3.0030559218198096,2.876056922462905,2.612902179081141,2.4920132153595502,2.7139530491009745,2.434198545034594,2.8726621397542984,2.696143022215551,2.7535806772177005,2.742776781630578,2.7665144966384703,3.3764708134886305,3.272401259241305,3.0823929484743475,3.4686134322201974,3.548950155054629,3.8660639510216415,3.381543859024078,3.279951451063016,3.042706771798267,2.8573599432069905,2.8282039029360924,2.977280111741946,2.725077956410888,2.873167163754735,2.8637011095797846,2.791076480296828,2.723226478360248,2.5756480334022367,2.770648365876144,2.3124501139895073,2.6557044285149014,2.3800015940648005,2.424763607247746,2.312340822125926,2.505755901631262,2.4991300456058196,2.5791295717123135,2.7937027627249567,3.3208152006839904,2.632780833491195,3.879600819053037,4.49081769592198,4.8032834270326585,4.011628852427937,4.749032833244492,3.567980526328841,3.871659296145724,3.472801341529645,2.154473501717118,2.6058967306341954,3.0776948469711467,2.9168590873901525,3.363739893006636,3.378332202288863,3.0835498663547396,3.2137543731263944,4.441104556739749,4.091350664605282,3.636470397719361,3.212121914820225,2.304952640151931,3.090486516057554,3.9447078128100963,2.4199221648571148,2.3735140298525326,2.5309457325819062,2.9103679725223657,2.8403535332371046,3.2893941331879946,3.148566113847629,2.429171879610071,3.143753477258779,2.5591150038733743,2.705527916615859,2.7983725438564813,3.0926813820211265,3.2152642771400277,3.080111648256119,2.4483673191784594,3.1456647759495175,4.52410429346977,4.716623097074391,2.715897417999226,3.0990697610579208,3.0772194785476925,3.0807160651243226,3.3592812197085635,2.874942405542801,2.5796444358763946,2.925570987463954,4.853666827985494,2.664865470795544,3.0143529749152984,3.46530601285504,2.421550415340704,4.783760776864492,2.6296756100046976,2.9540983880429437,2.3155272063920496,2.664494704227402,3.1374107100373907
2014,3.781541380338731,3.3850814126359268,2.7625500272709647,3.0123983573430575,2.945534762929183,2.542806780214739,2.607408906265269,3.1147863789484385,2.687109043124284,2.861818776124883,3.4694395294538007,3.185013473055797,3.1796595866584836,3.434542902534208,2.4045672645050598,2.3367315361629077,2.6189430274978664,2.9954693385845728,2.715183111752466,2.432367936733077,2.7429341578967645,2.5946668037529808,3.4665620045638477,3.4831992792584,2.5982364291838675,2.543825348094057,4.748897096941777,3.4811553139495284,3.6999193638817287,3.6341283730583873,4.246555998518416,5.357121529768624,3.6137597348536104,4.068467256367594,3.3978931970674786,4.020840919533548,2.8798741425607033,2.943865624576563,2.74884805573176,3.4368508615718847,3.5528246488873854,3.3385373587960796,3.364993579123624,3.2254423130423993,3.038343188525673,2.7131501737809285,2.6214973926236484,2.8056552828049677,2.5298032403255646,2.96519282794522,2.817000871900162,2.8438918017035393,2.863536326158646,2.841628593781063,3.68516598289774,3.567298324454062,3.4147661808412284,3.896971439345408,4.130292798077212,4.467774352399563,3.74464136655821,3.5637146688040553,3.2981855798746995,3.045798915934832,3.0110079654245743,3.215887062821089,2.880603545953957,2.9861314946512123,3.0240651541248615,2.9419857733405848,2.8510887935086027,2.7014925655794007,2.9257698228527484,2.3588449755247876,2.7545712925152457,2.412705350999704,2.4767616381512267,2.3704647233937934,2.5825581169515965,2.5779571663683782,2.693892582263895,2.955773992494649,3.4753153265736207,2.720133168417919,4.520338659117237,5.112688780815902,5.576289091805922,4.628091426782191,5.562750329293124,4.050815926090952,4.400471252460544,3.574651776549805,2.230988650380582,2.694413528564295,3.2459296603942005,3.0278274116033974,3.669060415862368,3.7392456625585035,3.368990251722539,3.541652584510834,4.984650645423147,4.787743135518855,4.09752694305911,3.5030553511506453,2.363315133297927,3.308397289886098,4.496274046162269,2.5276559260641207,2.4475220660723487,2.633883352038008,3.0739055807871902,3.051813432328193,3.3126249535286676,3.2914636052598887,2.5366848692274,3.449548594744165,2.666186633813594,2.854498249843321,2.975584094360362,3.423024829641145,3.5202144883724076,3.326309540529398,2.5970493493277935,3.358641155219003,5.179902813354409,5.448952532320542,2.9123622162247833,3.2418943070066666,3.2774150773495934,3.303975270724871,3.4810859403790873,3.0220333735871807,2.668885870385167,3.0054648637602006,5.897827552791028,2.854608086627365,3.209820031806923,3.7479310040520235,2.505552651861783,5.662494222726938,2.718851249866471,3.08880068497464,2.3604094293254003,2.7694959311584935,3.3344964922081113
2015,4.207118185230614,3.7417652504566936,2.911909888222281,3.197510428251867,3.0685001743036917,2.64097408509222,2.7150986250564673,3.293705273357668,2.782299559233154,2.9730386899382633,3.7399378883863506,3.3043750446135465,3.392603518802962,3.61674126189194,2.423982542642349,2.407264856134114,2.6782898067419993,3.094564063429909,2.7777211006410965,2.4981333227531666,2.8713625109511227,2.6792673173211017,3.657922771657357,3.734161903504842,2.669172065638557,2.613970028976718,5.203662875138578,3.740931675369022,3.9925923193043595,3.9299188511915015,4.688376137571143,5.91493215689964,3.946620954740314,4.542558601452501,3.7332364330153696,4.406741176668078,2.946440633565247,3.000186372684741,2.820844759854526,3.7397972296051853,3.867967577608147,3.5474711930039433,3.5893014671089833,3.471747934086195,3.1776735021094846,2.780298992150712,2.6833044245603963,2.878923323732871,2.5823223917708726,3.034843861787766,2.920410634949029,2.928655906360827,2.9351530637196146,2.9172148900480526,4.016533780428338,3.9400511890823697,3.8345245833828825,4.365747207029435,4.600406869816142,4.8778357240000165,4.100657329565428,3.839939622013652,3.5850751545311024,3.222445562377533,3.1521290308156398,3.4276645784292428,2.9868988208792175,3.1050245308179516,3.1274106632309087,3.0669697538333893,2.9667493521899355,2.8148835337151126,3.090686678816427,2.396870899100955,2.829364529338379,2.471534202375586,2.480246442867566,2.406087009945011,2.6469632211042327,2.6706049789424005,2.773465892113731,3.098710417369582,3.6059665816856623,2.810546092944148,4.948975184131578,5.731173875557278,5.881785368686976,5.162310506796525,5.991424197533892,4.5803411646079475,4.846311838952138,3.7166942159129306,2.2736856870181237,2.7708412051953295,3.4171380057416227,3.1246134106910555,3.9640132297636406,4.072299471372774,3.7126582637899856,3.929271589148982,5.511409614568032,5.232580540917612,4.620913894982424,3.8318566064429715,2.4432693335341455,3.498920640825133,4.887495501818178,2.6132102726736735,2.50018887720411,2.713129370821477,3.21874060310863,3.2436939512467435,3.3881468693125623,3.396498315841373,2.5932469050269473,3.878036894727738,2.819944827897407,3.010333599750255,3.1651542597262576,3.764364357621095,3.873825170696862,3.5880579746243497,2.6953778888383186,3.55239362329793,5.452147943750777,5.751918647961713,3.0540955313715434,3.355471108832524,3.5213236085130197,3.52752891310124,3.5924682964945847,3.151780851419448,2.7434062901909857,3.061592730272789,6.359953999244721,3.102104685566683,3.408887169407946,4.114492951128584,2.580263426639901,5.9634246964399775,2.779174911907511,3.1833265464139564,2.3758036727664797,2.886021752173017,3.5681206166160044
