Date,Bedfordshire and Hertfordshire,West Midlands,"Herefordshire, Worcestershire and Warwickshire",Shropshire and Staffordshire,"Gloucestershire, Wiltshire and Bath/Bristol area",Dorset and Somerset,Lancashire,West Yorkshire,Hampshire and Isle of Wight,Greater Manchester,"Surrey, East and West Sussex",Outer London - South,Cumbria,Northumberland and Tyne and Wear,East Anglia,East Wales,West Wales and The Valleys,Cheshire,Merseyside,Essex,Kent,Outer London - East and North East,Derbyshire and Nottinghamshire,Tees Valley and Durham,North Yorkshire,South Yorkshire,East Yorkshire and Northern Lincolnshire,Lincolnshire,Inner London - East,Outer London - West and North West,Devon,Cornwall and Isles of Scilly,"Berkshire, Buckinghamshire and Oxfordshire","Leicestershire, Rutland and Northamptonshire",Inner London - West
1996,1.0355362858431572,1.0092322004493364,1.0249491992615478,1.0083333948561162,1.030918833502604,1.0289987154551892,0.9881257746032104,0.9970235664103848,1.037620240278736,1.005875315382131,1.0441060282498755,1.0462080978703194,1.001437953640193,1.0034762539730373,1.010058913906702,1.0126966855101656,1.013726902705806,1.0078985187521041,0.9969756975153609,1.0237593751425207,1.0266924871080612,1.0416643742780414,1.0054303851068296,0.9988086971283,1.0039682720000882,1.0003016584617723,0.9896663039339568,1.0091397496044672,1.0625300466451113,1.0561479123335913,1.0156068672161451,1.030249939895504,1.0416290087188524,1.0202256706666435,1.076783531457699
1997,1.1586105424893842,1.0681033650863336,1.1068390865758766,1.0616512909157092,1.11948796621046,1.1299359434723983,1.0186114196081115,1.0278550138561133,1.1512419624350703,1.0386885350583073,1.1726789275837608,1.1826541675901436,1.0419075163537643,1.0451603769164095,1.0850712601394197,1.0751849780620568,1.052386939401491,1.0599604718903783,1.0263804575500113,1.1216462134466707,1.127835594491284,1.1543175999975948,1.0542014339807417,1.0194602610586707,1.0525834099277105,1.0289209582955332,0.9974446528163337,1.0652105653309962,1.2059065185671496,1.2060276254070244,1.0912315599685258,1.1151395665306987,1.1778291745933995,1.096295750463881,1.2538466851617363
1998,1.2924787333882524,1.1381011503913991,1.197396833558589,1.1190454712143383,1.2304406284381115,1.242473312061511,1.0590998296570902,1.06979340595503,1.2714635958424159,1.0895420762747468,1.313789498288892,1.3321194591939198,1.0942124918021614,1.0993592371561736,1.1790148699685805,1.1454696958988284,1.1000280392107034,1.1346516428937334,1.0698448048748783,1.2321961874443448,1.2427912255920879,1.2934321374248463,1.1128674201779511,1.0511769967687778,1.1150202556877766,1.0707317767174414,1.0250531634957942,1.1266170834858273,1.3598044059436358,1.365246069915426,1.1715707850956245,1.2142006230973363,1.3183609154984364,1.1813693323937853,1.3963387101265194
1999,1.429096228531061,1.2179872352094785,1.3063968779138628,1.191182060994646,1.3678276193124035,1.371967008966646,1.1038032243922116,1.1206643229638966,1.3976142397870803,1.157986906644869,1.4571175517096349,1.5016787034737733,1.1561318163467014,1.1578407065068304,1.2872498456141845,1.2250812252684564,1.1523811207639352,1.2294716406258468,1.125267889218779,1.3484186689102546,1.3638807952464245,1.4307306602984817,1.1823888962272109,1.081404703236462,1.1869495797169123,1.124067123678064,1.0505493492134284,1.1978056948594265,1.5457933582671919,1.5393458600976904,1.2695585375135041,1.324463395733944,1.4677404285894495,1.2813296391287914,1.5659408335058886
2000,1.6741198640715824,1.3452905154937673,1.4737708254144308,1.3053890069238077,1.5971760161477764,1.594171622860208,1.1746687644645606,1.2060460372855153,1.6453504096319271,1.2609616624391846,1.715076288332603,1.7915274582831249,1.236904038622889,1.2311862883668099,1.490051800455845,1.3523010389428454,1.2331149838962896,1.3651589446006989,1.2227202691761705,1.5650306430584984,1.586307062410724,1.687207319775126,1.2887894661125028,1.136143581294992,1.327126656618121,1.2036975677262243,1.106170529857527,1.3176607088233643,1.8416205231471927,1.8149621176550967,1.456051220739544,1.5069913398673411,1.7297230705841111,1.4451177511104905,1.834864241135692
2001,1.8472554199901994,1.495381047103705,1.6261629934889539,1.4290108038659406,1.7752979593173723,1.7700558134412263,1.2560140010259015,1.308884479312253,1.838196214571698,1.3718973163576027,1.9042589184467307,1.9744267307837318,1.3265624782150716,1.336220463813136,1.6802638244512833,1.4870634643102025,1.3177721433364855,1.5101378864748003,1.329089581557359,1.7582505290109391,1.7684809061485192,1.904863153437519,1.4220649574204678,1.2018392256926491,1.4957015273363683,1.2974758057501115,1.1811256710649185,1.477549385142574,2.066234646206654,2.007248906752173,1.660345299354415,1.6930900678316987,1.9069093955149141,1.6093126458771023,2.026185540535659
2002,2.1524677548399733,1.7441655277161363,1.8865247565078114,1.6604780645565118,2.082026015392213,2.100436132567968,1.4351472741398321,1.5171604692398466,2.1474952768979625,1.5688739685741002,2.1896184129170146,2.2741596685755696,1.509048060488994,1.5807162377342223,2.0016830282043276,1.745655193190428,1.4956947579101303,1.747743631590287,1.5208417262812237,2.0893676223443367,2.066433656482901,2.25404510991517,1.7103331205319026,1.3669017526204144,1.7842719264258442,1.5138854615260375,1.3969277411435364,1.7776188634342227,2.358972106897289,2.30148478139048,2.0155501941134797,2.098927943995148,2.18220620287142,1.9007016286885714,2.258187475765645
2003,2.4839186845725907,2.102616097877332,2.232719482406434,2.0071292409446984,2.3937469784932732,2.477581350603738,1.7350242529600481,1.8546291559453663,2.46390087491365,1.8663783318979867,2.480776636492986,2.5710872342630573,1.8411978395501898,1.995877130259788,2.3232067479503318,2.1098693502287786,1.8408662934698834,2.0735014278006774,1.8461011821501923,2.4523556906493025,2.418118401583776,2.595469665960891,2.113533150199972,1.694362650358247,2.148651115553424,1.8823224408964803,1.7384809677774722,2.2007347886772863,2.5898458523322647,2.5742828565004117,2.4056400448547133,2.57966125081674,2.4352009565651866,2.2748398536253283,2.3831159769530372
2004,2.6925300092681956,2.391201176082834,2.5145806656267427,2.350150946511691,2.6371455702686326,2.7542310306362574,2.1169941917603325,2.1978186826995922,2.679394395306414,2.225583099620703,2.691847016307962,2.7707475368013768,2.2835067509252682,2.398025538328966,2.5918534290052646,2.4628114927664604,2.295823593629559,2.4030908970847156,2.300983611629532,2.6942200327787442,2.685771308814098,2.8169730148007903,2.433429232979823,2.1230044849215353,2.483407842036623,2.3109499861504297,2.1208540971377325,2.5245207081008734,2.790797451815621,2.7687113244277404,2.737462271475448,2.974303133250014,2.6231208461131916,2.5620208954306865,2.5652437729627273
2005,2.8148574553162886,2.569545620677099,2.680853712453412,2.555969997747255,2.7874652054132656,2.8992500753487733,2.3458299277549406,2.423083848662924,2.78514201222935,2.4643703217278903,2.812218478860879,2.8731564299129686,2.5245772391604095,2.5876479837751454,2.7477140769268567,2.6688384238553353,2.5402677097637456,2.5938957483899334,2.53641974929791,2.8459753304240643,2.8380031652839866,2.9600386565771992,2.6007859770203483,2.3606063976811034,2.6872396955332123,2.5482248514017,2.3279106187853347,2.6877054586584115,2.9272054008318946,2.8637992785978983,2.9193569318124593,3.1579795425755357,2.7294477963824173,2.71686354829615,2.6674983004926642
