Date,East of England,West Midlands (England),South West (England),North West (England),Yorkshire and The Humber,South East (England),London,North East (England),Wales,East Midlands (England)
1996,1.0226755543278496,1.012623194953687,1.027773357918296,0.998771047147062,0.9969381433274523,1.0395036541763811,1.0560443589838,1.0021360036415006,1.0127219041640112,1.0120433147604273
1997,1.118670641635227,1.0764930613159955,1.1168585055017182,1.0346201736234457,1.0250085337193942,1.161948823564938,1.1974985600690082,1.0337297150644,1.0603974347764877,1.0729847230593876
1998,1.2296357498875587,1.1485820882883488,1.2213240932423792,1.0856730989808472,1.0695670230870393,1.293930058450835,1.3454515174942485,1.0776439787585674,1.1183391531709004,1.1424810028980978
1999,1.3495037464613768,1.2344132107363341,1.3463974809870607,1.1496971826692293,1.1195288399271426,1.4322677953128882,1.5150499341214714,1.122710686683903,1.1822701040106993,1.2246286309826777
2000,1.5686646547217489,1.3685779689685373,1.5602114698434433,1.2472019164589019,1.2060141284580896,1.6819726147999365,1.7894816253924621,1.1881301494654513,1.2815631175295605,1.3555919698966705
2001,1.7554662216945072,1.5118112399821384,1.7458044971515962,1.3535075924133702,1.3101256010790563,1.8682606281799545,1.9901753703326521,1.2729585200385474,1.387223424686541,1.5063164896269388
2002,2.0738609220526416,1.7582135948497677,2.0737364770585063,1.5504936047628808,1.5338814100237206,2.156607119362917,2.2817428839821186,1.4764279109479836,1.5978730263445793,1.7971106944867172
2003,2.4090858541857907,2.1084362536493475,2.425822771836479,1.858003937820989,1.881896434827532,2.45166802650698,2.5329988018898626,1.8473455651660622,1.9465540539568156,2.190735448748781
2004,2.650068827145365,2.410621241720671,2.7033658822790714,2.2371901806624868,2.2500379584665624,2.6669206269054966,2.73020769246478,2.26483104206844,2.3606628638782556,2.497521924863729
2005,2.7952551523023206,2.592819800441052,2.8614059274923167,2.463840054354809,2.4719023580605763,2.7871173870380836,2.847652164964889,2.4771112230892904,2.58594410399299,2.6578346321702524
2006,2.956507142618137,2.731489232397278,3.0410604281634375,2.6175299685852065,2.634321273917495,2.9428109537498632,3.0414574259825544,2.607236215087983,2.7428625290269593,2.799985873269038
2007,3.1984731442765977,2.8899748625354458,3.2832328304728,2.788875729931479,2.8170473723546827,3.204831029963556,3.43100648575627,2.7657817983607633,2.9187175348479335,2.9609238370791178
2008,3.146532156263768,2.829743571757827,3.200074609829936,2.7642185424284045,2.8001139230522765,3.1659554607583873,3.4886836267866004,2.730684198045652,2.8736535383277477,2.876153550345638
2009,2.882828831608369,2.6024525154148477,2.962747290475824,2.5554084787776272,2.571463451906614,2.9111736763363356,3.2369179319131205,2.524767204512403,2.6888632753699597,2.6468354151136113
2010,3.0565922742557743,2.6937931350783213,3.124035487992296,2.6116416368385273,2.63225636478458,3.1015667049633393,3.495830801505247,2.553021962636564,2.7607236457077624,2.7456183670229017
2011,3.041937867906913,2.651317172304192,3.0823296418211177,2.5562003534881677,2.5772418593489475,3.086704545106491,3.5779586309960085,2.482904941086018,2.7124642087384774,2.707827757755245
2012,3.0860245186703836,2.6574051024989753,3.1079342435639448,2.533298669533702,2.5553910156587776,3.1432118494675754,3.7507515847976203,2.449615066259683,2.697510598007068,2.7166033555290845
2013,3.1881692089055256,2.7124735133706706,3.1815000589489784,2.553936710543625,2.5786347994744125,3.258443104400141,4.033728478026218,2.4602512772868756,2.7281713013933593,2.7764515056837302
2014,3.4629502983753393,2.8440917078424253,3.362905101151162,2.656157574569235,2.68579634458561,3.550492749849296,4.623842106816228,2.531480134598595,2.835400243316599,2.9450214751091113
2015,3.7608381566334153,2.9704123719616375,3.547877187664866,2.7468638723768826,2.7795800513451057,3.8501408337342857,5.063490699903734,2.578487259099801,2.914592355580125,3.087678334793034
2016,4.13158123843646,3.1254215600464135,3.7673433616018706,2.860085651645342,2.8833410641097137,4.196691297406199,5.571020472264684,2.621240021772706,3.0278091730075247,3.264364160362885
2017,4.409809296632872,3.2941666759530537,3.9564094095971076,2.9827135661540005,2.9856421340186676,4.4069152254707555,5.776778950769456,2.6652844638575863,3.134935488952749,3.4533478616810775
2018,4.549346789653874,3.450300632377138,4.113958633870228,3.102149223467357,3.0966968907659758,4.50208656130981,5.767363376330569,2.7069388701206005,3.287677882389709,3.619322413100035
2019,4.578548786686568,3.551914025312042,4.17864606301308,3.2046560254642507,3.190278725930882,4.499896828420905,5.715363182263814,2.73432932658071,3.4200455147028435,3.7292062402519766
2020,4.690823281029647,3.68646761410201,4.324872272123686,3.3439608616578766,3.326493923951482,4.6150220161998945,5.903136902950952,2.823023417907622,3.5823740287592996,3.8836601262727157
