Date,East of England,West Midlands (England),South West (England),North West (England),Yorkshire and The Humber,South East (England),London,North East (England),Wales,East Midlands (England)
1996,1.0223514193747583,1.0126115877119435,1.0276155557749203,0.9984128726442234,0.9971199492649286,1.039142661279111,1.0554426866084954,1.0016117588021851,1.011953579114112,1.0122507520323276
1997,1.1190969930666985,1.076977941829443,1.1172436392974627,1.034970430234962,1.0247967043636983,1.1620237144509304,1.198302131560666,1.0332176819856191,1.0600860040208422,1.0734634448011366
1998,1.2299125687637458,1.148714932859571,1.2215188725958361,1.0856215091103265,1.0691781885261478,1.2942735051499155,1.3468617884696168,1.0770232075573898,1.1182391582271525,1.1428050396373493
1999,1.3500013572800094,1.2345337895854107,1.3469236337143342,1.1493244059278898,1.1189378628841362,1.4330714542072636,1.5177011536012217,1.1219768467014326,1.1814836889521954,1.2244203592590996
2000,1.5701268257883307,1.368821739545849,1.5614200240868097,1.2462378582025535,1.205081476006839,1.6838417019742327,1.7947864787900318,1.186236533320337,1.280701640233275,1.3557042571683826
2001,1.757870680876124,1.5124506303223557,1.7479801720274737,1.3530480536699383,1.3084295921609241,1.8706292686908428,1.9963756294963313,1.270750734950614,1.3862697880784438,1.5071949919740153
2002,2.0786777942377785,1.7605722210805126,2.0790885675333453,1.5513577177070492,1.53455553309281,2.1608192588770456,2.2905404395654823,1.4756189000013153,1.5985596450247739,1.8001515168480413
2003,2.4171719729629326,2.11428482723264,2.434804755073409,1.862514471797863,1.8870391898624315,2.4580687317480083,2.5445249592986725,1.8520713433647986,1.9517069709462764,2.198634584037409
2004,2.6599040300471324,2.4213748829533177,2.7151931964304183,2.2513295402286326,2.262999852806561,2.674442922789033,2.7427308085777673,2.2803780144257773,2.3741487874373997,2.5088016864075144
2005,2.8046695750398842,2.6050003604591527,2.8730874787366534,2.4826564350649343,2.4893075628793477,2.7945072204018917,2.8591821332649134,2.500041970917134,2.6063007618615925,2.6716815840947032
2006,2.9666065940354116,2.743793656572772,3.053733001931557,2.637094475574412,2.6531607779985094,2.95049248989909,3.0532381541620293,2.631070597185301,2.7638514726877377,2.814403856338188
2007,3.2110239715354107,2.9034866122569407,3.29889311596746,2.8124417887229076,2.8405847119955756,3.2148732673927265,3.4482543625625315,2.791512341528922,2.9443898679089986,2.976185177407346
2008,3.1563270066982896,2.8406604419084944,3.2116851666574293,2.7814291428740394,2.819401138136702,3.1740929820070596,3.5036282180757863,2.753921487345517,2.8903227947883163,2.888884322962777
2009,2.886455990829397,2.6062493337084764,2.9676923118252456,2.5616199409498264,2.578371200513653,2.9145319638454996,3.2432578903016207,2.532521098267828,2.6982847363724627,2.653405050180526
2010,3.0610072680577507,2.6979442373323828,3.129773376806052,2.6157523041920903,2.6386555329829,3.1064331659048183,3.5059957979448977,2.5602199659378218,2.766815895007471,2.7499329494886875
2011,3.0464530574597504,2.6530281701357556,3.0867211973730595,2.5591897268105055,2.5798599839075544,3.0907864847615927,3.5863036934537105,2.4868268371170954,2.7165984482014895,2.7106181726281293
2012,3.088397762659864,2.6584793417925474,3.1101069057679323,2.5327233775442313,2.5553163943939783,3.144935620386937,3.7563544136077716,2.450091839498419,2.6997073848583133,2.7189382103963298
2013,3.1906469091235645,2.713037618752131,3.181342287043811,2.5513610310684314,2.576053249988238,3.260215385702101,4.043115389566984,2.461495919601228,2.7280145596945786,2.7776298783568385
2014,3.4685492790255767,2.8453118435191453,3.3665196491744873,2.6535062611209943,2.683882718765165,3.5571396687097225,4.642720025499187,2.5288902880208743,2.8355360209956197,2.9472588738657666
2015,3.768702234951409,2.973418662918467,3.5505979545635835,2.7437266359252384,2.777056491630278,3.8566375085910876,5.082825936612913,2.575062444634331,2.9140113416380746,3.0916253897960355
2016,4.1427328937396,3.1281221993210724,3.7718448061556047,2.8560620440780604,2.878144728954285,4.206032085927169,5.586043562304384,2.6161450830395068,3.0230151411138,3.269559543738942
2017,4.409544377917284,3.2945198022271414,3.955577293887439,2.9737384943540026,2.9813701098368774,4.40509169975839,5.761583260737437,2.654068726777168,3.1304152483760594,3.453994501380802
2018,4.537130390152836,3.445366474198526,4.101217624745671,3.088184577542817,3.085691035074395,4.489696906729119,5.740351071045932,2.6930730097518856,3.2816312447327984,3.615930424876543
2019,4.562739099126954,3.544074171848391,4.165741378294953,3.193400425551096,3.1796896798146643,4.484158405717804,5.693609839711109,2.725206043953262,3.4145365199045212,3.7229534868022496
2020,4.680473124999894,3.6817244660896264,4.319252935508109,3.3410519834010692,3.31975014161473,4.602393902281146,5.887944614595173,2.8170622201977977,3.585926332588023,3.8816891017163697
2021,4.963009356994875,3.9280690544907517,4.618114642979379,3.606777074958706,3.56579385471579,4.867109376653385,6.054764337209524,2.9960690080302634,3.918552344517919,4.162444406066673
2022,5.411235349011295,4.3049607374874785,5.126526416585887,3.9574612235381226,3.911621353075069,5.2868533899447225,6.314547455017701,3.246005907217725,4.370749524429771,4.618735350112653
2023,5.425021553562463,4.390567717107652,5.18663660874893,4.042869947182199,3.978885212463669,5.3208851164821835,6.278767125309579,3.316288649734843,4.441775339568238,4.695590826034812
