Date,Bedfordshire and Hertfordshire,West Midlands,"Herefordshire, Worcestershire and Warwickshire",Shropshire and Staffordshire,"Gloucestershire, Wiltshire and Bath/Bristol area",Dorset and Somerset,Lancashire,West Yorkshire,Hampshire and Isle of Wight,Greater Manchester,"Surrey, East and West Sussex",Outer London - South,Cumbria,Northumberland and Tyne and Wear,East Anglia,East Wales,West Wales and The Valleys,Cheshire,Merseyside,Essex,Kent,Outer London - East and North East,Derbyshire and Nottinghamshire,Tees Valley and Durham,North Yorkshire,South Yorkshire,East Yorkshire and Northern Lincolnshire,Lincolnshire,Inner London - East,Outer London - West and North West,Devon,Cornwall and Isles of Scilly,"Berkshire, Buckinghamshire and Oxfordshire","Leicestershire, Rutland and Northamptonshire",Inner London - West
1996,1.0349127556041917,1.0088631998766149,1.025551832765456,1.0082280100086438,1.0304793711290523,1.0290935547884956,0.9877499265087579,0.9969586768633962,1.0376586200606943,1.0055485704027274,1.0437022097281858,1.0456427328784224,1.0002436379108302,1.0033972539785965,1.0104019885175106,1.0120104957417282,1.0129978860120505,1.0076193979859582,0.9969066807123131,1.0231178275014596,1.02610268593829,1.04167759170723,1.005733864646735,0.9981496898035876,1.0045482582818708,1.000544692632716,0.9898316718062348,1.0089250419369655,1.0620839530606625,1.0556722900360045,1.0157059198543625,1.030490566399201,1.0413916699127712,1.0205276105678909,1.0751301821097288
1997,1.159429907477573,1.068645017780385,1.1077036884688656,1.0622506660627433,1.1196633556865854,1.130684304064925,1.0191398757890617,1.027267506154471,1.1515840188020134,1.039544891920794,1.1729430753319716,1.182435059916401,1.041341921330494,1.0450369313322703,1.0855165823140904,1.0747307590256334,1.0522532874455635,1.0603090207276937,1.0266962922275042,1.1222167557095815,1.1278251854141927,1.154932677678775,1.0546676809811688,1.0188461722449451,1.0530679365227662,1.0284202630311339,0.9978592436764705,1.0661161792939482,1.2072812076657153,1.206756475136755,1.09156432467588,1.1167020961046978,1.1779041369376388,1.0965791546724475,1.2560721788594669
1998,1.292492714064,1.137949482996879,1.1981710800595482,1.1194606863386067,1.230437858109143,1.243292609847565,1.0585069021863756,1.06938556008304,1.271759592207273,1.0902218032963078,1.3146631982276034,1.3336354098270795,1.0929067125241998,1.099063813371757,1.1795186205430324,1.144686812460442,1.100430300077134,1.1347587251994422,1.0692540475749401,1.232686313406783,1.242572172886129,1.2936040753282356,1.1126985731739483,1.05070226983715,1.1149860458797458,1.070312292730781,1.0249161405903924,1.127112955041646,1.3624222080753348,1.3666529014223299,1.1716634821962362,1.215975615721872,1.3190090585764034,1.182046623224379,1.399427723644255
1999,1.4301342428512103,1.2179277299928952,1.30675629933935,1.1917514982068986,1.3684751437508191,1.372967503909963,1.1035578116696005,1.120023371225901,1.3986290006271263,1.1581034747333532,1.4586982582831582,1.5034046077084227,1.154862247707984,1.1573054148124213,1.2877694124482233,1.2244505299903565,1.1517314489901527,1.229966307346871,1.123717493946705,1.348926631268934,1.364299798787327,1.431716065897701,1.1821131771342934,1.0802940366403555,1.1865546700119634,1.1227990245808719,1.0499034366194138,1.1972663054272927,1.5511252246602023,1.5419486424714006,1.270198047189742,1.3257296025137495,1.468613153123685,1.2813234527468733,1.570690314916294
2000,1.6760385687119566,1.3454370330864573,1.4752931458232177,1.305524415205212,1.59858345178234,1.5965085415334188,1.1731891888806434,1.2049528118122022,1.6468200621124742,1.2602967304991675,1.718456884260561,1.7954665710658608,1.2359602354433517,1.2293187286348939,1.4914440949730035,1.3513102716241283,1.2324296203973022,1.3659789409785652,1.220690750605137,1.5670319904907426,1.5875691326352444,1.6905656361890855,1.2879129702912082,1.1344676559438887,1.3279342954038749,1.202037672738003,1.1049441225753431,1.3178718371657911,1.8514523297136374,1.8197070038898624,1.4570611203719614,1.5093310707895908,1.7317680834016025,1.445895185110673,1.8435786404098087
2001,1.8493993679546177,1.4957386399263477,1.6281693629037437,1.4302005971135816,1.7776972829874393,1.7735143776686138,1.2552877938268836,1.306862314440112,1.8405441748409623,1.3724066459188322,1.9080590606271326,1.9782269352731834,1.3242685373039702,1.3344457712654738,1.6830607199546546,1.4875255568199983,1.31629721745785,1.5111881558866813,1.327830130454084,1.7619960851330638,1.7703034996249936,1.9094168098823583,1.4224433527333198,1.1989156379725212,1.4950740154554467,1.2950490527542695,1.1794481180206775,1.478339403296256,2.078759026601953,2.0116574704273997,1.6625713616380087,1.6961962945650535,1.9097078990150516,1.611307449377409,2.0355422039270126
2002,2.156892353821445,1.7472042555799012,1.890088117973245,1.6625480503327874,2.0865812298095903,2.1061282635693797,1.435248968537447,1.5177547566210539,2.151919792778242,1.5703444640525364,2.1961231325031156,2.279385729355465,1.5108438422801422,1.5816901359395104,2.0073661037994035,1.7480269558873158,1.49619220015432,1.7503376201539216,1.5227282776399,2.095843959196599,2.0708513909403905,2.2626029577854267,1.7134424541441844,1.36471794924261,1.78752437664164,1.5143396532000688,1.396875194807637,1.781430369773059,2.373496794031697,2.308672587365654,2.0225339147324854,2.112283147680176,2.185899717907556,1.9042424800337607,2.26970488332053
2003,2.4900911166386654,2.109757746861572,2.239307033678986,2.0141886394947153,2.400620900899871,2.488380670147698,1.7388497712842679,1.8603328090174125,2.4701073978797514,1.8721510409658637,2.4903956665464824,2.578679926964961,1.8441006584286168,2.0048221702353937,2.3325278926604893,2.1167090029791287,1.8465299782994649,2.0802797229017878,1.8536732246638135,2.4637951047582196,2.4260549535156515,2.6080917066354905,2.1236500785169894,1.696936269901675,2.1567827408951956,1.887187856424662,1.7449063679399002,2.2104869666475544,2.606488698242704,2.5844369170832344,2.4155418745151342,2.6023763793324335,2.440145333478556,2.2817127906683328,2.394403937062294
2004,2.700416502096418,2.404948417553278,2.5228026585655714,2.36461751296703,2.64669932060146,2.7661581579611147,2.1307042136154277,2.211343849906691,2.6868765305322144,2.241543663277389,2.7015637166169513,2.7794520126961535,2.294551986675469,2.418584010579162,2.604027764636547,2.4749488673488433,2.3144098506624724,2.417206388052732,2.3259928704418207,2.706774660557728,2.696140026565924,2.8304364050291486,2.447263225629641,2.137965661553602,2.497359216115941,2.3274194605261354,2.13625091067556,2.5390419614192266,2.8102459324805324,2.7796000638839025,2.7526487600272738,3.0049799800920236,2.6287044802184165,2.572310170133418,2.5783298963181034
2005,2.8219553461481044,2.5858220172602437,2.690179608513528,2.5725383625542424,2.796526598920952,2.9115564544078634,2.3665889411762335,2.4430779662165305,2.7923967904694913,2.4857270872363153,2.8212585761797535,2.8794209127655277,2.5398713435331355,2.613875727414733,2.760023728340586,2.686111758418814,2.5674672736904407,2.6101637525542714,2.5688990171015527,2.857248688257405,2.8484694419774805,2.972688288342855,2.6193138360534256,2.385106099063027,2.700957421988553,2.5717310308205024,2.3476100646591416,2.7025889468010535,2.9462345709209163,2.873082207261904,2.9358436224808857,3.18884640674411,2.7352800698724398,2.7283646466946108,2.6791456313179784
